CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,SOLUCIONES-CON-TODOS,PATRIA-UNIDOS,MTS,UNIDOS-,NGP,PDC,FRI,A-UPP,APB-SUMATE,LIBRE
1,Cercado,1,Cochabamba,821,Cochabamba,101,Escuela IV Centenario,3002841,12,,10,25,2,5,1,7,15,75,16
1,Cercado,1,Cochabamba,821,Cochabamba,101,Escuela IV Centenario,3002871,15,,16,19,2,7,4,4,23,76,14
1,Cercado,1,Cochabamba,821,Cochabamba,103,Colegio Marista Nuestra Señora Del Pilar,3001381,1,,14,13,3,4,2,6,19,58,8
1,Cercado,1,Cochabamba,821,Cochabamba,103,Colegio Marista Nuestra Señora Del Pilar,3001421,5,,10,28,2,7,3,8,23,56,10
1,Cercado,1,Cochabamba,821,Cochabamba,103,Colegio Marista Nuestra Señora Del Pilar,3001431,6,,9,34,2,7,4,1,26,72,15
1,Cercado,1,Cochabamba,821,Cochabamba,107,Unidad Educativa Club De Leones,3001131,1,,12,22,1,5,4,1,15,82,27
1,Cercado,1,Cochabamba,821,Cochabamba,107,Unidad Educativa Club De Leones,3001161,4,,8,23,3,6,4,9,7,75,25
1,Cercado,1,Cochabamba,821,Cochabamba,108,Escuela Mixta Fiscal Temporal A,3000431,2,,18,26,1,3,3,4,15,73,21
1,Cercado,1,Cochabamba,821,Cochabamba,108,Escuela Mixta Fiscal Temporal A,3000441,3,,8,26,4,6,2,4,25,69,18
1,Cercado,1,Cochabamba,821,Cochabamba,108,Escuela Mixta Fiscal Temporal A,3000461,5,,8,26,4,7,7,1,22,66,18
1,Cercado,1,Cochabamba,821,Cochabamba,108,Escuela Mixta Fiscal Temporal A,3000491,8,,14,18,3,7,3,6,12,79,18
1,Cercado,1,Cochabamba,821,Cochabamba,108,Escuela Mixta Fiscal Temporal A,3000501,9,,14,25,6,2,2,10,18,74,14
1,Cercado,1,Cochabamba,821,Cochabamba,108,Escuela Mixta Fiscal Temporal A,3000511,10,,4,21,1,3,6,9,19,73,18
1,Cercado,1,Cochabamba,821,Cochabamba,108,Escuela Mixta Fiscal Temporal A,3000521,11,,6,17,4,7,1,4,14,88,27
1,Cercado,1,Cochabamba,821,Cochabamba,109,Colegio Marista,3002281,18,,5,20,6,9,5,5,12,82,15
1,Cercado,1,Cochabamba,821,Cochabamba,109,Colegio Marista,3002341,24,,9,8,1,5,2,0,4,68,25
1,Cercado,1,Cochabamba,821,Cochabamba,111,Colegio Federico Froebel,3000111,2,,12,12,1,4,0,4,13,84,37
1,Cercado,1,Cochabamba,821,Cochabamba,111,Colegio Federico Froebel,3000121,3,,24,15,2,1,2,4,7,80,37
1,Cercado,1,Cochabamba,821,Cochabamba,111,Colegio Federico Froebel,3000141,5,,10,26,1,4,2,2,15,67,28
1,Cercado,1,Cochabamba,821,Cochabamba,111,Colegio Federico Froebel,3000201,11,,19,18,0,2,3,9,10,76,34
1,Cercado,1,Cochabamba,821,Cochabamba,111,Colegio Federico Froebel,3000211,12,,18,25,6,3,3,4,14,65,31
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021061,1,,10,23,2,3,2,4,4,85,43
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021071,2,,28,18,4,7,3,1,3,81,38
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021081,3,,17,8,1,0,2,7,2,80,42
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021121,7,,12,16,1,5,3,2,3,85,36
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005651,3,,15,21,3,5,4,6,7,71,36
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005661,4,,16,28,3,2,2,6,8,76,26
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005671,5,,14,22,8,8,1,6,13,94,22
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005681,6,,7,19,3,5,4,5,12,112,25
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005701,8,,10,28,4,3,6,5,14,86,23
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005721,10,,8,25,1,7,3,4,10,100,25
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005751,13,,8,21,5,6,2,10,9,82,30
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005921,4,,16,28,5,5,4,7,16,70,21
