CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AORA,MTS,JACHAJAKISASOLFESORC,PDC,A-UPP,P.P.,NGP,LIBRE,SOMOS,JACHA MARKA T.C.A.,PATRIA-ORURO,S.A.M. CHALLAPATA,APB-SUMATE,SUMA,UQ,IOTAYAQUIRAMD,FRI,LEAL,UN,MCSFA
1,Cercado,1,Oruro,2059,Oruro,80,Esc. Franz Tamayo (Los Pinos),4003507,7,11,19,28,0,6,3,47,9,18,,16,,0,,,,2,8,5,4
1,Cercado,1,Oruro,2059,Oruro,80,Esc. Franz Tamayo (Los Pinos),4003517,8,16,18,26,1,5,0,62,0,12,,6,,0,,,,1,9,2,5
1,Cercado,1,Oruro,2059,Oruro,80,Esc. Franz Tamayo (Los Pinos),4003527,9,20,26,29,1,4,0,53,3,15,,8,,0,,,,1,10,1,3
1,Cercado,1,Oruro,2059,Oruro,80,Esc. Franz Tamayo (Los Pinos),4003537,10,10,10,26,1,4,2,47,2,7,,5,,0,,,,1,6,2,1
1,Cercado,1,Oruro,2059,Oruro,81,U. E. Oscar Unzaga De La Vega,4002277,10,3,12,30,1,6,2,61,4,15,,6,,0,,,,3,12,6,11
1,Cercado,1,Oruro,2059,Oruro,81,U. E. Oscar Unzaga De La Vega,4002287,11,12,16,25,0,5,1,54,5,16,,4,,0,,,,5,11,6,7
1,Cercado,1,Oruro,2059,Oruro,81,U. E. Oscar Unzaga De La Vega,4002297,12,2,14,37,2,8,1,54,10,7,,11,,0,,,,2,15,8,10
1,Cercado,1,Oruro,2059,Oruro,81,U. E. Oscar Unzaga De La Vega,4002307,13,6,16,24,2,9,0,51,3,7,,13,,0,,,,0,9,5,6
1,Cercado,1,Oruro,2059,Oruro,81,U. E. Oscar Unzaga De La Vega,4002317,14,7,11,1,0,10,16,61,2,35,,10,,0,,,,1,7,7,12
1,Cercado,1,Oruro,2059,Oruro,81,U. E. Oscar Unzaga De La Vega,4002327,15,3,17,33,1,7,1,58,5,19,,5,,0,,,,4,3,7,8
1,Cercado,1,Oruro,2059,Oruro,81,U. E. Oscar Unzaga De La Vega,4002347,17,10,14,33,2,6,1,49,8,14,,7,,0,,,,2,14,4,10
1,Cercado,1,Oruro,2059,Oruro,82,Inst. De Aprendizaje Industrial   I.A.I.,4006127,1,4,9,39,0,10,1,56,12,8,,18,,0,,,,3,8,7,19
1,Cercado,1,Oruro,2059,Oruro,82,Inst. De Aprendizaje Industrial   I.A.I.,4006137,2,3,10,45,0,11,4,51,6,15,,19,,0,,,,4,7,9,11
1,Cercado,1,Oruro,2059,Oruro,82,Inst. De Aprendizaje Industrial   I.A.I.,4006147,3,10,9,29,1,9,2,75,8,19,,14,,0,,,,2,11,4,16
1,Cercado,1,Oruro,2059,Oruro,82,Inst. De Aprendizaje Industrial   I.A.I.,4006157,4,6,17,42,1,12,0,42,10,15,,21,,0,,,,3,8,3,15
1,Cercado,1,Oruro,2059,Oruro,84,U.E. Huajara,4004537,5,10,9,29,0,7,0,76,2,15,,13,,0,,,,2,9,6,12
1,Cercado,1,Oruro,2059,Oruro,84,U.E. Huajara,4004547,6,4,9,34,1,7,3,72,3,17,,6,,0,,,,3,13,3,8
1,Cercado,1,Oruro,2059,Oruro,84,U.E. Huajara,4004567,8,4,15,26,2,6,1,63,6,19,,10,,0,,,,2,11,4,10
1,Cercado,1,Oruro,2059,Oruro,84,U.E. Huajara,4004577,9,6,11,37,2,9,6,55,6,15,,8,,0,,,,0,17,5,8
1,Cercado,1,Oruro,2059,Oruro,84,U.E. Huajara,4004587,10,7,5,34,3,4,2,53,4,17,,8,,0,,,,1,17,6,10
1,Cercado,1,Oruro,2059,Oruro,84,U.E. Huajara,4004597,11,7,8,33,1,13,3,52,3,13,,14,,0,,,,1,16,2,4
1,Cercado,1,Oruro,2059,Oruro,84,U.E. Huajara,4004607,12,6,2,36,2,5,3,70,6,16,,10,,0,,,,1,13,5,7
1,Cercado,1,Oruro,2059,Oruro,84,U.E. Huajara,4004617,13,6,15,27,0,10,2,72,7,12,,11,,0,,,,1,12,4,13
1,Cercado,1,Oruro,2059,Oruro,84,U.E. Huajara,4004627,14,2,7,33,3,5,1,59,7,21,,2,,0,,,,2,18,4,13
1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,4000537,1,3,6,46,0,12,2,36,16,6,,15,,0,,,,2,14,12,13
1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,4000547,2,9,4,48,0,5,1,47,17,14,,15,,0,,,,0,15,16,5
1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,4000577,5,3,0,7,0,0,0,11,2,1,,3,,0,,,,1,5,4,1
1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,4000647,1,4,8,50,0,15,1,47,16,4,,18,,0,,,,1,11,8,10
1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,4000657,2,4,10,44,1,10,0,45,13,11,,15,,0,,,,1,5,15,5
1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,4000667,3,2,9,37,2,9,1,58,13,14,,15,,0,,,,4,10,3,8
1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,4000677,4,5,2,34,1,7,0,52,16,16,,20,,0,,,,1,9,21,10
1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,4000687,5,3,8,47,1,8,0,48,12,17,,24,,0,,,,0,8,14,4
1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,4000697,6,1,10,39,0,8,1,47,16,14,,18,,0,,,,1,5,10,7
1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,4000707,7,0,4,12,1,0,0,9,6,6,,1,,0,,,,0,1,2,2
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006447,2,4,6,48,2,16,0,43,10,10,,15,,0,,,,3,10,17,5
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006457,3,2,10,39,0,22,1,49,10,10,,17,,0,,,,0,9,9,6
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006467,4,2,4,41,0,15,1,42,6,20,,17,,0,,,,1,5,21,9
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006477,5,2,5,54,1,8,2,41,6,19,,19,,0,,,,0,6,17,5
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006487,6,2,5,51,1,19,1,54,11,9,,20,,0,,,,1,8,10,6
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006497,7,4,6,29,5,9,1,60,5,11,,16,,0,,,,8,4,7,9
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006507,8,2,6,43,0,7,1,45,14,9,,21,,0,,,,1,17,17,6
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006517,9,4,4,42,1,13,0,33,13,15,,18,,0,,,,2,10,15,13
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006527,10,4,11,58,3,12,3,41,7,19,,17,,0,,,,2,14,8,8
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006537,11,4,4,36,1,19,1,58,6,10,,22,,0,,,,0,4,14,7
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006547,12,2,12,52,1,10,0,43,9,15,,15,,0,,,,1,7,23,5
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006567,14,7,2,54,1,17,0,30,7,13,,14,,0,,,,3,10,11,8
1,Cercado,1,Oruro,2059,Oruro,88,Facultad Técnica,4006577,15,1,1,25,1,4,0,4,1,4,,6,,0,,,,1,0,2,2
1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,4006587,1,2,5,44,0,20,0,37,7,22,,23,,0,,,,1,8,16,11
1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,4006597,2,2,5,45,2,17,0,45,12,10,,33,,0,,,,1,5,10,7
1,Cercado,1,Oruro,2059,Oruro,90,U. Esc. Francisco Fajardo,4006607,1,0,6,38,0,7,1,49,22,17,,16,,0,,,,3,6,11,11
1,Cercado,1,Oruro,2059,Oruro,90,U. Esc. Francisco Fajardo,4006617,2,3,13,48,1,5,2,56,8,18,,18,,0,,,,3,8,7,7
1,Cercado,1,Oruro,2059,Oruro,90,U. Esc. Francisco Fajardo,4006627,3,8,4,33,2,9,1,50,4,17,,22,,0,,,,1,7,7,14
1,Cercado,1,Oruro,2059,Oruro,90,U. Esc. Francisco Fajardo,4006637,4,1,7,36,1,8,3,58,6,19,,29,,0,,,,1,6,6,11
1,Cercado,1,Oruro,2059,Oruro,91,U. Esc. Melvin Jones,4006717,1,6,5,58,0,9,0,41,10,22,,19,,0,,,,0,7,7,10
1,Cercado,1,Oruro,2059,Oruro,91,U. Esc. Melvin Jones,4006727,2,1,16,36,1,9,2,49,10,16,,17,,0,,,,1,12,4,14
1,Cercado,1,Oruro,2059,Oruro,91,U. Esc. Melvin Jones,4006737,3,3,8,32,1,7,3,54,11,12,,27,,0,,,,2,8,8,17
1,Cercado,1,Oruro,2059,Oruro,91,U. Esc. Melvin Jones,4006747,4,5,7,45,1,5,5,46,13,18,,11,,0,,,,0,9,7,16
1,Cercado,1,Oruro,2059,Oruro,91,U. Esc. Melvin Jones,4006757,5,3,6,31,0,10,1,53,11,12,,18,,0,,,,2,13,7,4
1,Cercado,1,Oruro,2059,Oruro,91,U. Esc. Melvin Jones,4006767,6,6,7,58,1,10,4,32,10,17,,12,,0,,,,0,7,12,17
1,Cercado,1,Oruro,2059,Oruro,91,U. Esc. Melvin Jones,4006777,7,8,9,38,1,7,1,48,7,15,,20,,0,,,,0,13,2,15
1,Cercado,1,Oruro,2059,Oruro,91,U. Esc. Melvin Jones,4006787,8,3,5,18,0,1,1,19,8,4,,12,,0,,,,0,6,7,6
1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,4002727,2,19,8,18,0,15,1,33,5,4,,11,,0,,,,8,9,2,2
1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,4002737,3,13,11,23,4,6,0,31,8,2,,9,,0,,,,8,8,3,2
1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,4002747,4,6,2,4,2,2,0,10,3,1,,5,,0,,,,4,8,1,0
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002807,6,6,15,36,1,4,2,60,8,13,,16,,0,,,,1,13,6,13
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002817,7,5,6,42,0,16,2,60,8,4,,14,,0,,,,1,9,11,9
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002827,8,6,9,31,1,12,2,48,5,13,,16,,0,,,,2,8,4,18
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002837,9,7,13,36,0,8,0,57,6,19,,12,,0,,,,0,12,7,14
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002847,10,9,15,38,3,4,4,57,8,9,,10,,0,,,,3,10,9,11
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002857,11,8,10,38,1,4,3,42,6,15,,22,,0,,,,2,4,11,6
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002867,12,4,12,43,3,2,1,53,11,21,,12,,0,,,,0,7,13,9
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002887,14,7,21,27,3,6,0,46,10,10,,15,,0,,,,1,11,8,15
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002897,15,4,13,34,3,6,0,57,4,8,,25,,0,,,,2,13,9,9
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002907,16,4,11,44,0,5,1,54,9,16,,18,,0,,,,0,11,10,9
1,Cercado,1,Oruro,2059,Oruro,94,U. E. John F. Kennedy,4002917,17,2,3,10,1,2,1,16,3,3,,2,,0,,,,0,3,5,2
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002927,1,3,8,31,2,9,0,43,9,13,,19,,0,,,,2,8,8,11
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002937,2,2,5,40,1,14,2,43,8,21,,17,,0,,,,1,7,3,9
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002947,3,4,12,33,1,6,1,56,5,13,,16,,0,,,,0,13,5,10
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002957,4,4,9,35,1,13,1,36,8,17,,13,,0,,,,0,11,13,9
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002967,5,3,3,42,2,10,3,47,11,16,,14,,0,,,,0,8,10,11
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002977,6,4,9,34,2,12,2,58,6,24,,16,,0,,,,0,8,10,13
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000717,1,4,8,39,2,9,0,47,14,28,,17,,0,,,,0,15,7,6
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000727,2,4,10,48,4,9,0,44,8,13,,23,,0,,,,0,10,9,8
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000737,3,10,6,45,0,10,0,53,7,6,,25,,0,,,,1,11,7,14
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000747,4,4,15,40,0,11,2,45,18,17,,11,,0,,,,1,4,7,12
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000757,5,6,19,36,1,14,1,53,12,9,,12,,0,,,,1,8,13,14
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000767,6,4,9,32,4,12,0,47,10,17,,16,,0,,,,2,12,11,11
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000787,8,5,10,36,0,13,0,45,10,21,,11,,0,,,,0,10,16,13
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000797,9,5,14,41,1,11,1,49,10,21,,16,,0,,,,0,7,5,11
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000807,10,5,8,49,2,11,1,47,10,10,,22,,0,,,,0,10,10,10
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000817,11,3,8,55,1,5,0,49,6,21,,16,,0,,,,1,7,12,11
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000827,12,5,7,23,0,5,1,23,8,7,,9,,0,,,,0,6,2,6
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003337,1,4,11,54,1,4,0,58,6,13,,12,,0,,,,4,5,6,3
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003347,2,6,11,62,1,8,2,55,2,16,,10,,0,,,,1,9,4,4
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003357,3,4,8,45,3,12,2,51,8,13,,14,,0,,,,1,12,4,8
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003367,4,1,12,49,1,7,2,46,4,25,,19,,0,,,,2,7,9,2
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003377,5,9,9,2,0,19,13,35,3,53,,11,,0,,,,2,6,9,11
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005537,5,2,4,42,1,9,1,56,11,13,,12,,0,,,,1,8,9,11
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005547,6,4,7,50,3,9,1,48,14,14,,18,,0,,,,0,7,6,15
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005557,7,1,5,52,0,6,1,42,7,16,,31,,0,,,,2,18,12,7
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005567,8,0,5,37,2,6,1,40,7,17,,15,,0,,,,0,12,13,13
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005577,1,3,3,46,2,14,0,48,13,14,,11,,0,,,,0,10,17,8
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005587,2,1,6,49,1,11,0,38,9,10,,22,,0,,,,0,5,11,12
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005597,3,3,11,39,2,19,2,50,5,14,,19,,0,,,,2,15,11,17
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005607,4,6,7,47,1,13,0,51,7,15,,11,,0,,,,4,11,5,8
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005617,5,2,6,41,1,14,0,47,9,19,,16,,0,,,,1,7,14,14
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005627,6,4,11,40,4,9,0,41,10,6,,15,,0,,,,1,12,18,15
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005637,7,2,6,39,2,3,1,56,7,23,,25,,0,,,,1,1,10,12
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005647,8,4,6,46,1,7,1,48,7,17,,27,,0,,,,0,11,6,7
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005657,9,1,5,42,1,14,0,42,10,22,,17,,0,,,,0,18,14,10
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005667,10,2,13,39,1,6,0,54,9,15,,17,,0,,,,0,10,18,11
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005677,11,3,4,48,1,7,0,42,14,14,,12,,0,,,,1,13,19,12
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005687,12,2,5,48,4,9,0,44,8,18,,21,,0,,,,1,13,23,4
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005697,13,3,2,38,1,12,1,49,11,22,,20,,0,,,,0,8,21,8
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005707,14,0,0,28,0,5,0,18,3,9,,8,,0,,,,1,5,1,7
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003607,1,8,6,44,3,11,0,51,6,8,,11,,0,,,,2,17,11,6
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003617,2,5,15,28,1,10,1,53,9,18,,7,,0,,,,1,15,9,12
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003627,3,7,6,51,1,4,1,58,5,15,,12,,0,,,,7,14,2,7
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003637,4,8,8,38,2,9,0,59,8,15,,11,,0,,,,4,16,6,8
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003647,5,4,11,38,1,15,0,54,8,9,,9,,0,,,,2,7,11,11
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003657,6,3,8,37,2,9,3,54,7,14,,13,,0,,,,0,11,9,13
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003667,7,4,6,34,0,11,1,64,4,16,,17,,0,,,,7,19,4,5
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003677,8,5,15,44,1,11,1,54,7,7,,16,,0,,,,1,15,9,12
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003687,9,1,11,37,2,8,1,64,15,14,,18,,0,,,,0,8,2,6
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003697,10,6,4,46,1,11,3,53,5,15,,11,,0,,,,3,12,11,5
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003707,11,3,7,26,0,5,1,39,4,7,,9,,0,,,,0,5,3,9
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000837,1,3,9,44,1,8,0,37,9,19,,20,,0,,,,1,9,18,11
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000847,2,3,6,43,2,13,2,46,4,12,,22,,0,,,,0,5,31,10
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000857,3,2,5,33,1,18,1,53,7,10,,18,,0,,,,2,10,18,5
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000867,4,5,8,42,0,5,3,35,16,16,,25,,0,,,,1,4,11,8
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000877,5,1,1,15,0,6,0,13,1,3,,5,,0,,,,0,4,8,8
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007357,1,2,16,38,1,9,1,53,10,21,,18,,0,,,,1,7,4,13
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007367,2,2,14,32,4,12,0,64,7,19,,14,,0,,,,0,7,7,9
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007377,3,0,6,3,2,1,1,14,6,10,,4,,0,,,,0,0,2,5
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000017,1,4,6,42,2,10,0,40,11,14,,20,,0,,,,0,4,15,18
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000037,3,6,8,46,1,8,0,49,13,11,,9,,0,,,,3,14,12,10
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000047,4,0,2,43,2,7,0,53,19,12,,11,,0,,,,3,10,15,14
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000057,5,4,6,43,1,10,1,43,7,15,,12,,0,,,,1,13,12,18
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000067,6,4,11,36,0,3,0,51,10,20,,8,,0,,,,0,14,6,12
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000077,7,3,10,38,1,11,1,52,12,18,,15,,0,,,,1,9,11,9
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000087,8,2,4,35,2,6,1,44,14,17,,19,,0,,,,4,7,16,12
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000097,9,3,7,39,1,5,0,55,13,11,,18,,0,,,,2,8,10,12
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000107,10,3,5,36,1,6,1,48,14,13,,8,,0,,,,0,8,8,8
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000417,1,0,8,49,0,11,0,46,11,22,,13,,0,,,,0,5,27,13
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000427,2,4,8,43,1,13,1,41,10,16,,18,,0,,,,0,9,12,5
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000437,3,2,5,38,0,10,0,39,10,14,,17,,0,,,,3,5,35,10
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000447,4,2,5,44,0,13,0,50,11,15,,17,,0,,,,2,16,20,6
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000457,5,2,3,47,2,10,0,52,21,11,,14,,0,,,,0,2,22,10
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000467,6,2,4,40,0,9,1,42,15,18,,23,,0,,,,0,10,12,13
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000477,7,1,3,46,1,7,0,47,11,19,,16,,0,,,,1,7,23,10
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000487,8,3,0,13,0,1,0,12,2,7,,7,,0,,,,0,0,2,2
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001427,1,1,4,45,2,8,0,33,12,12,,16,,0,,,,0,11,11,6
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001437,2,2,10,46,1,15,1,39,4,19,,22,,0,,,,1,9,19,3
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001447,3,3,9,42,1,9,3,39,6,25,,8,,0,,,,1,10,4,5
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001457,4,2,11,41,2,6,0,43,13,12,,13,,0,,,,0,12,18,16
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001467,5,9,9,37,1,5,1,35,15,21,,21,,0,,,,5,6,10,12
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001617,1,3,7,35,1,7,0,44,8,22,,16,,0,,,,2,14,13,18
