CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,A.S.,A-UPP,PATRIA-UNIDOS,NGP,APP,CAOP,PDC,LIBRE,DEMOCRATAS,APB-SUMATE,UN,MNR
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001471,3,4,46,2,26,2,23,1,3,26,,4,6,3
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001481,4,8,50,5,35,1,14,3,4,9,,1,3,4
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001491,5,2,53,5,32,3,25,4,1,16,,4,4,2
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001501,6,4,64,2,34,4,14,0,3,11,,1,3,2
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001511,7,1,54,8,30,3,26,3,2,6,,4,5,5
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001521,8,4,48,3,43,2,21,1,5,11,,0,4,5
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001531,9,5,50,4,26,11,18,5,2,11,,3,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001541,10,4,57,8,29,2,12,3,2,10,,3,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001551,11,1,47,7,44,2,11,5,4,18,,1,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001561,12,5,45,7,31,4,14,6,0,17,,2,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001571,13,5,48,2,35,2,13,3,4,16,,3,2,6
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001581,14,7,51,0,36,0,11,4,5,25,,3,1,5
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002311,1,6,33,3,30,0,23,4,4,22,,2,4,2
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002321,2,4,42,8,23,1,17,3,4,13,,2,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002331,3,1,43,6,36,4,21,1,3,14,,3,8,2
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002341,4,1,41,5,26,1,20,7,0,12,,3,3,2
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002351,5,0,46,11,29,5,23,1,1,15,,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002361,6,1,44,8,20,2,33,2,0,11,,2,8,5
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002371,7,3,56,1,13,2,31,6,1,16,,3,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002381,8,1,13,0,4,1,4,0,2,6,,0,4,2
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002391,1,4,32,6,28,1,26,4,3,27,,7,7,6
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002401,2,8,41,4,31,5,28,2,6,23,,5,3,6
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002411,3,7,46,4,29,1,25,2,8,25,,6,8,4
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002421,4,3,59,4,11,2,33,0,5,30,,5,7,11
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002431,5,2,40,8,30,0,27,3,8,26,,6,6,9
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002441,6,5,17,2,17,0,22,1,1,19,,2,5,3
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001371,1,2,42,8,21,3,18,5,5,6,,1,1,4
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001381,2,5,46,4,37,6,11,4,9,11,,3,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001391,3,2,60,7,29,4,22,3,4,9,,1,3,2
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001401,4,1,44,6,26,10,17,3,13,10,,4,3,2
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001411,5,3,47,7,22,2,23,6,4,8,,0,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001421,6,4,34,3,27,3,27,6,9,15,,1,3,6
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001431,7,1,44,3,22,4,18,5,5,11,,1,2,7
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001441,8,4,44,5,16,1,15,5,6,9,,5,3,6
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002491,1,4,48,1,21,4,23,4,4,17,,1,5,7
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002501,2,8,44,5,29,3,24,3,4,26,,3,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002511,3,3,52,7,29,3,19,1,4,18,,3,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002521,4,3,41,7,39,0,26,2,3,19,,6,0,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002531,5,4,52,4,36,1,23,4,4,11,,3,5,0
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002541,6,5,55,4,28,1,25,3,3,13,,5,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002551,7,4,53,5,26,3,27,2,5,24,,5,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002561,8,4,55,4,27,3,26,2,5,23,,2,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002571,9,4,38,6,17,3,26,3,3,23,,2,3,4
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002581,10,0,54,8,23,4,29,1,6,15,,2,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002591,11,3,46,10,28,2,32,3,2,21,,8,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002601,12,4,53,9,27,2,20,2,5,23,,1,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002611,13,2,43,4,36,1,26,3,1,13,,4,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002621,14,3,52,5,28,2,30,3,2,21,,2,2,6
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002631,15,3,46,5,31,3,21,5,3,16,,2,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002641,16,4,47,8,37,2,21,3,3,25,,1,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002651,17,2,40,2,34,1,15,1,6,23,,6,3,4
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002661,18,0,9,4,7,1,4,2,0,11,,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001911,1,3,57,4,24,6,25,3,3,8,,0,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001921,2,10,49,9,17,3,31,2,6,8,,3,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001931,3,1,57,6,14,3,18,4,1,27,,2,6,6
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001941,4,2,49,7,24,1,19,4,1,16,,4,6,3
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001951,5,0,70,2,25,4,16,2,5,15,,8,4,4
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001961,6,5,53,11,40,1,13,3,5,16,,2,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001971,7,6,55,6,25,2,21,6,5,16,,4,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001981,8,0,56,3,25,3,17,1,4,19,,2,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001991,9,2,60,2,15,1,21,2,5,10,,0,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002001,10,2,59,6,31,0,31,4,0,10,,2,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002011,11,3,60,4,27,1,24,2,4,5,,3,6,3
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002021,12,4,70,1,31,2,20,0,6,18,,1,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002031,13,0,55,7,26,2,24,2,6,10,,3,2,7
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002041,14,5,53,6,28,0,24,1,3,23,,3,0,4
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002051,15,2,34,3,16,1,12,2,4,10,,2,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001591,1,4,56,6,28,6,21,1,5,11,,4,5,6
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001601,2,2,54,4,27,1,13,3,1,11,,3,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001611,3,4,58,4,32,4,13,5,1,15,,1,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001621,4,0,60,4,31,2,6,5,2,10,,0,1,5
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001631,5,4,55,3,25,2,11,2,7,13,,4,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001641,6,2,67,2,21,3,17,3,3,7,,1,4,2
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001651,7,3,45,9,33,1,17,4,5,12,,3,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001661,8,1,57,2,14,4,14,4,1,9,,3,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001671,9,9,50,3,18,1,15,1,6,12,,3,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001681,10,1,45,3,27,3,16,9,3,11,,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,27,Coleg. Don Bosco,5002801,1,1,27,6,24,2,36,3,4,32,,3,3,11
1,Tomás Frías,1,Potosí,1494,Potosí,27,Coleg. Don Bosco,5002811,2,3,39,14,27,0,32,4,4,31,,5,4,6
1,Tomás Frías,1,Potosí,1494,Potosí,27,Coleg. Don Bosco,5002821,3,4,29,8,27,0,39,3,4,32,,6,6,9
1,Tomás Frías,1,Potosí,1494,Potosí,27,Coleg. Don Bosco,5002831,4,5,36,4,31,1,27,3,5,29,,4,5,11
1,Tomás Frías,1,Potosí,1494,Potosí,27,Coleg. Don Bosco,5002841,5,2,12,5,18,1,19,3,1,19,,2,5,4
1,Tomás Frías,1,Potosí,1494,Potosí,28,Esc. Gregorio Barriga,5002851,1,1,23,17,37,2,32,1,5,24,,7,6,4
1,Tomás Frías,1,Potosí,1494,Potosí,28,Esc. Gregorio Barriga,5002861,2,0,2,2,2,0,5,0,1,4,,1,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005281,1,2,39,7,31,2,25,5,3,22,,1,9,7
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005291,2,2,45,11,36,2,14,4,4,29,,2,3,6
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005301,3,4,39,10,33,4,19,2,3,22,,3,2,8
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005311,4,7,46,11,32,4,25,3,2,18,,4,4,9
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005321,5,5,40,11,36,1,25,0,1,22,,4,4,4
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005331,6,3,45,14,26,2,26,5,2,28,,1,5,4
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005341,7,3,52,10,22,7,24,7,3,20,,4,5,5
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005351,8,5,38,7,32,2,33,3,1,28,,5,2,8
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005361,9,4,44,11,33,0,28,0,0,33,,4,3,2
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005371,10,2,46,11,22,3,28,5,4,30,,9,3,7
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005381,11,3,38,5,29,4,37,1,3,29,,6,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005391,12,5,56,9,26,5,43,2,6,26,,2,4,6
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005401,13,5,37,9,19,3,43,2,4,29,,4,5,10
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005411,14,4,49,4,24,3,28,3,3,24,,7,4,8
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005421,15,2,59,8,26,5,26,8,5,16,,6,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005431,16,1,34,9,24,5,38,2,5,35,,5,2,6
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005441,17,5,51,9,33,0,30,1,2,28,,4,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005451,18,4,36,13,23,4,23,10,2,28,,1,7,5
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005461,19,3,34,9,24,3,38,2,2,27,,5,5,8
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005471,20,2,41,18,31,4,27,4,5,25,,3,6,8
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005481,21,3,25,14,28,4,27,3,6,33,,3,5,6
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001101,1,4,30,4,39,1,28,2,1,33,,6,5,1
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001111,2,4,40,11,25,3,24,3,5,26,,8,6,4
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001121,3,8,27,16,28,2,28,4,4,38,,4,4,6
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001131,4,8,27,10,29,0,30,4,1,25,,8,3,10
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001141,5,5,34,20,34,2,32,1,1,21,,3,1,6
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001151,6,1,6,2,3,0,9,0,0,4,,3,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003921,1,3,61,4,20,1,17,5,6,14,,3,4,5
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003931,2,6,37,6,21,2,20,3,16,13,,3,7,6
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003941,3,4,59,1,26,2,27,4,8,8,,2,4,1
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003951,4,5,54,4,17,1,21,2,8,20,,3,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003961,5,3,41,7,24,1,21,4,12,22,,3,6,4
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003971,6,3,49,5,16,4,21,2,4,16,,4,2,6
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003981,7,4,44,4,35,1,13,3,5,22,,4,2,7
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003151,1,2,32,12,32,1,21,0,5,41,,2,1,8
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003161,2,3,40,10,37,3,26,5,5,31,,0,7,5
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003171,3,3,29,6,33,1,30,3,10,30,,4,3,20
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003181,4,0,24,15,47,0,22,2,7,39,,1,3,9
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003191,5,2,29,9,33,1,31,0,4,39,,10,3,5
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003201,6,1,6,1,8,0,2,1,0,5,,0,0,3
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004041,1,3,52,7,21,3,27,4,7,16,,5,5,9
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004051,2,3,36,10,40,3,25,2,6,22,,0,5,6
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004061,3,2,47,8,21,1,31,6,5,20,,5,4,8
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004071,4,6,71,6,24,4,15,2,6,14,,2,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004081,5,5,46,11,29,6,17,8,2,23,,4,3,3
