CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,IH,JALLALLA LP,NGP,PATRIA-SOL,A-UPP,VENCEREMOS,VIDA,PDC,FRI,M.P.S.,UPC,ASP,APB-SUMATE,SPBC,MTS,LUS-1S,LIBRE,ASLP,ML,UN,MNR,SCTR-LP,MACOJMA,CAOSAM,PODER-O,SICUS,PATRIA-LA-PAZ,ASI,MCCA-NP,PUMA,T.S.,MK-PC,CAOTM
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,802,U.E. Gral. José de San Martin,2018757,14,44,14,3,,2,27,1,1,1,7,0,11,19,24,1,,4,27,,,,,,,,,9,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,802,U.E. Gral. José de San Martin,2018907,29,23,19,2,,1,38,1,0,2,9,1,16,24,21,1,,9,32,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,807,U.E. San Antonio Fe y Alegría,2019077,12,43,19,1,,1,24,2,0,1,10,0,10,20,26,1,,6,22,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1002,U.E. Pedro Poveda A,2020767,1,49,19,2,,0,11,0,1,0,13,0,17,27,32,1,,8,15,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1002,U.E. Pedro Poveda A,2020787,3,40,13,0,,2,22,0,0,0,11,0,9,30,22,1,,2,26,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1002,U.E. Pedro Poveda A,2020807,5,58,24,0,,0,16,0,0,1,6,1,12,25,29,1,,3,25,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1002,U.E. Pedro Poveda A,2020817,6,47,23,0,,3,17,1,2,1,3,0,11,26,24,1,,10,19,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1002,U.E. Pedro Poveda A,2020867,11,42,15,1,,3,28,1,0,2,5,2,12,31,27,1,,3,34,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1103,U.E. Victor Paz Estensoro,2021767,7,40,13,0,,2,33,1,1,2,2,3,16,18,22,0,,6,45,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1202,U.E. Achumani,2021367,18,48,4,2,,0,40,3,1,1,1,0,25,10,20,2,,5,40,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1204,U.E. René Barrientos Ortuño,2022057,4,38,6,0,,2,49,1,0,0,1,1,17,8,15,1,,11,31,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1204,U.E. René Barrientos Ortuño,2022077,6,25,5,0,,0,58,0,0,2,2,0,21,8,12,2,,5,37,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1204,U.E. René Barrientos Ortuño,2022087,7,20,7,2,,0,43,4,2,0,2,1,21,11,17,1,,4,46,,,,,,,,,9,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1204,U.E. René Barrientos Ortuño,2022157,14,32,6,0,,0,55,2,0,0,1,0,23,4,16,1,,5,37,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1204,U.E. René Barrientos Ortuño,2022167,15,25,3,0,,2,45,2,0,0,4,2,24,7,13,0,,3,40,,,,,,,,,11,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1204,U.E. René Barrientos Ortuño,2022177,16,26,3,0,,0,54,0,1,2,8,1,20,11,7,1,,5,33,,,,,,,,,9,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1204,U.E. René Barrientos Ortuño,2022187,17,23,6,0,,1,47,0,1,1,4,2,20,6,9,1,,6,57,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1303,U. E. Los Pinos,2023377,12,17,2,0,,0,42,0,0,1,0,0,21,7,7,2,,6,27,,,,,,,,,11,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1501,Iglesia del Nazareno Boliviano,2025287,1,36,3,0,,3,52,4,0,0,3,1,17,6,17,0,,3,41,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,2025377,6,63,10,2,,8,15,0,3,1,9,2,10,16,31,2,,2,23,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026167,6,40,12,0,,1,35,2,0,0,5,0,10,11,27,1,,7,30,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004187,6,49,17,0,,8,26,3,3,2,11,1,9,26,17,2,,2,34,,,,,,,,,0,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2001,U.E. Ignacio Calderón Fe y Alegría I,2007257,15,53,6,1,,0,25,2,1,0,6,4,15,30,22,0,,7,25,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2110,Complejo Deportivo San Luis,2003707,3,24,12,1,,0,34,2,0,0,10,3,21,25,24,2,,7,31,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2405,U.E.  Daniel Sanchez Bustamante II,2006627,17,51,26,1,,1,25,1,1,1,8,0,4,26,33,2,,5,16,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008607,3,60,11,2,,2,12,1,1,1,11,0,3,30,35,0,,3,24,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2803,U. E. Franz Tamayo Nro. 3,2009737,16,42,12,0,,1,12,0,1,2,2,0,6,24,52,3,,4,24,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2907,U. E. Eloy Álvarez Plata,2012167,3,43,18,0,,1,33,1,0,0,5,1,8,24,27,1,,2,28,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2907,U. E. Eloy Álvarez Plata,2012177,4,53,16,2,,0,24,0,0,1,1,5,12,32,19,0,,9,26,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3002,U. E. Bolivia I,2011697,7,56,20,1,,3,6,0,3,3,10,2,9,25,39,1,,1,8,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3007,U.E. Valle Hermoso,2017467,10,55,22,2,,1,10,0,0,4,12,0,3,25,32,0,,8,13,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,U. E. República de China,2013767,5,45,16,0,,0,28,1,0,0,8,0,12,30,23,2,,1,29,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,U. E. República de China,2013837,12,41,14,0,,0,37,2,0,1,3,4,8,28,22,0,,2,32,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,U. E. República de China,2013867,15,48,6,1,,9,24,2,0,1,5,0,9,21,20,5,,2,17,,,,,,,,,0,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,2025407,1,55,13,3,,0,22,3,0,2,3,1,16,15,34,1,,5,26,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,2025437,4,55,5,3,,1,27,1,0,0,8,0,16,16,34,0,,3,22,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,2025517,2,36,4,0,,0,38,4,0,1,2,0,10,14,36,1,,4,31,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25034,U. E. Antonio Diaz Villamil A,2014497,6,42,11,0,,0,36,1,0,1,8,3,18,19,23,3,,5,29,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25038,U.E. Saint Peter's,2007597,6,26,5,1,,0,55,1,0,0,4,0,21,23,16,1,,1,35,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25044,U. E. Luis Alberto Pabon B,2014607,4,54,8,1,,0,37,2,1,2,6,0,11,25,24,1,,7,20,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25054,U.E. El Pedregal,2025197,10,58,13,1,,1,23,1,4,1,9,2,11,13,30,1,,1,20,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25480,U.E. Dora Schmidt A,2002577,5,34,9,1,,0,38,1,1,2,6,4,11,15,30,0,,5,33,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25480,U.E. Dora Schmidt A,2002587,6,33,8,0,,1,48,0,0,3,4,0,15,13,21,1,,10,30,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25480,U.E. Dora Schmidt A,2002597,7,34,8,0,,3,35,0,0,0,6,3,12,17,18,1,,12,34,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25594,Sede Social Litoral,2021177,3,60,17,3,,1,14,1,1,0,8,4,9,24,38,2,,6,11,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25594,Sede Social Litoral,2021187,4,34,22,0,,1,13,0,0,1,6,0,5,16,20,0,,4,15,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,30038,U.E. LYNNS,2024627,4,65,19,1,,2,16,2,0,1,3,2,10,28,31,1,,0,31,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32211,Centro de Alto Rendimiento Educativo CARE,2019147,1,9,5,0,,0,3,0,0,0,3,0,2,3,4,0,,0,5,,,,,,,,,0,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32374,U.E. Nueva Jerusalem,2015417,1,5,3,0,,0,1,0,1,0,0,0,2,2,5,0,,0,2,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32377,U.E. República Federal de Alemania,2000727,2,53,11,1,,0,25,4,3,0,11,2,10,23,24,0,,5,26,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32377,U.E. República Federal de Alemania,2000737,3,44,7,0,,3,33,3,0,1,19,2,9,19,31,1,,4,25,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32378,Instituto Tecnológico Marcelo Quiroga Santa Cruz,2005817,1,13,5,1,,0,4,2,1,0,1,1,5,0,7,0,,2,2,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32382,Facultad de Ingeniería de Cursos Básicos y Pre Facultativos,2001257,2,34,6,1,,0,29,2,0,3,5,4,18,11,21,0,,4,32,,,,,,,,,5,,,,,,
1,Murillo,5,El Alto,820,El Alto,201,U.E. Huayna Potosí,2047197,2,13,9,10,4,4,4,0,23,2,7,22,7,6,0,0,,7,,,8,7,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,201,U.E. Huayna Potosí,2047207,3,17,8,5,7,3,3,3,37,11,3,29,3,6,0,0,,8,,,2,10,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,201,U.E. Huayna Potosí,2047227,5,12,3,14,6,5,5,3,32,3,4,26,7,7,0,0,,6,,,8,11,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,201,U.E. Huayna Potosí,2047347,17,15,6,17,3,6,2,5,24,7,7,14,5,9,0,0,,6,,,4,7,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,201,U.E. Huayna Potosí,2047367,19,17,4,10,5,4,2,9,39,0,3,24,2,9,0,0,,5,,,5,7,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,501,U.E. Elizardo Perez,2052387,17,25,4,14,5,3,3,4,28,5,9,34,11,8,0,0,,11,,,7,2,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,502,U.E. Mcal. José Ballivián  D,2051747,2,15,4,11,8,10,2,9,26,4,7,28,1,6,0,0,,10,,,10,8,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,601,U.E. Santa Maria de Los Ángeles,2050167,14,10,4,16,12,3,3,5,18,5,5,32,3,5,0,0,,5,,,6,13,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,603,U.E. Juvenal Mariaca B,2049767,8,10,13,21,7,5,2,7,13,9,3,18,11,11,0,0,,13,,,14,3,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056137,1,8,1,15,3,9,2,4,30,5,5,37,7,3,0,0,,6,,,1,5,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056147,2,14,2,10,4,9,5,3,21,5,4,20,5,7,0,0,,4,,,3,5,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056157,3,15,2,11,1,7,1,5,24,3,8,30,6,4,0,0,,6,,,8,15,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056197,7,6,2,11,4,8,1,6,31,1,7,38,11,10,0,0,,5,,,6,8,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056287,16,12,2,10,9,12,1,13,27,3,1,23,5,6,0,0,,7,,,3,5,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056427,30,9,4,14,9,15,5,4,23,2,7,32,2,9,0,0,,15,,,5,7,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1206,U.E. Atipiris,2055787,19,8,3,9,6,6,1,3,20,4,2,28,3,6,0,0,,0,,,2,10,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1306,U.E. Topater,2058747,9,17,3,21,8,11,2,6,19,1,3,24,5,13,0,0,,9,,,8,3,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1307,U.E. Católico Mercedes B,2058477,1,6,3,20,8,9,7,10,35,3,5,23,3,13,0,0,,9,,,7,5,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1403,U.E. Puerto del Rosario,2034317,13,14,6,10,5,7,0,6,28,2,6,21,5,6,0,0,,9,,,5,6,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1702,U.E. Carlos Palenque Aviles Dolores F,2040657,9,15,1,13,8,6,10,1,36,3,2,39,7,9,0,0,,5,,,5,6,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1704,U.E. Republica de Cuba Pacajes,2040767,2,10,7,19,7,4,8,5,25,3,5,24,9,11,0,0,,10,,,8,9,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1803,U.E. Primavera B,2040827,2,9,4,18,6,3,0,2,26,5,7,41,4,9,0,0,,4,,,6,6,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039167,3,14,8,30,7,2,4,7,21,4,3,21,3,9,0,0,,7,,,8,9,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059657,9,7,4,15,6,8,2,4,24,5,4,62,8,6,0,0,,7,,,6,7,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059697,13,11,8,17,12,7,2,5,27,5,4,28,2,7,0,0,,5,,,15,9,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2002,U.E. Martin Cardenas Hermosa C,2039617,20,10,5,14,8,3,5,20,22,3,4,21,4,15,0,0,,15,,,8,3,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2002,U.E. Martin Cardenas Hermosa C,2039637,22,11,7,16,4,7,6,18,9,4,2,28,6,8,0,0,,12,,,9,9,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2103,U. E. Fernando Nogales Castro Fe y Alegría,2041997,3,11,7,14,13,3,5,8,13,1,2,31,5,8,0,0,,18,,,14,7,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2105,U. E. República Popular de China,2044017,15,14,4,8,6,3,7,5,20,5,4,48,15,4,0,0,,4,,,3,11,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2105,U. E. República Popular de China,2044177,31,9,2,19,5,2,1,5,30,6,8,38,8,8,0,0,,9,,,2,3,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2105,U. E. República Popular de China,2044187,32,6,6,6,12,2,4,5,31,3,7,36,7,6,0,0,,11,,,5,12,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2202,U. E. Juan Carlos Flores Bedregal,2043547,22,23,8,10,11,4,1,7,33,6,8,37,5,4,0,0,,4,,,1,4,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2204,U. E. 16 de Febrero A,2041727,23,11,3,14,9,5,2,4,29,3,0,27,7,10,0,0,,12,,,9,4,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2302,U. E. Walter Alpire Duran A,2042717,12,12,4,17,5,5,2,4,25,7,1,21,8,10,0,0,,14,,,7,7,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2401,U. E. Bautista Saavedra,2060017,5,4,0,11,13,7,2,2,23,4,7,43,9,6,0,0,,5,,,4,18,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2401,U. E. Bautista Saavedra,2060037,7,3,3,7,14,11,3,3,26,5,1,31,3,2,0,0,,0,,,3,24,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2401,U. E. Bautista Saavedra,2060207,24,11,1,9,16,3,3,1,33,1,0,33,10,5,0,0,,2,,,4,27,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2404,U. E. Villa Cooperativa A,2061467,10,6,1,17,18,4,3,3,31,3,9,34,10,4,0,0,,11,,,3,12,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,2405,U. E. El Progreso A,2053327,18,8,3,11,15,10,2,7,28,4,7,32,6,5,0,0,,12,,,3,6,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043767,7,16,3,10,10,6,5,4,28,3,3,30,7,7,0,0,,13,,,5,5,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043867,17,3,2,4,3,3,0,1,6,0,2,11,3,2,0,0,,2,,,3,1,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,2044967,17,11,1,10,13,6,2,5,21,4,2,33,7,10,0,0,,14,,,10,8,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,2044977,18,14,2,13,6,5,3,5,31,4,5,24,4,16,0,0,,10,,,6,5,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,32154,U.E. San Luis de Gonzaga A,2039407,1,7,1,6,2,0,1,1,24,4,3,30,5,9,0,0,,7,,,4,4,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,32156,U.E. Adventista Salomón,2031637,1,10,3,16,5,5,4,5,22,4,5,22,3,11,0,0,,8,,,6,5,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,32305,U.E. 6 de Junio,2030847,1,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,,0,3,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,32313,U.E. San Pedro de Charapaqui,2039417,1,3,1,4,3,2,0,3,2,1,1,2,1,2,0,0,,0,,,1,2,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,32392,U.E. Noel Kempf Mercado,2040247,1,1,4,3,2,1,2,1,0,1,0,3,3,2,0,0,,1,,,1,2,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,32468,U.E. El Paraiso B,2038187,1,1,0,0,1,0,0,2,1,0,0,5,0,0,0,0,,1,,,0,0,,,,,,,,,,,,
1,Murillo,5,El Alto,820,El Alto,32469,U.E. Villa Sajama B,2041497,1,5,2,2,6,1,1,4,10,2,1,7,3,1,0,0,,3,,,1,4,,,,,,,,,,,,
