CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PDC,VENCEREMOS,JALLALLA LP,IH,PATRIA-SOL,SPBC,ASLP,A-UPP,UPC,LIBRE,NGP,MTS,FRI,M.P.S.,ASP,VIDA,APB-SUMATE
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2405,U.E.  Daniel Sanchez Bustamante II,2006491,4,5,24,3,24,27,2,19,3,3,20,5,11,4,2,4,3,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2405,U.E.  Daniel Sanchez Bustamante II,2006641,19,5,13,7,25,12,5,10,5,6,13,8,10,6,7,3,4,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006851,6,7,15,4,41,29,8,10,2,1,14,5,12,5,5,4,2,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006911,12,7,20,3,25,28,7,21,5,5,13,3,4,5,5,4,3,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006931,14,5,19,3,33,34,8,11,0,2,12,6,7,7,6,0,3,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010391,11,8,11,2,25,36,2,20,5,4,20,5,6,9,7,3,2,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008601,3,4,14,4,21,24,9,23,6,5,13,6,9,5,4,1,2,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2701,U. E. Copacabana Fe y Alegría,2009971,4,5,12,3,34,24,4,11,4,2,3,7,15,6,4,3,6,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2701,U. E. Copacabana Fe y Alegría,2009981,5,1,12,4,26,24,3,7,7,4,7,6,5,4,13,1,8,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2702,U. E. Abraham Reyes Fe y Alegría,2010251,9,6,14,4,23,24,9,18,2,4,5,9,5,4,5,4,4,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2702,U. E. Abraham Reyes Fe y Alegría,2010261,10,8,8,6,26,22,11,20,3,5,14,4,8,5,5,0,8,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2803,U. E. Franz Tamayo Nro. 3,2009731,16,7,20,4,22,33,9,8,1,3,20,1,9,5,5,1,4,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2803,U. E. Franz Tamayo Nro. 3,2009741,17,8,13,4,24,30,9,26,3,3,19,5,4,5,8,1,0,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2803,U. E. Franz Tamayo Nro. 3,2009751,18,8,13,1,27,34,14,18,6,4,26,8,4,4,5,3,2,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2902,U. E. República de Francia B,2012871,3,6,11,6,21,47,3,22,4,3,9,5,5,5,2,3,1,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2902,U. E. República de Francia B,2012891,5,8,20,5,25,47,2,17,5,0,15,8,5,7,4,2,1,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2905,U. E.  Fabril 18 de Mayo,2011941,3,5,20,4,20,41,8,16,2,3,14,2,7,6,4,1,1,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2905,U. E.  Fabril 18 de Mayo,2011971,6,7,23,6,13,49,5,21,1,1,22,3,4,6,2,3,5,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2907,U. E. Eloy Álvarez Plata,2012171,4,12,13,9,19,49,4,16,3,6,14,3,6,7,3,3,3,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3001,U. E. Gil Tapia Rada,2011531,14,5,7,6,26,35,11,15,7,2,17,13,4,6,5,1,4,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3002,U. E. Bolivia I,2011691,7,9,5,3,24,18,8,8,8,4,7,6,8,4,5,3,9,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3007,U.E. Valle Hermoso,2017461,10,0,6,5,34,31,5,8,4,4,20,3,9,5,6,3,5,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,U. E. República de China,2013761,5,1,22,1,26,55,7,11,1,1,16,1,10,1,4,3,5,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,U. E. República de China,2013831,12,6,14,4,35,47,5,15,3,1,19,1,3,1,0,5,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3025,U. E. Carlos Salinas Aramayo,2001201,3,3,15,4,18,53,5,12,5,1,26,1,3,8,3,3,2,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3025,U. E. Carlos Salinas Aramayo,2001231,6,4,21,5,7,49,6,10,3,6,12,0,3,2,4,2,0,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,2025441,5,6,9,3,28,23,6,3,7,2,10,3,14,3,10,4,8,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,2025501,1,6,17,2,12,81,4,12,4,0,16,1,3,3,1,3,6,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25034,U. E. Antonio Diaz Villamil A,2014471,4,4,27,2,21,55,5,14,2,2,19,3,2,6,2,3,2,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25034,U. E. Antonio Diaz Villamil A,2014491,6,3,16,5,12,49,9,21,2,1,21,2,7,5,3,4,2,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25038,U.E. Saint Peter's,2007581,5,5,19,0,15,72,2,12,4,2,16,5,5,1,2,1,4,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25038,U.E. Saint Peter's,2007591,6,2,26,2,14,72,3,16,2,1,14,2,5,2,1,6,2,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25039,U.E. Simón Bolivar Nro 1,2007641,4,7,34,2,22,43,5,17,4,4,22,1,8,3,1,3,1,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25044,U. E. Luis Alberto Pabon B,2014601,4,5,21,3,27,54,5,10,5,3,15,2,7,4,1,2,0,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25044,U. E. Luis Alberto Pabon B,2014611,5,5,19,6,23,50,10,9,2,1,22,1,5,5,1,2,3,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25054,U.E. El Pedregal,2025191,10,5,16,2,30,27,4,14,6,0,17,6,4,5,6,6,7,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25056,U.E. Rosario,2004271,3,4,21,2,21,40,8,26,0,2,7,4,8,3,4,5,16,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25480,U.E. Dora Schmidt A,2002571,5,6,21,3,15,49,6,16,0,1,15,2,8,1,2,4,1,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25480,U.E. Dora Schmidt A,2002581,6,3,27,3,14,60,12,11,3,0,16,2,2,3,1,4,1,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25480,U.E. Dora Schmidt A,2002591,7,5,26,2,21,56,3,9,1,0,27,2,1,6,2,2,0,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25480,U.E. Dora Schmidt A,2002601,8,4,21,3,24,65,0,8,1,0,20,3,7,4,1,2,1,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25480,U.E. Dora Schmidt A,2002611,9,11,21,2,14,62,2,9,1,0,30,2,1,9,2,3,4,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25594,Sede Social Litoral,2021181,4,0,3,7,14,30,7,5,2,2,13,0,3,5,6,5,3,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,30031,U.E. San Jose II,2004331,1,8,17,5,25,43,14,20,2,1,18,4,7,5,6,1,2,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,30031,U.E. San Jose II,2004341,2,8,14,3,31,47,3,13,2,3,13,7,5,4,4,3,7,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,30031,U.E. San Jose II,2004371,5,2,15,2,19,45,8,13,5,2,8,4,18,3,7,4,7,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,30037,U.E. Vicenta Juariste Eguino,2000351,4,3,3,1,2,15,3,2,0,0,7,1,1,0,1,1,1,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,30038,U.E. LYNNS,2024621,4,2,8,5,23,49,7,25,3,6,15,1,6,7,13,3,3,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32191,U. E. Americano Néstor Peñaranda 1,2000661,1,2,18,3,31,31,3,15,5,3,17,4,6,3,5,1,4,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32211,Centro de Alto Rendimiento Educativo CARE,2019141,1,0,0,1,7,5,1,8,0,0,4,0,0,2,0,0,1,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32374,U.E. Nueva Jerusalem,2015411,1,0,1,2,4,3,0,1,0,0,1,0,1,0,0,2,1,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32377,U.E. República Federal de Alemania,2000711,1,3,22,2,20,43,6,10,1,7,12,3,4,2,7,1,3,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32377,U.E. República Federal de Alemania,2000721,2,9,18,4,23,46,3,14,1,7,9,5,4,3,3,1,4,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32377,U.E. República Federal de Alemania,2000731,3,9,30,3,21,32,5,16,4,3,19,4,3,4,7,4,5,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32377,U.E. República Federal de Alemania,2000741,4,4,26,1,25,34,5,15,3,1,20,6,3,8,3,4,2,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32378,Instituto Tecnológico Marcelo Quiroga Santa Cruz,2005811,1,1,5,1,3,9,2,5,0,1,1,1,1,1,1,1,3,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32383,U.E. Ismael Montes,2001171,5,0,4,0,3,2,0,4,0,0,2,0,1,0,0,0,0,0
1,Murillo,5,El Alto,820,El Alto,102,U. E. San Vicente de Paul Fe y Alegría,2042251,3,8,4,5,12,15,7,6,7,7,8,8,8,7,10,8,6,7
1,Murillo,5,El Alto,820,El Alto,102,U. E. San Vicente de Paul Fe y Alegría,2042321,10,10,6,2,12,15,5,11,6,2,10,11,5,15,13,4,9,4
1,Murillo,5,El Alto,820,El Alto,201,U.E. Huayna Potosí,2047191,2,13,8,4,10,14,3,7,8,6,4,16,5,8,9,2,8,4
1,Murillo,5,El Alto,820,El Alto,201,U.E. Huayna Potosí,2047201,3,13,3,4,15,10,4,7,7,4,10,12,7,7,6,3,11,6
1,Murillo,5,El Alto,820,El Alto,201,U.E. Huayna Potosí,2047341,17,14,1,0,12,10,6,7,6,5,5,6,7,10,10,2,9,10
1,Murillo,5,El Alto,820,El Alto,201,U.E. Huayna Potosí,2047361,19,21,3,4,21,10,5,15,2,5,8,6,7,7,8,3,6,5
1,Murillo,5,El Alto,820,El Alto,203,U.E. Tupac Katari,2048821,7,8,8,5,12,28,3,10,3,5,12,9,6,4,3,4,13,5
1,Murillo,5,El Alto,820,El Alto,204,U.E. Rafael Mendoza Castellón B,2049011,10,9,12,2,15,26,2,10,5,6,7,4,10,7,6,0,8,4
1,Murillo,5,El Alto,820,El Alto,302,U.E. Illimani,2047831,10,14,4,5,13,17,3,7,3,5,11,10,7,8,5,1,16,7
1,Murillo,5,El Alto,820,El Alto,302,U.E. Illimani,2047841,11,9,6,4,8,16,5,7,3,5,6,16,10,5,8,0,8,2
1,Murillo,5,El Alto,820,El Alto,303,U.E. Rafael Pabón,2046431,1,15,4,1,9,12,3,6,7,4,8,17,5,8,14,1,11,5
1,Murillo,5,El Alto,820,El Alto,303,U.E. Rafael Pabón,2046491,7,9,3,2,12,9,4,4,6,8,8,11,7,6,12,2,2,5
1,Murillo,5,El Alto,820,El Alto,303,U.E. Rafael Pabón,2046501,8,7,2,1,19,12,3,8,11,1,9,22,1,7,4,0,11,10
1,Murillo,5,El Alto,820,El Alto,303,U.E. Rafael Pabón,2046511,9,15,9,6,15,7,4,1,8,3,6,13,4,4,8,3,7,2
1,Murillo,5,El Alto,820,El Alto,303,U.E. Rafael Pabón,2046521,10,11,7,5,10,18,7,8,2,5,8,7,6,11,5,3,8,7
1,Murillo,5,El Alto,820,El Alto,303,U.E. Rafael Pabón,2046531,11,6,2,2,14,15,3,1,12,8,7,19,6,5,6,11,9,4
1,Murillo,5,El Alto,820,El Alto,403,U.E. Adrián Castillo Nava B,2051331,4,15,8,2,6,18,2,16,8,9,9,9,5,10,5,3,16,6
1,Murillo,5,El Alto,820,El Alto,403,U.E. Adrián Castillo Nava B,2051391,10,12,4,6,16,8,9,12,4,10,10,7,5,2,4,2,9,4
1,Murillo,5,El Alto,820,El Alto,403,U.E. Adrián Castillo Nava B,2051481,19,10,6,3,12,19,3,8,3,6,6,12,4,6,7,4,12,4
1,Murillo,5,El Alto,820,El Alto,403,U.E. Adrián Castillo Nava B,2051501,21,14,6,6,14,12,9,13,9,4,4,10,10,4,7,1,12,4
1,Murillo,5,El Alto,820,El Alto,403,U.E. Adrián Castillo Nava B,2051591,30,11,16,3,8,15,5,6,6,8,8,10,4,4,8,1,8,10
1,Murillo,5,El Alto,820,El Alto,403,U.E. Adrián Castillo Nava B,2051641,35,7,11,2,14,16,2,6,3,3,2,8,12,11,4,0,19,4
1,Murillo,5,El Alto,820,El Alto,405,U.E. Luis Espinal Camps Fe y Alegría,2052981,8,9,9,2,8,16,5,12,5,4,6,10,7,6,8,2,7,6
1,Murillo,5,El Alto,820,El Alto,501,U.E. Elizardo Perez,2052381,17,12,6,1,25,18,8,16,5,10,13,8,7,5,9,2,4,2
1,Murillo,5,El Alto,820,El Alto,502,U.E. Mcal. José Ballivián  D,2051731,1,11,10,4,14,19,12,6,7,4,9,9,5,5,10,3,6,3
1,Murillo,5,El Alto,820,El Alto,503,U.E. Nazareno Basil Miller,2052001,11,12,13,6,12,24,7,10,3,5,12,8,9,8,6,4,7,3
1,Murillo,5,El Alto,820,El Alto,503,U.E. Nazareno Basil Miller,2052011,12,13,15,2,14,24,7,11,0,10,7,5,8,15,12,6,3,4
1,Murillo,5,El Alto,820,El Alto,504,U.E. Gran Bretaña,2052551,10,8,6,3,14,31,1,11,1,6,6,12,9,9,7,1,6,2
1,Murillo,5,El Alto,820,El Alto,504,U.E. Gran Bretaña,2052641,19,8,14,1,8,22,4,5,9,9,12,13,7,10,6,1,7,5
1,Murillo,5,El Alto,820,El Alto,504,U.E. Gran Bretaña,2052651,20,7,10,0,15,17,4,12,11,6,7,13,13,10,6,4,8,8
1,Murillo,5,El Alto,820,El Alto,504,U.E. Gran Bretaña,2052661,21,9,17,1,9,23,5,15,5,2,9,4,4,7,11,0,13,9
1,Murillo,5,El Alto,820,El Alto,504,U.E. Gran Bretaña,2052671,22,15,6,5,17,16,3,15,5,5,12,6,11,5,8,2,13,10
1,Murillo,5,El Alto,820,El Alto,504,U.E. Gran Bretaña,2052681,23,12,11,5,3,22,3,14,2,8,8,8,9,7,8,2,13,4
1,Murillo,5,El Alto,820,El Alto,601,U.E. Santa Maria de Los Ángeles,2050151,13,15,2,0,15,26,5,21,4,3,11,11,6,7,7,4,8,7
1,Murillo,5,El Alto,820,El Alto,603,U.E. Juvenal Mariaca B,2049751,7,12,8,2,20,24,4,6,7,3,15,10,9,8,10,1,5,7
1,Murillo,5,El Alto,820,El Alto,603,U.E. Juvenal Mariaca B,2049761,8,2,11,6,19,23,4,12,4,3,22,18,6,5,6,1,4,3
1,Murillo,5,El Alto,820,El Alto,603,U.E. Juvenal Mariaca B,2050001,32,5,13,4,13,30,5,7,6,5,20,6,7,8,5,4,6,5
1,Murillo,5,El Alto,820,El Alto,605,U.E.  Interandino Boliviano,2050361,1,12,8,4,22,33,7,15,7,6,13,4,3,10,5,1,5,3
1,Murillo,5,El Alto,820,El Alto,703,U.E. Santiago I,2033001,8,16,12,0,14,23,4,11,3,2,22,7,9,9,4,2,6,1
1,Murillo,5,El Alto,820,El Alto,1002,U.E. Vicente Donoso Torres A,2030301,11,9,14,4,22,28,6,8,2,2,8,8,12,8,7,3,6,3
1,Murillo,5,El Alto,820,El Alto,1002,U.E. Vicente Donoso Torres A,2030311,12,8,18,0,16,49,5,8,1,3,24,4,9,3,4,3,7,3
1,Murillo,5,El Alto,820,El Alto,1002,U.E. Vicente Donoso Torres A,2030321,13,3,12,4,10,62,6,12,3,2,27,7,5,7,1,0,2,1
1,Murillo,5,El Alto,820,El Alto,1002,U.E. Vicente Donoso Torres A,2030331,14,11,15,3,10,42,5,14,2,4,29,3,4,5,0,2,0,5
1,Murillo,5,El Alto,820,El Alto,1103,U.E. Bolivia,2032741,2,9,11,6,11,22,4,20,4,7,7,8,6,5,12,2,3,5
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056131,1,9,3,3,16,11,3,3,8,4,7,13,12,4,10,1,10,12
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056151,3,10,3,3,13,7,3,9,7,5,8,7,7,3,16,1,16,6
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056161,4,15,2,0,16,8,5,10,12,5,7,5,10,2,5,1,11,11
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056171,5,4,5,4,10,13,6,6,7,7,3,11,12,3,10,0,14,4
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056191,7,10,8,5,9,12,3,2,5,7,10,12,15,6,10,1,16,4
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056271,15,4,4,1,19,11,1,6,6,5,4,5,8,8,8,0,4,5
1,Murillo,5,El Alto,820,El Alto,1203,U.E. Ecológico Los Pinos B,2056281,16,15,0,1,17,12,2,4,7,3,6,6,5,7,6,0,14,5
1,Murillo,5,El Alto,820,El Alto,1206,U.E. Atipiris,2055781,19,5,5,3,16,6,2,9,5,4,5,1,4,3,8,2,12,2
1,Murillo,5,El Alto,820,El Alto,1301,U.E. Republica de Francia,2033401,3,9,9,6,13,18,4,9,6,9,14,4,10,15,8,1,10,4
1,Murillo,5,El Alto,820,El Alto,1301,U.E. Republica de Francia,2033411,4,9,4,1,11,21,4,11,2,5,14,8,13,6,7,3,10,3
1,Murillo,5,El Alto,820,El Alto,1301,U.E. Republica de Francia,2033431,6,12,9,4,16,13,4,11,6,4,10,8,11,5,9,2,9,5
1,Murillo,5,El Alto,820,El Alto,1302,Sede Social Villa Asunción San Pedro,2034821,2,12,8,3,8,10,3,14,13,7,3,6,13,2,7,3,4,8
1,Murillo,5,El Alto,820,El Alto,1302,Sede Social Villa Asunción San Pedro,2034861,6,8,1,0,8,10,1,3,2,8,4,2,2,1,3,0,7,1
1,Murillo,5,El Alto,820,El Alto,1306,U.E. Topater,2058671,2,11,8,4,14,18,3,8,9,11,12,9,19,2,4,1,8,6
1,Murillo,5,El Alto,820,El Alto,1306,U.E. Topater,2058741,9,11,6,6,14,15,5,10,12,4,7,12,11,5,3,3,4,4
1,Murillo,5,El Alto,820,El Alto,1306,U.E. Topater,2058761,11,11,2,3,15,21,4,7,17,4,11,6,12,4,5,1,9,2
1,Murillo,5,El Alto,820,El Alto,1306,U.E. Topater,2058891,24,14,5,1,16,22,5,9,4,3,8,6,10,10,8,1,12,4
1,Murillo,5,El Alto,820,El Alto,1307,U.E. Católico Mercedes B,2058471,1,10,4,2,7,15,3,1,5,2,9,14,9,19,7,1,11,12
1,Murillo,5,El Alto,820,El Alto,1403,U.E. Puerto del Rosario,2034211,3,8,9,1,11,24,2,5,8,5,11,5,11,5,8,3,10,10
1,Murillo,5,El Alto,820,El Alto,1403,U.E. Puerto del Rosario,2034281,10,10,6,5,12,18,5,8,4,6,11,9,9,5,10,1,14,1
1,Murillo,5,El Alto,820,El Alto,1403,U.E. Puerto del Rosario,2034361,18,13,7,6,12,15,6,11,7,10,8,4,9,8,10,1,8,7
1,Murillo,5,El Alto,820,El Alto,1403,U.E. Puerto del Rosario,2034421,24,7,5,5,10,17,7,13,5,3,10,4,9,2,10,2,12,3
1,Murillo,5,El Alto,820,El Alto,1403,U.E. Puerto del Rosario,2034471,29,11,10,2,12,24,5,11,9,6,13,4,13,5,6,2,6,4
1,Murillo,5,El Alto,820,El Alto,1501,U.E. Union Europea A,2035801,22,7,9,2,14,24,3,12,3,6,15,2,9,8,6,6,6,6
1,Murillo,5,El Alto,820,El Alto,1501,U.E. Union Europea A,2035841,26,13,16,4,8,33,5,5,8,8,14,5,12,8,4,3,5,7
1,Murillo,5,El Alto,820,El Alto,1702,U.E. Carlos Palenque Aviles Dolores F,2040601,4,17,11,2,12,28,2,6,4,6,11,7,14,12,3,3,12,7
1,Murillo,5,El Alto,820,El Alto,1702,U.E. Carlos Palenque Aviles Dolores F,2040651,9,21,12,2,13,21,1,9,6,3,9,13,7,8,4,4,8,7
1,Murillo,5,El Alto,820,El Alto,1702,U.E. Carlos Palenque Aviles Dolores F,2040671,11,11,4,3,20,12,1,10,12,9,11,5,7,9,7,3,10,8
1,Murillo,5,El Alto,820,El Alto,1702,U.E. Carlos Palenque Aviles Dolores F,2040681,12,18,6,4,9,22,3,16,0,10,12,11,7,6,6,1,8,7
1,Murillo,5,El Alto,820,El Alto,1705,U.E. Adela Zamudio A,2038471,3,14,7,4,19,18,6,8,3,4,12,9,13,9,5,3,4,5
1,Murillo,5,El Alto,820,El Alto,1801,U.E. Calama,2040331,9,12,12,4,16,20,4,6,11,5,5,9,12,8,5,4,5,7
1,Murillo,5,El Alto,820,El Alto,1801,U.E. Calama,2040411,17,10,10,3,13,29,6,11,4,4,9,8,13,6,9,2,4,6
1,Murillo,5,El Alto,820,El Alto,1801,U.E. Calama,2040421,18,14,6,3,16,13,3,6,4,3,18,4,10,6,6,3,8,7
1,Murillo,5,El Alto,820,El Alto,1803,U.E. Primavera B,2040821,2,13,7,2,8,7,5,8,3,10,12,8,7,7,10,2,9,5
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039161,3,16,5,2,11,25,4,7,5,2,13,17,11,5,5,2,10,2
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039171,4,10,7,5,8,21,8,7,5,7,7,6,19,13,6,0,7,8
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040931,5,13,7,3,8,13,1,7,4,7,13,7,11,11,13,5,11,9
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041051,17,14,5,1,13,20,8,9,7,8,11,9,12,12,7,2,4,4
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041091,21,10,6,4,11,13,3,7,9,6,9,10,8,8,8,3,6,8
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041171,29,13,5,3,13,16,4,12,9,7,3,13,8,7,11,3,9,7
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041181,30,3,11,3,18,11,6,13,5,9,9,8,13,2,5,5,6,7
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041191,31,11,9,3,7,13,4,6,3,5,2,6,8,9,11,0,11,4
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041281,40,5,1,2,4,7,1,1,1,0,7,1,5,2,1,1,1,1
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038661,9,14,6,6,8,15,2,13,8,4,1,9,11,3,2,0,14,4
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038821,25,15,8,3,10,29,5,5,9,3,4,10,11,4,10,2,17,5
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038941,37,6,2,2,3,8,1,3,1,3,6,0,2,2,1,1,3,1
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059581,2,14,7,2,10,19,2,7,4,11,4,19,5,4,12,1,16,7
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059621,6,7,9,3,10,16,5,11,7,9,9,7,5,7,8,3,10,4
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059651,9,16,8,4,9,11,3,7,7,13,5,12,16,9,7,1,4,6
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059681,12,13,13,3,6,16,3,5,4,9,14,5,7,12,7,1,9,7
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059691,13,13,6,2,14,21,3,2,4,8,7,13,8,11,12,0,4,11
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059711,15,11,8,1,5,25,6,13,7,1,7,9,13,3,8,4,14,6
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059721,16,15,2,5,18,22,2,5,5,9,8,10,12,10,12,0,11,2
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059731,17,5,7,2,9,16,2,8,5,9,14,13,11,12,2,2,6,6
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059821,26,13,8,1,12,17,3,5,6,3,8,9,7,7,5,1,8,4
1,Murillo,5,El Alto,820,El Alto,1907,U.E. Mercedes Elio De Rivero B,2059231,2,14,4,2,9,15,3,11,8,3,4,4,12,10,4,0,17,4
1,Murillo,5,El Alto,820,El Alto,1907,U.E. Mercedes Elio De Rivero B,2059371,16,11,4,3,16,11,8,5,4,5,4,9,11,9,9,3,9,3
1,Murillo,5,El Alto,820,El Alto,1907,U.E. Mercedes Elio De Rivero B,2059501,29,12,6,4,13,13,1,9,5,7,11,6,11,8,8,2,8,7
1,Murillo,5,El Alto,820,El Alto,1907,U.E. Mercedes Elio De Rivero B,2059511,30,9,4,6,15,15,6,7,9,6,4,7,17,7,6,1,9,7
1,Murillo,5,El Alto,820,El Alto,1907,U.E. Mercedes Elio De Rivero B,2059521,31,12,9,2,17,16,5,10,9,10,7,11,11,10,14,0,10,9
1,Murillo,5,El Alto,820,El Alto,1908,U.E. Gral. Juan José Torres Gonzales,2038391,21,24,12,4,14,14,3,16,1,7,2,7,12,7,9,1,7,6
1,Murillo,5,El Alto,820,El Alto,1908,U.E. Gral. Juan José Torres Gonzales,2038421,24,14,10,5,13,20,2,11,5,2,13,5,9,6,8,4,5,6
