CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,InscritosHabilitados,VotoValido,VotoBlanco,VotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003501,1,240,190,8,7,205,190,205
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003511,2,240,198,4,9,211,198,211
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003521,3,240,184,9,20,213,184,213
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003531,4,240,192,13,10,215,192,215
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003541,5,240,206,5,10,221,206,221
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003551,6,99,82,2,3,87,82,87
1,Tomás Frías,1,Potosí,1494,Potosí,2,Col. Carlos Medinaceli,5003561,1,240,195,0,15,210,195,210
1,Tomás Frías,1,Potosí,1494,Potosí,2,Col. Carlos Medinaceli,5003571,2,240,204,2,10,216,204,216
1,Tomás Frías,1,Potosí,1494,Potosí,2,Col. Carlos Medinaceli,5003581,3,240,198,3,11,212,198,212
1,Tomás Frías,1,Potosí,1494,Potosí,2,Col. Carlos Medinaceli,5003591,4,160,131,5,7,143,131,143
1,Tomás Frías,1,Potosí,1494,Potosí,4,Esc. Modesto Omiste,5003101,1,240,206,11,10,227,206,227
1,Tomás Frías,1,Potosí,1494,Potosí,5,Esc. 1ro de Abril,5003391,1,240,205,3,10,218,205,218
1,Tomás Frías,1,Potosí,1494,Potosí,5,Esc. 1ro de Abril,5003401,2,240,198,4,18,220,198,220
1,Tomás Frías,1,Potosí,1494,Potosí,5,Esc. 1ro de Abril,5003411,3,90,72,2,7,81,72,81
1,Tomás Frías,1,Potosí,1494,Potosí,7,U. E. Antonio Quijarro  A,5003121,1,240,189,10,21,220,189,220
1,Tomás Frías,1,Potosí,1494,Potosí,7,U. E. Antonio Quijarro  A,5003131,2,240,209,7,10,226,209,226
1,Tomás Frías,1,Potosí,1494,Potosí,7,U. E. Antonio Quijarro  A,5003141,3,29,27,0,0,27,27,27
1,Tomás Frías,1,Potosí,1494,Potosí,10,Coleg. Bancario,5002761,1,240,202,4,10,216,202,216
1,Tomás Frías,1,Potosí,1494,Potosí,10,Coleg. Bancario,5002771,2,240,203,6,7,216,203,216
1,Tomás Frías,1,Potosí,1494,Potosí,10,Coleg. Bancario,5002781,3,240,189,9,13,211,189,211
1,Tomás Frías,1,Potosí,1494,Potosí,10,Coleg. Bancario,5002791,4,231,189,5,16,210,189,210
