CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,GH,A-UPP,SPT,NGP,DEMOCRATAS,UN,FE,PATRIA-UNIDOS,UNIDOS,LIBRE,SOL,TODOS-,CREEMOS,PDC,PSC,VOS,ASIP,MTS,PC,APC,LIBRES,NPC,CAMPO,MN,APB-SUMATE,MATICO,VPT,SW,PP
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,2027,Col. Romulo Herrera,7042167,8,,1,6,2,,10,0,4,4,,0,5,,0,15,151,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,2027,Col. Romulo Herrera,7042177,9,,0,8,0,,7,2,8,2,,0,8,,2,11,140,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,7042227,1,,0,8,0,,7,1,5,2,,0,1,,0,19,155,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,7042237,2,,3,4,1,,7,1,1,8,,0,4,,0,17,159,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,7042247,3,,0,5,0,,14,0,1,7,,0,5,,0,11,171,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,7042257,4,,0,9,1,,11,0,0,5,,0,3,,0,13,160,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,7042267,5,,1,4,0,,12,1,5,6,,0,3,,0,18,158,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,7042287,7,,0,5,0,,10,1,3,3,,0,1,,0,16,147,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,7042297,8,,0,6,0,,13,0,1,8,,0,0,,0,19,159,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,7042307,9,,0,8,0,,1,0,1,0,,0,1,,0,10,76,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3001,Colegio Don Bosco,7041657,7,,0,7,1,,8,0,3,2,,0,4,,0,16,146,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3001,Colegio Don Bosco,7041677,9,,0,5,0,,11,2,2,7,,0,2,,1,16,147,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3001,Colegio Don Bosco,7041687,10,,0,5,0,,10,0,3,2,,0,8,,0,16,150,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3007,Col. Fe y Alegria   Aniceto Arze,7007867,17,,0,7,2,,9,1,7,1,,0,5,,0,16,166,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3007,Col. Fe y Alegria   Aniceto Arze,7007907,21,,0,3,0,,8,2,12,1,,0,3,,1,24,155,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3007,Col. Fe y Alegria   Aniceto Arze,7007927,23,,0,1,0,,4,1,5,4,,0,0,,0,11,77,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3009,Col. San Carlos,7007667,6,,1,6,1,,13,1,7,3,,0,6,,1,16,151,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3009,Col. San Carlos,7007677,7,,2,4,0,,5,1,3,2,,0,9,,0,25,154,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3009,Col. San Carlos,7007687,8,,0,7,0,,8,1,10,2,,0,5,,1,21,142,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3009,Col. San Carlos,7007697,9,,2,6,0,,4,1,4,0,,0,4,,0,13,127,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3010,Col. El Pajonal,7008057,7,,0,11,0,,6,3,6,1,,0,2,,0,20,171,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3012,Col. Magdalena Postel,7010267,5,,1,7,1,,7,2,5,5,,0,1,,0,14,163,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3013,Col. Sagrado Corazon,7010147,1,,0,3,0,,4,2,7,2,,0,8,,0,16,161,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3013,Col. Sagrado Corazon,7010157,2,,0,11,2,,6,0,7,3,,0,7,,2,18,153,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3013,Col. Sagrado Corazon,7010167,3,,0,9,0,,3,2,14,2,,0,5,,0,15,156,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3013,Col. Sagrado Corazon,7010177,4,,0,5,0,,2,1,7,1,,0,9,,0,20,157,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3013,Col. Sagrado Corazon,7010187,5,,0,6,1,,9,2,12,4,,0,10,,0,18,139,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3013,Col. Sagrado Corazon,7010197,6,,0,0,0,,3,0,1,0,,0,2,,1,7,41,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3015,U.E. Domingo Faustino,7006047,1,,0,4,0,,2,2,5,2,,0,1,,0,7,117,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3017,Col. Nacional Salesiano,7041367,1,,3,11,0,,8,1,4,2,,0,4,,0,15,153,0,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3017,Col. Nacional Salesiano,7041387,3,,0,1,0,,8,2,4,4,,0,11,,0,21,151,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3017,Col. Nacional Salesiano,7041397,4,,0,5,0,,10,1,6,1,,0,7,,1,15,150,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3017,Col. Nacional Salesiano,7041407,5,,0,2,1,,5,1,5,3,,0,6,,0,18,162,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3017,Col. Nacional Salesiano,7041437,8,,1,9,0,,12,0,6,3,,0,6,,0,11,149,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3017,Col. Nacional Salesiano,7041447,9,,0,0,0,,0,0,2,1,,0,2,,0,1,28,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3020,Col. Basilio De Cuellar,7042327,2,,0,7,0,,8,0,0,2,,0,1,,1,20,153,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3020,Col. Basilio De Cuellar,7042347,4,,0,6,0,,6,1,5,1,,0,6,,0,14,158,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3023,Col. Nacional Florida,7042427,3,,0,13,2,,7,0,1,4,,0,2,,0,18,154,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3023,Col. Nacional Florida,7042457,6,,0,9,0,,9,1,3,3,,0,4,,0,13,163,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3024,U.E. Arroyito,7033237,7,,3,9,1,,2,1,9,2,,0,31,,1,13,125,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3028,Colegio Cupeso De Los Reyes,7030457,12,,13,12,1,,1,1,18,1,,0,32,,1,9,98,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4005,Col.  Placido Molilna,7040327,5,,2,7,3,,3,4,10,5,,0,14,,2,15,128,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4006,Col. American School Coop.,7011307,9,,0,5,2,,12,0,2,1,,0,2,,0,5,166,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4007,Col. Henrry Prince,7010877,4,,3,9,0,,9,1,5,2,,0,8,,0,19,143,0,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4009,U.E. Virgen de Fatima,7011027,11,,0,11,1,,7,1,4,3,,0,9,,1,19,129,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4010,U.E. Villa Warnes A.,7010647,5,,3,8,0,,4,2,10,1,,0,15,,1,13,140,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4010,U.E. Villa Warnes A.,7010667,7,,0,9,0,,6,1,9,0,,0,11,,0,23,143,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4010,U.E. Villa Warnes A.,7010677,8,,3,4,0,,4,1,6,4,,0,13,,0,17,139,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4011,Col. Victor Paz Estensoro,7010437,5,,0,11,0,,1,1,13,6,,0,23,,0,16,114,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4011,Col. Victor Paz Estensoro,7010447,6,,2,8,1,,3,1,8,2,,0,10,,3,17,130,0,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4011,Col. Victor Paz Estensoro,7010457,7,,3,10,1,,6,2,12,2,,0,14,,0,8,140,0,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4011,Col. Victor Paz Estensoro,7010537,15,,3,5,0,,6,1,12,5,,0,15,,2,12,150,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4012,Col. Jose Malky Jesus Maria,7009057,2,,0,6,1,,9,0,8,0,,0,2,,1,22,146,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4012,Col. Jose Malky Jesus Maria,7009207,17,,0,6,0,,5,2,6,1,,0,1,,2,12,162,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4012,Col. Jose Malky Jesus Maria,7009227,19,,0,3,1,,3,1,3,1,,0,3,,0,22,161,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4012,Col. Jose Malky Jesus Maria,7009267,23,,0,4,0,,2,1,5,3,,0,4,,0,16,147,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4012,Col. Jose Malky Jesus Maria,7009277,24,,1,7,2,,3,2,5,0,,0,3,,0,7,100,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4013,U.E. Julia Ribera Aguilera,7009297,2,,0,8,1,,8,1,4,7,,0,1,,0,18,152,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4015,Col. Complejo Educativo Japon,7009387,3,,2,6,2,,6,2,7,2,,0,6,,0,22,152,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4015,Col. Complejo Educativo Japon,7009457,10,,1,3,0,,7,2,7,3,,0,12,,1,17,150,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4015,Col. Complejo Educativo Japon,7009477,12,,1,6,0,,6,1,10,1,,0,9,,0,17,145,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4019,Col. Unidad Educativa Lorenzo Caballero,7041817,1,,1,11,0,,4,2,6,1,,0,5,,0,20,148,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4019,Col. Unidad Educativa Lorenzo Caballero,7041827,2,,0,9,0,,6,2,13,1,,0,11,,4,17,132,0,4,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4019,Col. Unidad Educativa Lorenzo Caballero,7041867,6,,1,3,1,,8,1,7,3,,0,3,,1,20,160,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4019,Col. Unidad Educativa Lorenzo Caballero,7041877,7,,0,2,0,,1,0,1,0,,0,2,,0,3,21,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4020,Col. Antonio Vicente Seoane,7009637,1,,0,11,1,,8,0,2,2,,0,6,,3,23,158,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4020,Col. Antonio Vicente Seoane,7009667,4,,1,9,1,,10,0,4,5,,0,4,,0,13,157,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4020,Col. Antonio Vicente Seoane,7009707,8,,0,9,0,,5,1,3,1,,0,7,,0,24,154,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4022,Col. Esc. Coronel Ignacio Warnes,7042547,1,,0,11,0,,11,1,6,0,,0,4,,0,20,134,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4022,Col. Esc. Coronel Ignacio Warnes,7042557,2,,0,4,0,,7,3,2,3,,0,2,,0,24,147,0,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,4022,Col. Esc. Coronel Ignacio Warnes,7042567,3,,0,3,0,,1,0,2,1,,0,2,,0,7,55,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5000,Unidad Educativa Pompeya Santisimo Redentor,7022327,4,,8,4,0,,2,2,9,4,,0,14,,0,10,154,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5000,Unidad Educativa Pompeya Santisimo Redentor,7022357,7,,2,8,1,,0,0,6,2,,0,7,,1,4,65,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5001,Colegio Josefina Balsamo( Los Tusequis),7013467,4,,0,5,0,,2,2,3,3,,0,4,,0,21,160,0,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5001,Colegio Josefina Balsamo( Los Tusequis),7013567,14,,1,2,0,,2,0,5,1,,0,4,,0,13,86,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5002,Esc. German Busch,7013197,3,,0,8,0,,9,8,9,1,,0,5,,0,17,146,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5004,Col. Ovidio Santistevan,7004177,9,,0,4,2,,6,0,4,1,,0,5,,0,24,156,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5004,Col. Ovidio Santistevan,7004207,12,,0,5,0,,4,1,4,6,,0,6,,0,16,164,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5004,Col. Ovidio Santistevan,7004227,14,,1,8,0,,2,2,11,2,,0,3,,0,23,161,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5005,Col. Villa Bolivia,7004357,7,,1,9,0,,4,2,1,2,,0,7,,0,20,154,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5005,Col. Villa Bolivia,7004367,8,,1,6,0,,7,0,6,0,,0,5,,0,29,152,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5005,Col. Villa Bolivia,7004377,9,,1,9,0,,3,0,4,0,,0,7,,1,23,157,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5005,Col. Villa Bolivia,7004387,10,,0,10,0,,2,0,8,1,,0,2,,0,16,165,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5008,Naciones Unidas,7014887,1,,0,8,1,,5,9,8,0,,0,6,,1,12,140,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5008,Naciones Unidas,7014927,5,,1,4,0,,5,4,10,5,,0,6,,0,17,141,0,3,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5010,Esc. Jose Mariano Serrano,7015497,8,,0,2,0,,9,4,3,5,,0,0,,0,22,165,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5010,Esc. Jose Mariano Serrano,7015517,10,,1,2,0,,14,6,3,1,,0,5,,0,11,145,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5010,Esc. Jose Mariano Serrano,7015527,11,,0,6,0,,4,0,1,0,,0,1,,0,18,175,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5013,Col. San Martin Norte,7014527,18,,3,6,0,,4,0,3,6,,0,3,,0,15,157,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5013,Col. San Martin Norte,7014537,19,,0,4,0,,4,3,6,5,,0,3,,1,23,152,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5014,Esc. Claracuta,7013907,1,,1,9,0,,5,0,4,3,,0,5,,0,17,169,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5014,Esc. Claracuta,7013937,4,,2,1,1,,4,2,6,4,,0,1,,1,11,164,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5014,Esc. Claracuta,7013947,5,,1,6,0,,10,2,5,1,,0,7,,0,25,151,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5014,Esc. Claracuta,7013957,6,,0,7,1,,8,2,3,4,,0,2,,0,17,161,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5018,Escuela Km 9,7012157,8,,1,4,0,,7,1,3,1,,0,9,,0,20,145,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5018,Escuela Km 9,7012177,10,,1,5,0,,12,1,9,2,,0,7,,2,19,136,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5018,Escuela Km 9,7012187,11,,0,7,0,,10,3,2,1,,0,6,,0,9,151,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5018,Escuela Km 9,7012197,12,,0,7,1,,7,3,5,4,,0,7,,0,9,159,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5018,Escuela Km 9,7012207,13,,0,10,1,,7,0,1,1,,0,6,,0,16,153,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5019,Col. Luz Y Saber II,7014057,2,,0,11,0,,1,2,6,1,,0,3,,0,10,169,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5019,Col. Luz Y Saber II,7014077,4,,0,7,1,,1,7,7,1,,0,8,,0,16,150,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5020,Col. U.E. La Resureccion   Esc. Convif,7012897,1,,0,1,0,,3,0,1,0,,0,1,,0,1,35,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5023,Escuela 23 de Marzo,7011637,22,,1,11,0,,3,2,6,3,,0,3,,1,14,157,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6000,Col. Sor Maria Cristina Perez,7015977,29,,0,6,0,,5,0,2,9,,0,3,,0,11,166,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6000,Col. Sor Maria Cristina Perez,7015987,30,,0,7,1,,4,1,4,7,,0,0,,0,23,163,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6000,Col. Sor Maria Cristina Perez,7016027,34,,0,5,0,,4,0,8,4,,0,8,,1,23,163,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6000,Col. Sor Maria Cristina Perez,7016037,35,,0,0,0,,1,0,0,0,,0,1,,0,3,27,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6004,Col.  Pedro Añez,7016667,3,,0,6,2,,3,2,7,2,,0,6,,1,8,168,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6005,U.E. 23 de Diciembre J. Carlos Truji,7018507,10,,0,3,0,,2,3,7,1,,0,5,,0,23,154,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6008,Col. Educativo Cotoca,7017447,1,,1,7,0,,2,1,15,2,,0,8,,1,20,147,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6008,Col. Educativo Cotoca,7017467,3,,3,5,0,,6,0,6,2,,0,14,,0,15,140,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6008,Col. Educativo Cotoca,7017477,4,,2,9,0,,1,2,8,4,,0,23,,0,8,134,0,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6008,Col. Educativo Cotoca,7017587,15,,0,5,2,,1,2,9,2,,0,9,,0,16,148,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6008,Col. Educativo Cotoca,7017597,16,,2,12,0,,2,0,12,0,,0,4,,1,14,144,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6008,Col. Educativo Cotoca,7017607,17,,0,2,0,,5,2,8,1,,0,6,,0,14,144,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6008,Col. Educativo Cotoca,7017617,18,,2,8,1,,2,2,8,2,,0,11,,0,17,150,0,3,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6008,Col. Educativo Cotoca,7017627,19,,0,6,1,,1,4,4,1,,0,9,,1,12,161,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6008,Col. Educativo Cotoca,7017637,20,,0,3,0,,1,1,14,3,,0,17,,1,19,131,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6010,Col. Unidad Educativa España,7018277,1,,0,7,1,,8,0,10,1,,0,18,,2,18,128,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6010,Col. Unidad Educativa España,7018297,3,,0,12,0,,1,2,9,3,,0,17,,1,11,133,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6010,Col. Unidad Educativa España,7018317,5,,2,14,1,,6,0,8,2,,0,17,,1,8,144,0,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6010,Col. Unidad Educativa España,7018327,6,,0,17,0,,3,0,4,4,,0,10,,0,15,144,0,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,6015,Col. Esc. Gral. Ismael Montes Gamboa,7018977,16,,4,12,1,,2,2,8,1,,0,18,,1,12,146,0,1,,,,,,,,,,,
