CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,PATRIA-UNIDOS
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001101,2,113,67
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001111,3,132,55
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001121,4,118,65
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001131,5,58,40
1,Oropeza,1,Sucre,2794,Sucre,103,Esc. Mariscal De Ayacucho,1000631,1,125,67
1,Oropeza,1,Sucre,2794,Sucre,103,Esc. Mariscal De Ayacucho,1000641,2,135,52
1,Oropeza,1,Sucre,2794,Sucre,106,Kinder San Vicente De Paul,1000851,4,107,73
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004731,2,121,62
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004751,4,99,100
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004761,5,105,85
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004791,8,87,92
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004801,9,124,73
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004811,10,114,82
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004831,12,112,74
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004841,13,109,92
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004851,14,117,75
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004861,15,111,56
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008531,3,96,80
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008541,4,87,69
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008551,5,95,93
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008561,6,70,101
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008571,7,72,95
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005301,4,106,72
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005331,7,83,79
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005361,10,80,95
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005401,14,101,74
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005411,15,83,90
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005431,17,92,87
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005461,20,99,82
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005471,21,100,76
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005491,23,93,78
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003191,1,123,75
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003211,3,132,59
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003231,5,114,75
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003241,6,53,25
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000961,1,113,87
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000971,2,99,80
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000991,4,126,75
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001001,5,109,72
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001011,6,107,79
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001021,7,104,83
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001031,8,108,72
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001041,9,121,80
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001051,10,105,90
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001061,11,116,75
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009541,5,96,105
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009581,9,76,92
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004371,5,108,74
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004381,6,106,77
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004421,10,100,70
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004431,11,115,72
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004461,14,118,71
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004471,15,102,84
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004481,16,115,74
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003781,4,110,77
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003821,8,99,81
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003841,10,98,77
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003861,12,105,78
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003881,14,97,89
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003901,16,104,70
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003931,19,96,94
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003941,20,100,84
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003961,22,49,57
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001171,4,117,68
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001181,5,50,25
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000731,4,118,62
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000761,7,103,42
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000771,1,92,87
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000781,2,98,77
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000801,4,104,65
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007921,4,103,88
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007961,8,80,40
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008051,2,97,78
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008081,5,75,79
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008091,6,74,90
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008141,11,68,81
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008161,13,56,90
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008181,15,87,89
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002861,15,83,80
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002871,16,80,91
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002881,17,82,82
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003251,1,81,93
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003281,4,79,93
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003291,5,78,82
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003331,9,71,108
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003341,10,89,81
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003361,12,83,96
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003371,13,81,98
