CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,PATRIA-UNIDOS
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003391,15,84,89
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003401,16,90,96
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003411,17,89,89
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003421,18,80,91
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003431,19,89,94
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003441,20,86,87
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003471,23,88,93
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001251,7,106,84
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001271,9,101,41
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006771,3,103,98
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006781,4,89,89
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006831,9,112,67
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007631,1,84,104
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007641,2,100,88
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007691,7,88,84
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007731,11,18,35
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007361,4,78,90
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007371,5,88,90
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007381,6,83,103
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007391,7,83,75
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007401,8,95,75
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007431,11,90,85
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007441,12,83,94
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007451,13,83,84
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007471,15,83,102
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007481,16,67,61
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001861,7,17,3
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004531,4,117,77
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004591,10,101,90
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004621,13,110,79
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004631,14,101,80
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004641,15,107,76
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008941,2,84,91
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008961,4,91,77
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008981,6,92,70
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009021,10,100,75
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009031,11,79,102
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009041,12,107,82
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009071,15,90,89
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009081,16,93,86
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009101,18,92,86
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001481,2,108,71
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001501,4,92,91
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001511,5,96,84
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001521,6,86,87
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001551,9,87,74
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001571,11,84,86
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001581,12,91,83
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001591,13,84,100
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001631,17,94,92
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001661,20,87,94
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001671,21,84,94
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001681,22,107,80
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001691,23,80,105
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001701,24,97,84
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001711,25,52,63
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002541,1,108,78
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002551,2,129,69
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002561,3,105,83
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002571,4,91,90
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002581,5,105,80
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002601,7,110,67
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002611,8,106,71
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002621,9,95,85
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002631,10,111,82
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002641,11,97,80
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002651,12,108,83
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002661,13,99,90
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002681,15,90,98
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002691,16,106,81
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002701,17,108,93
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007241,1,100,85
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007251,2,100,85
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007261,3,78,91
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007271,4,90,84
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007281,5,85,96
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006201,1,70,92
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006211,2,89,74
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006241,5,75,75
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006251,6,91,68
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006271,8,95,71
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006281,9,73,92
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006291,10,72,90
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006301,11,69,92
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006321,13,86,79
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006341,15,86,75
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006351,16,89,84
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1003971,1,102,83
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1003981,2,89,93
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004001,4,93,76
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004021,6,104,79
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004031,7,104,80
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004051,9,90,88
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004061,10,98,82
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004091,13,109,77
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001721,1,118,75
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001731,2,113,76
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001751,4,119,69
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001761,5,132,65
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001771,6,109,74
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001781,7,106,74
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001791,8,76,65
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007201,1,115,65
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007211,2,119,67
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007231,4,118,73
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009221,2,99,84
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004211,2,102,82
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004221,3,103,85
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004231,4,103,89
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004261,7,109,80
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004281,9,109,89
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010031,2,84,73
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010051,4,73,82
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010101,9,85,92
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010111,10,79,92
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004901,1,76,104
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004911,2,93,83
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004931,4,110,69
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004941,5,89,71
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004961,7,14,16
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002371,1,102,78
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002401,4,97,63
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002421,6,100,77
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002491,13,104,71
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002501,14,102,79
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002531,17,44,36
1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,1004871,1,116,81
1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,1004881,2,110,77
1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,1004891,3,55,46
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001301,3,130,59
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001321,5,115,80
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001341,7,93,87
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001351,8,21,14
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001871,1,97,86
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001881,2,108,70
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001891,3,113,74
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001901,4,106,74
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001911,5,105,76
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001921,6,110,81
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001931,7,115,56
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001941,8,100,72
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001961,10,85,82
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001971,11,126,63
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001991,13,111,67
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002001,14,101,73
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002021,16,111,72
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002031,17,113,67
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002041,18,101,68
1,Oropeza,1,Sucre,2794,Sucre,517,Escuela Daniel Calvo,1000601,1,100,72
1,Oropeza,1,Sucre,2794,Sucre,517,Escuela Daniel Calvo,1000611,2,116,68
1,Oropeza,1,Sucre,2794,Sucre,517,Escuela Daniel Calvo,1000621,3,102,50
1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1000671,3,119,61
1,Oropeza,1,Sucre,2794,Sucre,529,Iglesia San Matías,1006961,1,108,90
1,Oropeza,1,Sucre,2794,Sucre,529,Iglesia San Matías,1006981,3,122,76
1,Oropeza,1,Sucre,2794,Sucre,529,Iglesia San Matías,1007001,5,99,89
1,Oropeza,1,Sucre,2794,Sucre,529,Iglesia San Matías,1007041,9,118,69
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008791,1,88,92
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008811,3,105,74
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008831,5,90,97
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008861,8,96,79
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008871,9,72,104
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008901,12,99,72
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008911,13,88,101
1,Oropeza,1,Sucre,2794,Sucre,534,Escuela Tucsupaya,1005671,3,89,100
1,Oropeza,1,Sucre,2794,Sucre,534,Escuela Tucsupaya,1005711,7,99,84
1,Oropeza,1,Sucre,2794,Sucre,534,Escuela Tucsupaya,1005721,8,101,81
1,Oropeza,1,Sucre,2794,Sucre,534,Escuela Tucsupaya,1005731,9,107,83
1,Oropeza,1,Sucre,2794,Sucre,534,Escuela Tucsupaya,1005741,10,82,88
1,Oropeza,1,Sucre,2794,Sucre,534,Escuela Tucsupaya,1005751,11,100,77
1,Oropeza,1,Sucre,2794,Sucre,534,Escuela Tucsupaya,1005771,13,93,83
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008641,3,105,81
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008701,9,98,86
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008711,10,96,83
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008721,11,98,68
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008741,13,100,83
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008761,15,76,91
1,Oropeza,1,Sucre,2794,Sucre,536,U.E. Francisco Cermeño,1002331,2,86,88
1,Oropeza,1,Sucre,2794,Sucre,536,U.E. Francisco Cermeño,1002341,3,23,22
1,Oropeza,1,Sucre,2794,Sucre,25027,Salon Multifuncional El Niño,1006461,3,111,80
1,Oropeza,1,Sucre,2794,Sucre,25027,Salon Multifuncional El Niño,1006471,4,104,78
1,Oropeza,1,Sucre,2794,Sucre,25027,Salon Multifuncional El Niño,1006481,5,112,82
1,Oropeza,1,Sucre,2794,Sucre,25027,Salon Multifuncional El Niño,1006501,7,45,30
1,Oropeza,1,Sucre,2794,Sucre,25028,Salon Multifuncional La Hoyada,1007861,1,93,79
1,Oropeza,1,Sucre,2794,Sucre,25028,Salon Multifuncional La Hoyada,1007871,2,85,98
1,Oropeza,1,Sucre,2794,Sucre,25029,(Cárcel) Cárcel Pública,1009341,1,80,84
1,Oropeza,1,Sucre,2794,Sucre,25029,(Cárcel) Cárcel Pública,1009351,2,83,80
1,Oropeza,1,Sucre,2794,Sucre,25031,Mercado Yurac Yurac,1007571,9,97,80
1,Oropeza,1,Sucre,2794,Sucre,25031,Mercado Yurac Yurac,1007581,10,110,60
1,Oropeza,1,Sucre,2794,Sucre,25031,Mercado Yurac Yurac,1007591,11,103,79
1,Oropeza,1,Sucre,2794,Sucre,25031,Mercado Yurac Yurac,1007601,12,99,74
1,Oropeza,1,Sucre,2794,Sucre,25032,Unidad Educativa Alberto Bohorquez,1009701,4,77,80
1,Oropeza,1,Sucre,2794,Sucre,25530,Campo Deportivo Noria Alta,1007171,5,106,74
1,Oropeza,1,Sucre,2794,Sucre,25530,Campo Deportivo Noria Alta,1007181,6,106,88
1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,1007971,1,94,97
1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,1007981,2,106,85
1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,1007991,3,92,87
1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,1008001,4,111,73
1,Oropeza,1,Sucre,2794,Sucre,25569,Salón Multifuncional Satélite,1007071,1,100,91
