CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA-UNIDOS,MTS,A.S.,APP,DEMOCRATAS,A-UPP,PDC,UN,CAOP,NGP,APB-SUMATE,LIBRE,CAOCH,CONACH-W,CSUTOAPCH,A-P,ASCAP,JAP,S-P,MNR,POR
1,Tomás Frías,1,Potosí,1494,Potosí,31115,U. E. Andrés de Santa Cruz  A  (Inicial),5005207,3,12,9,13,4,2,0,3,2,2,3,8,4,,,,,2,2,10,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001807,1,7,23,24,8,2,0,5,6,7,6,7,5,,,,,6,4,9,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001817,2,14,20,25,6,1,0,5,4,4,8,11,3,,,,,5,6,7,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001827,3,16,10,30,2,0,1,2,2,2,3,19,3,,,,,4,7,13,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001837,4,17,16,23,6,0,1,0,1,3,5,11,5,,,,,3,2,15,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001847,5,15,16,22,4,2,4,2,2,3,6,12,3,,,,,7,7,17,10,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001857,6,19,10,23,2,0,1,3,1,5,7,6,7,,,,,6,5,15,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001867,7,14,22,20,5,1,2,3,1,6,7,12,9,,,,,2,6,10,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001877,8,22,18,31,7,0,1,2,9,7,8,10,9,,,,,3,6,11,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001887,9,15,15,25,4,3,0,1,2,9,9,5,7,,,,,3,13,11,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001897,10,18,14,28,6,4,1,3,5,5,10,11,9,,,,,2,7,15,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001907,11,2,3,10,2,0,2,1,2,3,2,2,3,,,,,2,2,8,6,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006447,1,19,11,19,6,1,2,4,3,5,3,11,7,,,,,4,3,4,10,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006457,2,23,10,30,6,3,2,2,2,6,4,5,5,,,,,5,3,14,9,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006467,3,16,12,25,0,1,2,2,5,5,5,4,5,,,,,2,3,22,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006477,4,18,6,9,1,1,0,0,1,3,2,0,2,,,,,0,1,3,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007127,1,13,14,28,4,1,0,8,4,4,9,8,7,,,,,4,4,11,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007137,2,13,15,22,2,4,0,6,4,7,2,14,2,,,,,4,10,11,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007157,4,15,15,30,5,2,2,5,2,3,8,9,8,,,,,3,0,25,9,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007167,5,7,17,33,3,0,1,7,3,10,7,7,5,,,,,0,7,15,17,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007177,6,16,9,33,3,2,0,1,8,2,9,8,0,,,,,0,5,8,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007197,8,12,12,19,4,0,1,2,1,3,10,8,3,,,,,7,4,6,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004967,1,17,14,23,4,0,1,3,7,3,8,7,11,,,,,0,9,7,16,
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004977,2,13,18,29,7,3,1,0,2,6,11,8,3,,,,,2,5,6,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004987,3,4,16,27,7,0,2,2,9,4,9,11,5,,,,,7,9,17,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004997,4,3,0,3,1,1,0,0,0,0,1,2,4,,,,,1,1,1,0,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005217,1,22,15,25,6,2,0,2,7,5,15,10,9,,,,,3,4,8,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005227,2,17,12,21,6,3,1,0,4,2,5,19,13,,,,,6,7,14,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005237,3,11,14,27,6,0,1,2,5,5,8,7,7,,,,,1,7,15,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005247,4,16,16,23,5,0,0,2,2,5,9,12,11,,,,,1,11,14,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005257,5,15,17,36,8,0,2,4,5,6,13,9,6,,,,,2,7,14,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005267,6,10,17,33,12,0,0,7,5,2,6,12,16,,,,,0,5,13,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005277,7,12,10,23,3,3,4,3,1,2,13,13,7,,,,,2,3,12,16,
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002717,1,21,11,27,3,2,0,5,2,5,3,4,8,,,,,6,8,11,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002727,2,27,11,18,6,1,3,7,3,4,2,3,8,,,,,4,7,12,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002737,3,18,16,29,5,2,0,5,1,2,5,6,5,,,,,0,5,14,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002747,4,24,14,24,4,1,0,6,2,1,5,6,3,,,,,2,1,12,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002757,5,14,7,18,2,2,1,4,1,2,4,2,4,,,,,3,0,6,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005707,1,24,16,23,4,1,1,6,5,3,10,12,15,,,,,4,7,11,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005717,2,19,11,21,5,0,0,4,3,3,10,9,15,,,,,2,11,16,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005727,3,31,18,12,2,1,3,6,5,2,13,8,10,,,,,1,7,8,16,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005737,4,24,18,17,8,1,2,3,4,2,12,5,6,,,,,1,4,17,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005747,5,25,18,17,5,1,0,4,4,1,9,11,9,,,,,6,7,10,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005757,6,17,18,23,9,1,2,2,5,6,12,14,9,,,,,3,4,20,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005767,7,4,3,12,3,1,0,2,2,2,3,7,3,,,,,2,5,3,4,
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006187,1,14,17,10,2,2,2,10,1,20,1,2,3,,,,,1,1,4,3,
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006197,2,15,15,17,2,2,0,8,2,27,0,7,4,,,,,3,3,5,1,
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006207,3,12,11,11,3,1,0,3,2,28,0,4,2,,,,,3,3,4,1,
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006217,4,13,18,13,1,1,1,5,2,33,1,3,2,,,,,3,0,2,1,
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000037,1,8,31,47,1,3,0,4,3,0,2,3,3,,,,,3,11,3,0,
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000047,2,8,28,44,5,3,0,6,1,3,1,0,6,,,,,1,3,2,2,
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000057,3,10,44,53,2,2,2,2,0,3,2,1,3,,,,,2,3,1,1,
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000067,4,9,36,50,5,4,2,3,2,3,3,0,1,,,,,5,3,8,1,
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000077,5,4,23,25,0,3,1,4,0,2,0,0,2,,,,,0,0,2,2,
1,Tomás Frías,1,Potosí,1507,Manquiri,62,Esc. Manquiri,5000087,1,18,6,15,0,4,0,1,2,0,0,2,0,,,,,1,3,14,0,
1,Tomás Frías,1,Potosí,1508,Chullchucani,64,Esc. Martin Cruz,5000097,1,27,28,25,2,5,2,2,15,12,4,7,5,,,,,6,8,2,2,
1,Tomás Frías,1,Potosí,1508,Chullchucani,64,Esc. Martin Cruz,5000107,2,30,16,35,5,4,0,3,9,4,2,5,3,,,,,12,15,6,4,
1,Tomás Frías,1,Potosí,2741,Santiago de Ockoruro,65,Esc. Ockoruro,5000117,1,5,5,11,0,2,0,2,0,2,0,0,2,,,,,2,1,0,0,
1,Tomás Frías,1,Potosí,3134,Parantaca,535,Esc. Parantaca,5000147,1,8,3,5,1,1,0,0,1,2,0,1,0,,,,,1,77,1,2,
1,Tomás Frías,1,Potosí,4568,Pati Pati,32277,U.E. San José de Pati Pati,5000157,1,9,2,4,3,0,0,1,0,1,1,3,0,,,,,85,4,2,1,
1,Tomás Frías,1,Potosí,4568,Pati Pati,32277,U.E. San José de Pati Pati,5000167,2,6,1,0,2,1,0,0,0,2,0,2,0,,,,,60,1,3,1,
1,Tomás Frías,4,Urmiri,1512,Urmiri,69,Esc. Juan Jose Perez,5008137,2,16,,,,,,,,,,,,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009467,3,6,13,20,3,4,6,8,8,10,14,20,3,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009477,4,15,10,17,7,6,11,7,11,11,20,20,5,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009507,7,16,9,13,12,4,7,6,6,11,14,27,5,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009517,8,18,15,19,3,0,8,2,14,3,18,24,2,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009527,9,8,10,16,9,4,16,6,8,6,13,32,5,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009567,13,13,14,9,17,1,10,11,6,9,9,32,3,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,92,Coleg. Siglo XX America,5010197,1,11,16,18,15,6,5,5,7,5,21,31,3,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,92,Coleg. Siglo XX America,5010217,3,15,21,14,4,1,6,7,15,4,14,17,5,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,92,Coleg. Siglo XX America,5010227,4,8,8,31,3,0,6,2,10,9,17,15,2,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,92,Coleg. Siglo XX America,5010237,5,15,15,16,1,9,14,5,8,0,14,21,1,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,92,Coleg. Siglo XX America,5010257,7,16,6,25,8,7,11,6,9,4,15,25,5,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,92,Coleg. Siglo XX America,5010307,12,5,12,20,5,3,13,7,11,6,9,21,6,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,92,Coleg. Siglo XX America,5010337,15,9,9,19,3,3,12,5,4,5,16,22,4,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,93,Esc. Carlos Medinaceli,5009697,3,15,15,16,9,5,16,5,9,8,16,17,0,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,94,Esc. 6 de Junio,5010347,1,9,20,22,2,1,5,6,6,7,15,15,3,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,94,Esc. 6 de Junio,5010357,2,9,15,33,4,1,12,0,10,6,11,14,2,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,94,Esc. 6 de Junio,5010367,3,5,15,15,5,3,5,2,8,4,13,15,4,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,94,Esc. 6 de Junio,5010377,4,6,19,30,4,1,4,3,2,6,13,10,3,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,94,Esc. 6 de Junio,5010387,5,11,12,16,5,7,7,4,7,3,21,21,1,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,94,Esc. 6 de Junio,5010417,8,3,2,9,1,0,2,1,0,2,0,7,1,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,95,Humanistico Llallagua,5009747,2,9,5,21,9,7,14,19,8,6,19,19,2,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,31145,CEA   Catavi,5010427,1,3,19,24,9,3,7,5,8,9,19,30,5,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,31145,CEA   Catavi,5010447,3,14,10,23,12,7,6,6,9,7,14,26,7,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,31147,U. E. Tomás Frías,5009897,1,9,9,8,6,4,14,5,5,5,12,15,3,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,31147,U. E. Tomás Frías,5009907,2,8,9,22,8,2,10,8,2,10,15,17,6,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,31147,U. E. Tomás Frías,5009927,4,8,6,14,11,4,4,9,9,4,12,24,5,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,31147,U. E. Tomás Frías,5009937,5,16,9,16,6,7,6,12,9,12,9,16,3,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,32273,U.E. Libertad,5009387,1,4,5,9,0,20,10,4,5,10,45,3,0,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,32273,U.E. Libertad,5009397,2,8,1,10,2,10,10,1,1,9,47,2,0,,,,,,,,,
2,Bustillo,3,Llallagua,1530,Llallagua,32273,U.E. Libertad,5009437,6,1,0,6,0,3,1,2,4,4,13,0,0,,,,,,,,,
4,Chayanta,2,Ravelo,1583,Huaycoma,152,Esc. Huaycoma,5012557,1,0,9,2,8,,21,15,,,0,,,,,,,,,,,1
4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,5013717,1,7,61,12,6,,4,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,5013737,3,6,60,8,2,,5,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,5013747,4,3,2,0,4,,0,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1573,Ayoma,141,U. E. Franz Tamayo De Ayoma,5013757,1,5,21,8,1,,11,,,,,,,,,,,,,,,
