CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PDC,VENCEREMOS,JALLALLA LP,IH,PATRIA-SOL,MTS,FRI,SPBC,ASLP,APB-SUMATE,M.P.S.,A-UPP,UPC,ASP,VIDA,LIBRE,NGP
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012741,1,1,33,3,13,69,11,1,2,17,3,3,2,3,4,2,21,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012771,4,2,26,1,11,83,7,1,0,17,2,0,5,4,7,4,22,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,U. E. Santa Ana II,2000201,2,4,37,3,13,67,5,1,0,16,5,4,0,3,3,5,14,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,U. E. Santa Ana II,2000241,6,1,38,2,17,84,5,0,1,19,4,0,0,1,0,2,12,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,U. E. Santa Ana II,2000251,7,1,9,2,4,23,4,1,1,8,1,0,0,1,1,0,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001391,9,3,30,2,20,83,3,2,6,13,0,0,0,3,5,4,19,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001411,11,1,34,1,9,84,8,1,1,18,1,1,0,2,4,2,17,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001431,13,1,30,3,16,82,5,0,0,25,1,0,0,3,4,2,22,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001601,5,2,38,3,10,91,3,2,0,15,1,2,2,3,3,0,18,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001651,10,2,33,0,8,88,8,2,1,28,3,1,2,2,1,4,15,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001701,15,0,5,0,1,22,0,0,0,1,1,0,0,0,0,0,4,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001721,2,2,35,0,12,95,2,1,3,21,4,1,1,4,3,1,16,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001761,6,0,34,2,13,89,5,0,2,13,4,2,1,0,2,2,17,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001781,8,2,34,6,10,74,5,0,5,24,5,0,0,5,1,1,10,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001801,10,2,30,3,12,93,6,0,1,17,3,0,0,2,3,1,21,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001811,11,2,40,2,14,78,8,0,3,18,4,0,0,0,2,1,18,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001821,12,5,26,2,16,65,10,0,7,16,3,2,0,5,3,1,19,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001851,15,2,44,5,8,81,10,0,2,13,4,2,1,2,0,0,17,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001861,16,3,37,4,5,88,6,1,2,14,0,0,0,2,5,1,18,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001871,17,0,15,0,7,42,1,1,3,11,1,2,0,0,1,1,8,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002401,2,4,30,0,15,86,7,1,5,13,6,3,0,2,0,3,13,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002421,4,4,47,4,15,68,8,2,2,14,3,1,1,0,0,0,17,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002441,6,4,22,4,11,63,7,4,2,18,5,4,5,2,4,6,17,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002481,10,1,31,1,16,83,11,1,2,17,4,1,0,2,1,2,15,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002491,11,0,9,0,4,9,1,0,0,2,0,0,0,0,0,1,11,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2014981,1,1,35,3,20,64,9,1,5,10,4,4,1,1,2,4,13,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2014991,2,2,23,8,23,58,11,0,1,18,0,1,1,7,10,4,14,15
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015001,3,2,30,6,20,69,6,1,2,22,3,1,0,3,9,2,14,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015011,4,1,31,4,18,53,5,2,3,20,1,7,3,1,5,7,18,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015021,5,3,34,2,24,59,12,1,3,19,6,4,5,3,6,1,9,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015031,6,3,20,8,25,52,17,5,3,14,5,3,5,6,3,2,11,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015051,8,1,20,4,19,60,8,1,6,26,4,2,1,3,5,5,18,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015061,9,3,22,6,24,69,5,2,2,14,5,1,2,4,7,2,16,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015071,10,3,28,3,16,65,4,1,4,19,6,0,1,1,4,5,19,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015081,11,1,20,6,29,52,10,2,3,19,7,5,2,0,11,4,15,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015121,15,2,23,2,23,75,16,5,2,15,5,1,5,3,8,2,13,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015131,16,2,25,2,21,58,12,2,6,31,2,0,2,3,4,4,10,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015161,19,1,22,10,16,68,9,0,4,19,2,1,0,1,10,3,12,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015201,23,5,22,0,24,65,6,1,5,17,3,7,0,3,6,3,14,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,504,U.E. Alfredo Vargas B,2015211,24,3,8,0,12,14,3,1,2,6,1,2,0,0,5,0,9,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2001941,7,0,37,1,12,89,4,2,1,14,2,1,1,1,10,1,12,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2001951,8,2,37,0,24,61,12,0,5,22,1,1,1,1,7,3,15,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2001961,9,2,28,2,34,58,15,2,1,12,3,2,3,8,6,2,19,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002001,13,0,37,1,17,75,10,2,21,5,2,3,6,5,5,10,1,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002011,14,1,37,3,24,87,0,0,0,17,1,1,1,4,9,1,10,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002021,15,1,30,5,15,88,5,0,6,13,4,1,1,0,3,2,11,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002051,18,1,27,8,6,79,10,0,3,19,2,1,0,4,5,3,9,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002101,23,0,29,4,20,87,10,2,2,15,2,2,1,3,4,3,24,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002121,25,2,36,5,23,71,10,0,4,12,0,1,0,2,9,1,13,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002131,26,1,37,1,20,80,6,2,2,13,1,1,1,1,5,2,14,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002151,28,1,23,6,31,66,7,3,4,16,3,2,2,2,4,3,20,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002201,33,1,33,1,19,88,4,1,2,11,2,1,0,6,2,4,20,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002221,35,0,25,0,19,87,7,1,2,8,0,1,3,2,6,2,21,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002241,37,2,39,9,27,79,6,0,5,8,0,3,3,4,5,3,6,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,505,Instituto Tecnológico Ayacucho,2002251,38,1,13,3,4,30,1,0,1,3,1,1,0,0,1,0,4,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014711,6,3,7,6,34,38,17,2,3,9,6,2,2,9,5,3,6,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014721,7,7,8,6,31,34,19,1,1,11,8,5,2,8,6,15,10,14
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014741,9,3,14,13,20,29,15,3,8,6,5,1,2,11,8,13,12,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014791,14,3,18,13,25,21,12,2,7,10,3,1,3,5,3,17,7,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014801,15,4,14,7,24,31,22,5,3,13,3,5,4,6,4,13,8,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014811,16,3,13,10,38,32,10,2,1,16,5,5,4,6,2,14,7,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014821,17,1,10,13,31,42,19,2,5,4,9,2,3,10,4,10,11,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014831,18,3,6,5,44,20,18,2,3,18,5,5,4,7,2,7,4,14
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014861,21,7,10,12,28,38,11,5,2,6,2,6,1,6,7,13,7,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014871,22,0,11,7,30,30,15,6,1,7,6,6,5,5,12,9,9,13
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014881,23,2,12,7,25,44,22,0,9,19,8,3,6,3,6,7,6,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014891,24,4,16,7,27,33,10,1,4,9,2,1,6,6,9,12,8,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,506,U.E.  Adolfo  Costa Du Rels,2014901,25,2,10,7,22,24,22,1,4,9,6,2,4,10,6,20,11,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015581,2,4,15,13,30,21,10,0,1,6,3,8,3,5,8,16,8,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015591,3,1,6,4,33,29,18,4,9,16,3,0,5,8,2,5,17,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015601,4,5,11,12,26,23,11,4,5,4,4,4,5,7,4,10,13,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015611,5,2,13,3,31,25,14,1,8,13,6,4,3,6,4,11,6,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015621,6,3,17,3,33,26,13,2,3,14,5,2,3,1,6,9,8,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015631,7,1,8,9,32,28,6,1,2,15,4,9,4,6,8,11,6,13
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015641,8,3,10,2,31,32,9,4,4,10,7,3,5,2,4,14,7,18
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015651,9,6,15,6,25,28,16,3,4,16,2,3,5,2,5,13,7,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015661,10,4,10,6,27,41,15,6,3,11,1,5,2,9,10,7,5,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015671,11,4,4,16,21,22,11,1,2,3,2,1,7,1,4,11,7,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015681,12,2,13,6,35,31,17,7,4,9,4,5,2,6,9,9,7,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015691,13,2,14,7,19,44,14,2,3,12,4,1,4,11,4,5,12,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015701,14,8,6,10,30,31,7,3,5,16,4,2,5,3,5,19,6,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015711,15,3,9,3,28,27,11,3,5,16,5,5,7,4,7,7,10,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015731,17,6,13,6,37,21,19,3,4,9,5,4,12,6,4,6,4,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015741,18,8,11,3,22,29,10,4,7,25,9,3,12,4,6,3,3,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015781,22,6,13,6,31,35,18,3,4,16,3,1,5,6,5,11,15,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015801,24,8,15,7,27,31,20,4,3,17,5,4,8,8,6,8,6,13
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015811,25,3,15,6,32,32,12,1,3,13,6,6,5,7,3,6,15,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015821,26,1,14,7,29,41,9,0,7,11,2,6,5,5,3,9,5,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015831,27,7,13,9,25,27,18,1,6,7,4,0,8,10,8,10,9,15
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015841,28,4,9,15,37,31,11,0,2,13,7,1,6,8,4,9,5,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,601,U.E.  Pablo Iturri Jurado B,2015861,30,1,3,1,8,11,3,1,2,3,0,1,0,0,3,1,2,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,602,Complejo Deportivo Camiri,2015531,7,1,32,2,23,78,8,1,1,16,2,1,1,4,7,5,14,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,602,Complejo Deportivo Camiri,2015561,10,0,14,5,10,42,7,1,3,7,2,1,2,1,0,2,15,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,603,U.E.  Simón Rodriguez Carreño,2016651,1,0,15,6,27,27,8,3,8,13,4,1,4,2,8,4,19,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,603,U.E.  Simón Rodriguez Carreño,2016661,2,0,19,8,24,44,8,5,4,17,4,2,4,4,6,8,16,7
