CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PDC,VENCEREMOS,JALLALLA LP,IH,PATRIA-SOL,MTS,FRI,SPBC,ASLP,APB-SUMATE,M.P.S.,A-UPP,UPC,ASP,VIDA,LIBRE,NGP
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,101,Escuela Industrial Superior Pedro Domingo Murillo,2012211,1,3,22,8,28,56,17,1,1,24,6,2,1,3,3,6,8,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,101,Escuela Industrial Superior Pedro Domingo Murillo,2012331,13,2,16,4,35,46,9,0,5,21,6,3,4,2,2,2,16,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,101,Escuela Industrial Superior Pedro Domingo Murillo,2012351,15,4,15,4,34,55,10,2,4,17,5,1,2,6,0,5,20,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,101,Escuela Industrial Superior Pedro Domingo Murillo,2012371,17,2,25,3,23,66,8,2,9,19,6,2,2,4,3,3,15,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,101,Escuela Industrial Superior Pedro Domingo Murillo,2012401,20,0,1,0,3,13,0,0,0,3,1,0,0,0,0,1,0,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,102,U. E. Luis Ernest CBN A,2012491,9,1,29,8,20,51,11,4,2,25,5,2,5,7,3,4,18,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,103,U. E. Litoral A,2012601,9,2,15,4,23,56,15,3,5,17,5,4,4,2,4,8,18,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,103,U. E. Litoral A,2012611,10,2,16,6,15,48,13,0,3,16,1,0,3,5,4,10,25,17
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,105,U. E. 10 de Junio,2013061,4,5,8,4,36,38,14,1,8,13,12,3,2,7,2,14,7,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,105,U. E. 10 de Junio,2013071,5,5,13,6,19,23,11,4,2,16,3,2,4,15,2,15,8,26
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,105,U. E. 10 de Junio,2013131,11,3,5,2,20,24,7,0,2,5,2,0,0,1,1,2,4,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013231,1,4,39,6,26,27,7,2,6,20,4,3,6,6,3,12,14,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013241,2,4,16,9,27,45,9,2,11,22,3,3,2,5,1,7,14,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013251,3,3,13,9,14,38,15,5,2,17,5,6,2,6,4,9,9,15
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013271,5,2,23,6,25,50,6,4,3,12,4,3,0,4,3,7,20,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013281,6,2,26,4,28,44,11,2,3,17,5,3,2,7,1,5,14,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013291,7,4,23,11,26,32,14,2,7,26,3,2,4,5,3,6,13,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013301,8,2,25,7,28,25,7,3,6,9,7,5,5,11,2,12,11,13
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013311,9,3,22,5,36,45,10,3,7,14,5,3,3,1,1,7,15,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013321,10,2,36,5,22,43,10,2,6,23,4,2,2,8,3,15,9,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013331,11,2,17,9,33,43,15,1,4,25,8,5,2,10,4,3,5,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013361,14,4,16,3,27,40,14,3,4,18,6,3,1,12,3,8,15,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,U. E. Abraham Lincoln,2013371,15,2,8,2,3,13,4,0,2,4,1,2,0,1,1,0,6,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,202,U. E. John Fitzgerald Kennedy,2012731,6,0,10,0,8,27,2,1,3,11,1,0,0,0,0,2,10,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,204,U. E. Nicolás Fernandez Naranjo,2013871,1,3,19,6,36,33,20,3,4,19,3,1,5,5,5,5,6,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,204,U. E. Nicolás Fernandez Naranjo,2013881,2,2,25,4,23,46,4,1,4,12,5,7,6,6,3,3,16,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,204,U. E. Nicolás Fernandez Naranjo,2013961,10,4,19,3,38,40,12,1,4,12,5,3,4,7,4,4,19,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,204,U. E. Nicolás Fernandez Naranjo,2014031,17,5,14,5,31,50,7,2,4,19,3,2,1,12,6,4,6,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,204,U. E. Nicolás Fernandez Naranjo,2014131,27,3,22,8,30,39,5,1,3,21,4,4,2,4,3,9,8,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,204,U. E. Nicolás Fernandez Naranjo,2014161,30,2,17,6,25,47,17,3,4,22,3,1,1,5,3,5,15,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,204,U. E. Nicolás Fernandez Naranjo,2014191,33,4,7,4,26,47,12,5,9,22,6,2,3,7,3,9,20,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013451,8,5,9,7,36,26,13,3,5,28,5,5,1,6,1,9,5,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013481,11,2,19,4,39,41,13,1,2,14,5,2,1,4,4,9,17,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013501,13,2,13,5,38,60,4,2,4,12,2,2,5,5,2,9,14,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013511,14,3,21,6,28,56,11,1,6,15,5,2,3,7,3,6,19,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013601,23,4,21,4,24,44,10,3,5,15,3,6,3,6,4,5,14,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013631,26,3,7,4,32,24,15,2,4,19,1,10,4,5,6,8,13,17
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013661,29,3,15,3,36,56,13,1,4,21,4,2,2,7,6,5,9,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013681,31,3,8,6,41,44,13,1,2,15,4,5,4,5,3,5,13,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013691,32,1,22,5,26,50,11,1,7,17,7,2,4,9,3,7,17,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,U. E. Americana,2014321,1,0,25,7,13,86,9,1,0,16,1,3,0,4,6,2,26,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,U. E. Americana,2014331,2,3,32,2,19,64,7,1,3,15,6,1,3,3,7,3,17,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,U. E. Americana,2014341,3,2,24,2,22,62,14,2,4,9,5,5,1,2,5,8,18,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,U. E. Americana,2014371,6,3,24,8,14,67,10,0,2,18,1,2,1,4,4,1,13,4
