CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,TUFE,A-UPP,MTS,MNR,DESPIERTA,CPEM-B,PATRIA-UNIDOS,NGP
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002202,5,21,19,3,15,38,1,76,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002212,6,16,12,2,29,36,4,70,
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002462,1,11,8,5,27,33,0,86,
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002472,2,17,16,4,24,36,0,64,
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002482,3,15,7,9,23,25,1,69,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001882,1,17,10,6,28,29,4,77,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001892,2,25,10,4,20,23,4,91,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001902,3,19,10,7,24,18,4,77,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001912,4,20,16,5,22,22,2,82,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001922,5,30,73,8,15,22,3,9,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001932,6,24,6,5,21,37,2,75,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001942,7,28,13,3,21,25,3,78,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001952,8,26,14,7,33,27,2,59,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001962,9,32,6,4,20,30,1,60,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001972,10,23,10,7,18,14,2,67,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001982,11,25,12,2,34,27,0,72,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001992,12,23,6,9,15,25,2,72,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8002002,13,17,4,2,17,30,0,72,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003292,1,21,10,2,18,31,3,85,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003302,2,28,14,7,23,23,1,65,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003312,3,19,6,8,19,19,3,82,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003322,4,10,10,10,28,21,2,73,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003332,5,20,21,8,25,19,5,76,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003342,6,22,11,5,23,17,1,85,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003352,7,18,8,6,26,22,2,89,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003362,8,16,13,3,25,23,2,84,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003372,9,15,7,11,26,17,2,87,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003382,10,13,8,6,19,29,5,87,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003392,11,22,16,6,19,28,2,74,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003402,12,13,11,8,21,24,3,80,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003412,13,2,0,0,2,3,0,14,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002522,1,15,22,5,19,37,2,79,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002532,2,16,18,10,30,22,3,75,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002542,3,29,14,4,13,33,3,66,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002552,4,25,11,5,14,22,4,82,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002562,5,22,9,7,21,25,2,81,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002572,6,13,14,1,5,19,0,32,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000672,1,27,13,7,21,12,5,64,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000682,2,28,12,6,30,27,6,52,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000692,3,23,8,11,25,19,3,66,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000702,4,15,16,19,27,22,2,57,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000712,5,22,9,10,24,19,0,57,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000722,6,22,9,11,21,20,3,64,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000732,7,22,10,12,37,18,5,50,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000742,8,18,16,12,27,16,4,50,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000752,9,21,4,8,28,9,1,64,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000762,10,17,5,5,32,16,3,56,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000772,11,19,11,9,29,12,1,67,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000782,12,28,14,12,22,23,6,62,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000792,13,28,12,8,28,15,4,74,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000802,14,17,12,10,32,24,4,59,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000812,15,22,7,9,26,17,5,56,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000822,16,26,4,9,23,24,3,57,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000832,17,10,5,10,18,12,3,27,
1,Cercado,1,Trinidad,2526,Trinidad,16,(Cárcel) Cárcel Mocobi,8003692,1,7,8,13,20,3,5,45,
1,Cercado,1,Trinidad,2526,Trinidad,16,(Cárcel) Cárcel Mocobi,8003702,2,4,4,3,9,0,4,20,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002222,1,21,9,3,19,19,1,95,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002232,2,17,11,4,19,29,0,86,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002242,3,19,6,3,22,29,1,84,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002252,4,23,11,5,23,30,1,69,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002262,5,18,19,5,34,25,0,77,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002272,6,21,10,5,28,22,1,76,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002282,7,18,13,2,23,37,0,82,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002292,8,21,9,3,17,20,2,67,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003062,1,19,5,5,23,29,4,92,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003072,2,23,9,2,39,25,2,70,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003082,3,20,9,6,21,25,3,72,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003092,4,24,11,3,25,22,3,64,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003102,5,24,9,7,26,22,3,77,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003112,6,18,9,4,33,37,4,72,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003122,7,19,13,1,30,28,2,83,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003132,8,21,6,12,17,22,3,76,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003142,9,40,7,6,22,27,5,63,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003152,10,25,9,8,27,21,4,66,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003162,11,13,8,3,26,28,2,99,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003172,12,27,12,7,29,24,5,73,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003182,13,19,14,3,22,30,1,91,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003192,14,20,8,3,22,29,4,84,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003202,15,11,4,4,11,10,1,22,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001102,1,29,6,7,23,17,4,72,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001112,2,19,9,8,25,21,3,80,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001122,3,16,9,11,30,21,5,59,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001132,4,24,13,10,21,18,1,69,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001142,5,26,12,6,26,21,3,62,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001152,6,28,10,13,21,20,4,68,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001162,7,26,12,8,28,17,7,57,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001172,8,27,7,5,19,18,2,67,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001182,9,24,6,10,32,27,3,61,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001192,10,22,10,8,22,23,4,74,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001202,11,22,9,10,25,12,1,75,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001212,12,14,7,11,27,16,3,46,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002302,1,15,12,4,22,19,1,85,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002312,2,15,12,4,23,22,1,83,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002322,3,16,10,8,25,22,4,69,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002332,4,14,12,4,31,25,2,67,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002342,5,20,17,6,28,20,2,78,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002352,6,17,11,3,23,22,4,81,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002362,7,24,21,2,20,16,5,79,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002372,8,13,10,7,18,26,3,70,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002382,9,19,8,6,27,23,3,86,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002392,10,13,7,8,15,21,0,69,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002662,1,27,9,8,21,23,1,62,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002672,2,19,15,9,26,30,2,59,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002682,3,21,16,9,31,17,3,52,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002692,4,21,11,8,28,16,2,59,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002702,5,18,16,6,22,17,4,62,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002712,6,19,10,7,19,20,3,63,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002722,7,17,7,8,30,21,1,53,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002732,8,27,8,13,25,15,5,62,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002742,9,20,11,7,24,16,2,64,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002752,10,23,19,10,19,13,2,50,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002762,11,20,16,4,32,21,0,71,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002772,12,23,15,3,26,33,2,52,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002782,13,19,8,9,17,20,5,65,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002792,14,16,7,8,17,16,1,58,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002802,15,15,14,9,19,17,3,60,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002812,16,14,14,10,21,20,4,60,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002822,17,7,2,5,2,2,3,22,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003422,1,20,8,6,27,17,2,78,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003432,2,13,8,7,36,16,2,73,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003442,3,24,5,4,30,20,10,58,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003452,4,20,8,8,24,20,5,90,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003462,5,19,8,5,29,24,5,75,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003472,6,18,13,6,29,18,1,68,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003482,7,16,12,6,34,27,4,59,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003492,8,27,8,10,30,19,4,66,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003502,9,11,15,6,21,19,3,74,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003512,10,20,14,7,33,19,1,63,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003522,11,14,13,3,37,17,3,62,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003532,12,17,8,10,24,26,5,71,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003542,13,17,4,6,16,17,5,74,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003552,14,16,11,12,24,15,5,82,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003562,15,16,8,3,15,13,2,47,
1,Cercado,1,Trinidad,2526,Trinidad,29,(Cárcel) Cárcel De Mujeres,8000842,1,7,5,2,5,2,1,14,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002582,1,14,9,4,20,28,3,105,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002592,2,19,11,3,20,32,5,89,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002602,3,25,11,4,30,24,1,83,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002612,4,10,6,1,12,12,1,51,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001312,1,13,6,1,24,29,1,55,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001322,2,18,9,8,31,25,2,55,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001332,3,27,9,6,22,23,1,56,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001342,4,28,6,4,18,34,1,56,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001352,5,16,7,8,23,17,6,65,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001362,6,24,9,5,27,25,3,66,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001372,7,10,11,7,27,30,1,62,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001382,8,17,8,6,24,23,0,67,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001392,9,3,0,3,1,3,1,9,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003712,1,18,12,2,21,21,6,74,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003722,2,20,15,4,21,19,3,76,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003732,3,3,3,1,4,9,0,17,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000392,1,18,17,10,33,17,2,57,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000402,2,18,13,1,23,14,2,86,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000412,3,13,15,9,25,23,0,67,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000422,4,27,5,14,24,21,3,62,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000432,5,22,16,7,14,24,4,67,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000442,6,15,14,7,20,16,2,77,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000452,7,18,7,7,20,15,2,84,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000462,8,30,4,8,21,25,3,68,
