CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,InscritosHabilitados,VotoValido,VotoBlanco,VotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000821,1,240,158,29,13,200,158,200
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000831,2,240,160,32,7,199,160,199
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000841,3,240,156,36,10,202,156,202
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000861,5,240,156,36,7,199,156,199
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000871,6,240,163,27,5,195,163,195
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000881,7,240,151,43,10,204,151,204
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000891,8,240,159,42,6,207,159,207
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000901,9,153,104,21,7,132,104,132
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001201,1,240,159,46,8,213,159,213
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001211,2,240,138,44,15,197,138,197
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001221,3,240,170,30,10,210,170,210
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001231,4,240,160,41,6,207,160,207
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001251,6,240,160,37,16,213,160,213
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001261,7,240,157,40,9,206,157,206
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001351,1,240,154,43,8,205,154,205
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001361,2,240,151,47,15,213,151,213
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001371,3,240,144,47,12,203,144,203
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001381,4,240,162,42,6,210,162,210
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001391,5,240,162,42,11,215,162,215
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001401,6,240,152,48,12,212,152,212
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001421,8,240,154,49,7,210,154,210
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6000951,1,240,171,36,4,211,171,211
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6000961,2,240,156,37,12,205,156,205
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6000971,3,240,152,33,12,197,152,197
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6000981,4,240,162,41,6,209,162,209
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6000991,5,240,185,11,10,206,185,206
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001001,6,240,153,50,4,207,153,207
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001011,7,240,151,36,19,206,151,206
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001021,8,240,143,48,5,196,143,196
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001031,9,240,157,40,9,206,157,206
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001041,10,240,153,45,10,208,153,208
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001051,11,240,165,41,6,212,165,212
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001061,12,240,169,42,8,219,169,219
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001081,14,38,26,7,1,34,26,34
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002091,3,240,139,54,11,204,139,204
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002101,4,240,141,56,8,205,141,205
