CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,PATRIA-UNIDOS,MTS,LIBRE,XS-CH,NGP,FRI,CHR,ASOCOIN-POROMA,COKASAL,A-UPP,FUERZA,APB-SUMATE
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004737,2,56,31,5,17,0,10,6,29,,,0,20,12
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004747,3,59,37,3,26,2,2,2,32,,,6,17,9
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004757,4,48,43,2,24,3,6,4,24,,,4,28,12
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004767,5,36,48,2,22,3,6,5,40,,,5,27,5
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004777,6,55,37,3,18,4,5,4,18,,,4,26,9
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004787,7,39,41,5,21,4,10,4,21,,,7,19,10
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004797,8,37,45,8,24,2,7,3,27,,,5,19,6
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004807,9,34,38,4,27,3,7,4,41,,,3,14,7
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004817,10,48,61,6,17,3,2,2,17,,,7,24,8
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004827,11,38,32,1,23,7,9,5,31,,,7,22,7
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004837,12,47,44,5,27,5,5,5,26,,,5,12,13
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004847,13,42,43,5,22,2,8,5,30,,,6,29,10
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004857,14,39,41,5,25,7,7,6,28,,,3,20,6
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004867,15,34,28,5,26,2,4,1,42,,,7,11,12
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008517,1,34,26,8,10,8,11,2,18,,,9,33,8
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008527,2,37,30,5,13,9,4,5,25,,,6,25,8
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008537,3,36,25,6,11,9,9,7,15,,,10,37,3
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008547,4,23,29,11,2,7,5,9,12,,,12,31,3
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008557,5,33,31,8,8,10,9,7,18,,,8,40,4
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008567,6,30,32,2,7,9,5,2,14,,,12,47,1
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008577,7,25,32,8,8,8,3,7,18,,,8,32,3
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008587,8,33,25,3,11,11,8,5,16,,,2,41,1
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008597,9,32,28,7,10,10,7,4,18,,,9,37,4
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008607,10,32,21,6,5,15,6,4,16,,,10,35,4
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008617,11,23,17,9,5,9,3,6,12,,,6,27,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005277,1,28,27,4,17,8,13,7,21,,,16,28,9
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005287,2,31,30,11,10,7,10,3,22,,,13,26,7
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005297,3,34,23,3,12,8,6,7,18,,,11,44,9
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005307,4,43,25,2,16,6,14,6,21,,,7,21,4
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005317,5,38,35,7,14,4,9,3,20,,,15,32,4
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005327,6,27,30,8,20,5,7,8,14,,,13,20,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005337,7,30,23,7,14,6,6,4,20,,,16,37,4
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005347,8,42,32,4,18,5,9,6,22,,,9,34,8
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005357,9,36,38,2,13,8,3,4,20,,,10,35,9
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005367,10,40,34,6,16,7,4,4,14,,,9,24,6
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005377,11,44,34,4,12,4,5,3,19,,,9,28,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005387,12,27,29,3,10,6,14,7,26,,,11,39,3
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005397,13,44,30,7,16,6,5,1,15,,,8,33,6
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005407,14,38,32,9,25,3,10,5,7,,,12,27,3
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005417,15,48,28,1,14,6,9,6,15,,,6,34,6
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005427,16,32,34,4,21,1,12,8,20,,,6,28,9
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005437,17,32,34,3,17,6,4,14,14,,,12,31,2
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005447,18,33,32,10,21,4,5,7,16,,,10,33,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005457,19,32,29,7,16,4,4,8,20,,,11,28,3
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005467,20,33,27,1,26,5,16,6,22,,,8,20,7
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005477,21,29,32,10,19,7,3,7,15,,,9,36,6
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005487,22,41,31,6,15,9,10,5,15,,,2,25,2
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005497,23,37,32,5,17,3,7,5,26,,,9,23,12
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005507,24,26,35,5,10,6,8,7,22,,,13,30,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005517,25,12,15,5,9,5,0,5,12,,,9,15,4
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003197,1,48,55,4,20,4,4,4,26,,,5,13,11
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003207,2,54,34,5,24,8,6,2,19,,,3,31,8
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003217,3,48,39,8,18,2,3,8,27,,,8,29,13
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003227,4,44,40,5,24,3,6,3,28,,,7,26,5
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003237,5,49,41,3,24,3,3,4,20,,,7,32,13
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003247,6,24,16,3,12,0,5,4,4,,,2,9,2
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000967,1,50,51,8,14,6,8,6,21,,,7,26,7
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000977,2,44,36,0,22,5,4,9,25,,,5,18,11
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000987,3,38,28,6,24,5,5,6,30,,,11,13,11
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000997,4,48,27,7,27,4,7,10,25,,,8,28,8
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001007,5,56,35,6,9,8,5,7,16,,,11,26,5
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001017,6,42,33,6,24,10,6,11,18,,,4,20,8
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001027,7,38,46,10,23,1,7,8,27,,,5,21,9
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001037,8,43,35,9,31,4,3,6,30,,,6,24,9
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001047,9,47,29,5,21,6,10,10,23,,,10,27,8
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001057,10,40,38,5,23,6,3,1,25,,,6,29,12
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001067,11,54,37,10,18,3,4,9,15,,,6,28,6
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001077,12,46,37,6,16,4,2,10,23,,,9,16,7
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001087,13,8,2,2,2,1,0,1,5,,,0,2,1
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009507,1,35,50,4,16,11,3,11,20,,,6,17,3
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009517,2,27,42,3,11,7,5,4,19,,,17,18,3
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009527,3,36,43,6,10,3,4,10,26,,,7,29,3
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009537,4,29,38,5,19,10,10,8,14,,,6,26,5
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009547,5,41,45,11,13,7,7,4,18,,,8,22,6
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009557,6,30,45,2,7,8,8,11,15,,,9,26,10
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009567,7,44,36,6,14,10,12,3,21,,,8,16,2
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009577,8,34,36,9,19,6,9,10,15,,,12,20,6
1,Oropeza,1,Sucre,2794,Sucre,116,Salon Multifuncional El Abra,1009587,9,30,22,5,14,7,9,7,17,,,12,23,3
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004337,1,54,34,4,26,6,6,5,21,,,8,17,11
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004347,2,56,32,2,27,4,5,5,23,,,10,18,8
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004357,3,48,35,2,20,4,11,6,26,,,6,21,11
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004367,4,37,40,7,30,3,7,10,22,,,3,25,14
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004377,5,48,43,3,30,4,5,3,20,,,5,18,11
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004387,6,38,42,4,21,4,3,3,29,,,15,19,16
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004397,7,48,47,4,17,7,4,2,25,,,6,18,20
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004407,8,35,45,6,30,2,5,4,30,,,8,13,10
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004417,9,41,48,6,27,4,7,5,23,,,6,20,13
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004427,10,42,45,4,23,4,4,3,19,,,10,22,12
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004437,11,47,34,2,27,3,5,3,33,,,6,17,8
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004447,12,52,45,4,21,3,6,6,22,,,8,19,5
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004457,13,61,33,5,21,1,3,9,22,,,4,13,13
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004467,14,40,34,2,23,4,10,3,26,,,7,28,14
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004477,15,42,41,3,32,3,5,2,17,,,9,16,8
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004487,16,54,37,6,35,3,2,3,25,,,9,16,9
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004497,17,8,9,3,4,1,1,3,6,,,3,5,1
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003757,1,34,30,8,16,7,9,7,17,,,10,27,4
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003767,2,45,41,9,19,7,5,11,15,,,5,25,5
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003777,3,35,33,5,21,11,8,7,21,,,8,29,7
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003787,4,42,36,3,16,10,3,9,18,,,5,35,4
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003797,5,33,31,10,10,7,7,4,19,,,9,28,7
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003807,6,33,41,5,16,9,4,9,20,,,12,31,7
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003817,7,47,36,4,19,9,7,7,6,,,10,32,8
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003827,8,45,32,4,18,6,5,3,14,,,9,35,5
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003837,9,33,41,3,22,15,5,12,11,,,10,29,12
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003847,10,50,28,6,7,5,9,7,19,,,10,24,4
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003857,11,39,36,4,16,8,6,10,23,,,6,35,10
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003867,12,34,34,3,17,9,6,5,26,,,8,26,3
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003877,13,35,44,7,20,7,9,6,26,,,4,31,8
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003887,14,44,27,6,17,10,3,8,22,,,10,30,8
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003897,15,29,39,4,16,5,4,13,21,,,15,35,5
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003907,16,34,27,5,19,12,6,12,14,,,7,36,3
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003917,17,33,41,6,14,5,10,9,14,,,12,44,3
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003927,18,36,26,2,22,2,15,8,19,,,7,51,9
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003937,19,24,35,14,20,12,5,8,22,,,5,30,8
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003947,20,44,34,2,17,6,8,6,23,,,7,39,6
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003957,21,37,33,3,18,7,4,8,19,,,12,37,9
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003967,22,24,23,5,10,4,6,4,11,,,5,11,5
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001147,1,36,54,6,25,2,12,3,12,,,2,17,11
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001157,2,42,44,7,32,2,4,9,15,,,2,14,12
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001167,3,35,57,4,29,6,4,6,23,,,6,16,9
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001177,4,36,50,0,30,6,7,12,13,,,2,17,14
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001187,5,18,17,1,14,5,2,3,6,,,1,6,9
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000707,1,55,45,5,29,4,4,5,19,,,3,13,11
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000717,2,36,40,9,33,4,12,9,19,,,5,16,15
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000727,3,42,42,9,30,1,8,5,20,,,3,11,11
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000737,4,48,33,5,30,3,10,6,27,,,5,19,11
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000747,5,44,31,7,32,2,8,14,18,,,6,14,15
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000757,6,40,27,5,30,2,10,8,20,,,2,20,13
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000767,7,37,27,3,20,3,6,5,17,,,8,11,20
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000777,1,28,50,5,25,6,5,3,23,,,8,21,14
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000787,2,31,56,7,23,4,8,3,18,,,3,12,18
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000797,3,33,45,5,30,4,9,4,18,,,6,18,13
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000807,4,49,35,2,24,4,9,3,17,,,2,18,14
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000817,5,15,17,2,6,1,2,2,4,,,1,7,5
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007897,1,56,21,5,13,8,11,4,29,,,7,17,7
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007907,2,51,46,6,19,9,6,6,21,,,3,23,6
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007917,3,53,27,3,25,8,11,6,19,,,6,12,10
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007927,4,52,29,2,20,4,12,9,30,,,5,23,5
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007937,5,57,23,8,20,7,14,8,28,,,2,19,8
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007947,6,52,38,5,22,6,14,10,20,,,3,16,5
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007957,7,49,34,10,15,7,9,5,31,,,2,26,1
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007967,8,32,19,3,22,1,5,2,14,,,3,5,4
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009417,1,42,46,4,21,1,4,14,31,,,7,19,8
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009427,2,38,42,3,20,9,5,22,25,,,5,12,6
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009437,3,38,53,7,15,4,5,10,27,,,5,16,13
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009447,4,40,42,6,18,10,7,8,30,,,6,20,11
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009457,5,42,26,8,20,10,10,10,17,,,8,22,6
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009467,6,38,35,2,21,1,5,13,30,,,10,23,14
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009477,7,36,32,7,23,8,7,17,24,,,9,19,10
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009487,8,50,31,7,17,2,9,19,28,,,6,18,8
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009497,9,24,24,6,15,0,7,12,26,,,7,19,4
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008047,1,27,27,11,12,7,3,8,18,,,7,38,6
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008057,2,36,37,4,10,11,7,8,19,,,8,24,7
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008067,3,26,39,3,16,6,8,11,20,,,5,25,8
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008077,4,30,24,2,15,11,7,6,30,,,10,22,6
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008087,5,26,23,10,15,9,6,5,20,,,8,20,9
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008097,6,29,27,2,8,4,7,10,19,,,17,23,4
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008107,7,38,19,10,21,2,2,2,25,,,5,22,1
