CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,LIBRE,NGP,PATRIA-UNIDOS,MTS,FRI,XS-CH,A-UPP
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005361,10,34,13,4,50,2,8,5,8
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005371,11,45,17,5,29,5,5,6,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005381,12,25,20,10,33,4,9,8,6
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005391,13,32,12,6,39,3,8,7,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005481,22,47,10,1,31,4,6,9,3
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005511,25,15,10,1,16,2,2,3,4
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003191,1,49,20,3,55,3,5,4,3
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003211,3,65,23,5,39,5,7,3,7
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003221,4,58,25,5,41,7,5,3,4
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003231,5,55,18,2,46,4,12,1,4
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003241,6,24,6,2,19,0,5,4,1
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000961,1,46,17,4,57,3,6,6,5
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000971,2,46,13,1,55,2,6,11,4
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000991,4,53,21,4,36,1,3,16,3
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001001,5,60,9,5,36,1,5,17,2
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001011,6,53,15,7,37,3,13,9,5
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001031,8,43,33,5,38,2,7,9,1
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001041,9,45,25,5,45,4,7,6,6
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001051,10,34,24,4,44,5,4,9,1
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001071,12,51,13,1,31,7,9,13,4
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004381,6,47,21,3,62,2,7,7,3
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004391,7,42,29,7,54,2,7,5,5
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004401,8,45,40,5,38,5,5,2,3
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004411,9,54,27,3,59,2,5,3,2
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004441,12,45,23,8,56,3,5,5,1
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004491,17,6,5,1,10,2,3,3,3
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003751,1,28,15,7,46,3,8,4,8
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003801,6,32,14,7,51,4,7,7,7
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003831,9,45,13,10,48,3,5,8,6
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003841,10,40,9,4,38,5,7,7,4
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003851,11,43,12,4,41,1,6,6,6
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003861,12,42,12,2,43,6,4,9,3
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003871,13,45,16,2,54,4,8,10,6
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003891,15,43,9,5,42,9,6,6,4
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003901,16,41,10,5,40,0,12,7,5
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003931,19,33,12,2,48,8,6,11,6
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003941,20,27,18,7,49,2,11,8,4
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003951,21,39,15,4,37,5,5,3,8
1,Oropeza,1,Sucre,2794,Sucre,123,Esc. San Juanillo,1003961,22,24,5,5,31,3,1,2,0
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001141,1,46,30,3,51,2,2,4,2
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001151,2,42,21,8,41,2,3,5,10
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001161,3,52,31,2,50,2,4,6,7
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001171,4,52,29,5,46,2,2,2,4
1,Oropeza,1,Sucre,2794,Sucre,124,Kinder Echeverria,1001181,5,13,15,5,15,2,4,2,1
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000701,1,50,40,5,45,2,2,2,1
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000711,2,42,28,5,33,2,7,6,4
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000721,3,54,31,6,40,6,6,4,4
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000731,4,59,33,12,36,5,7,5,5
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000751,6,54,34,4,34,2,9,6,4
1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,1000761,7,47,27,8,29,1,4,4,3
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000771,1,38,32,7,46,1,4,5,5
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000781,2,49,21,3,51,1,6,4,6
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000791,3,43,24,3,41,3,10,5,3
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000801,4,56,30,8,29,1,5,1,4
1,Oropeza,1,Sucre,2794,Sucre,204,Col. Sagrado Corazon,1000811,5,19,12,2,12,1,5,0,2
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007891,1,60,18,5,36,4,5,10,4
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007911,3,64,18,5,30,0,6,8,7
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007921,4,55,26,1,42,1,1,12,4
1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1007951,7,44,25,7,47,8,9,5,4
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009491,9,33,8,3,43,9,4,3,6
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008041,1,31,15,4,50,4,9,6,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008051,2,31,9,4,47,3,8,3,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008061,3,32,14,1,36,2,9,4,8
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008071,4,37,21,3,45,4,8,7,2
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008081,5,27,13,3,52,5,3,5,6
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008091,6,36,15,4,37,4,4,4,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008101,7,34,15,1,32,6,2,4,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008121,9,23,6,3,39,3,4,4,4
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008131,10,31,15,2,39,2,4,8,8
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008151,12,21,9,4,53,6,5,4,4
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008201,17,27,20,8,43,3,5,6,5
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008211,18,38,18,2,30,2,5,7,6
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005891,5,34,17,4,38,5,7,5,3
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005931,9,41,9,3,34,9,9,7,5
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002941,1,30,17,2,58,5,5,13,5
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003001,7,34,15,5,38,3,8,4,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003151,22,41,20,6,37,4,6,8,8
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003161,23,29,11,3,48,4,7,6,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002731,2,32,8,2,37,3,2,15,7
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002821,11,26,10,9,47,6,7,5,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002831,12,22,11,10,27,4,10,9,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002851,14,24,10,6,31,6,9,10,10
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002881,17,30,16,4,39,4,3,6,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002891,18,24,12,9,33,3,8,4,10
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002931,22,4,1,2,7,1,0,4,2
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001191,1,39,21,9,48,2,11,6,0
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001201,2,54,27,8,27,4,9,5,4
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001211,3,51,19,3,50,3,13,1,3
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001221,4,58,26,3,30,4,18,6,4
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001231,5,54,23,2,46,2,4,5,6
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001241,6,55,20,3,53,2,9,3,6
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001251,7,50,32,10,42,4,9,4,3
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001261,8,60,25,7,39,2,16,4,5
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001271,9,46,31,3,26,3,6,0,6
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002121,3,23,9,3,36,5,5,8,0
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002161,7,27,7,2,30,8,6,14,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002181,9,23,6,3,32,6,8,4,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002191,10,25,7,4,22,6,5,4,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002201,11,10,8,3,50,7,6,5,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002211,12,18,8,6,26,3,9,13,8
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002221,13,16,4,3,46,2,8,4,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002231,14,27,9,4,46,4,13,6,7
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002241,15,22,6,7,34,6,4,3,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002251,16,23,11,3,29,3,4,6,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002261,17,18,9,1,19,7,8,10,8
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002271,18,22,7,0,32,2,8,5,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002281,19,19,8,2,42,5,8,2,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002291,20,23,11,2,27,6,2,7,7
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002301,21,23,7,5,47,3,4,5,10
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002311,22,19,5,2,19,2,2,7,0
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006751,1,50,23,2,44,4,9,6,2
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006831,9,40,21,5,44,1,2,7,4
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006851,11,45,14,3,48,4,8,7,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006871,13,53,17,5,43,5,4,9,10
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006881,14,41,14,6,53,4,14,4,6
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007711,9,30,23,10,51,2,6,8,3
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007731,11,3,6,1,18,2,2,2,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007341,2,37,12,4,40,11,4,9,5
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001801,1,34,26,10,45,0,6,4,9
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001811,2,39,13,6,58,5,9,5,4
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001821,3,56,30,7,44,2,6,2,2
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001831,4,37,21,5,59,3,10,6,5
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001841,5,54,24,10,51,2,7,4,2
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001851,6,48,19,2,49,4,5,11,6
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001861,7,7,6,2,2,0,1,0,1
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004621,13,41,33,6,50,0,12,3,4
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004641,15,51,22,10,43,6,6,3,2
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009001,8,43,11,4,40,8,1,7,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009021,10,51,5,3,38,1,6,5,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009031,11,27,14,3,53,7,7,16,2
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009051,13,34,20,7,47,7,3,5,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001591,13,32,13,9,53,2,8,7,6
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001601,14,37,17,2,46,9,3,10,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001611,15,31,20,5,40,7,6,5,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001621,16,37,12,4,40,5,7,6,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001631,17,39,15,5,30,10,8,5,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001641,18,37,14,3,43,4,3,7,6
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001651,19,30,11,6,44,6,5,8,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001671,21,31,16,5,41,5,5,9,8
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001691,23,23,12,4,36,7,2,10,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001701,24,41,13,4,36,5,9,10,8
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001711,25,26,6,1,29,6,3,3,1
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002541,1,43,24,2,53,5,5,10,5
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002551,2,57,25,5,44,3,6,7,2
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002561,3,40,25,3,52,7,11,7,2
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002571,4,33,27,3,46,6,12,8,7
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002581,5,55,34,3,39,3,13,4,8
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002591,6,48,19,8,45,4,9,3,3
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002601,7,37,27,5,42,4,5,9,8
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002611,8,43,20,7,40,4,6,5,6
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002621,9,46,22,5,37,7,5,8,4
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002631,10,51,22,2,52,2,4,8,4
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002641,11,43,30,1,47,7,7,3,3
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002651,12,55,30,8,46,4,4,7,5
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002661,13,49,21,5,44,6,6,4,8
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002671,14,49,30,1,34,7,12,8,4
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002681,15,36,29,6,56,5,9,6,0
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002691,16,49,20,6,57,4,5,3,4
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002701,17,40,22,6,42,8,11,9,6
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002711,18,27,12,4,11,2,9,1,0
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1003971,1,42,20,9,50,9,5,8,9
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004001,4,35,18,5,30,4,7,10,7
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004011,5,55,14,2,35,5,6,9,6
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001721,1,45,20,1,47,5,10,5,1
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001731,2,46,18,5,39,3,7,4,3
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001741,3,53,19,2,50,3,10,6,5
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001751,4,37,20,7,42,2,6,5,6
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001761,5,62,25,4,46,6,7,3,8
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001771,6,43,26,3,60,1,7,7,3
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001791,8,36,14,0,44,6,0,3,1
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007201,1,54,29,5,38,3,4,6,3
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007221,3,57,19,5,38,4,9,2,4
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007231,4,38,32,7,50,3,4,3,5
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009211,1,60,14,5,35,8,6,4,5
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009221,2,52,24,4,40,7,4,9,2
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009231,3,62,21,1,43,5,6,10,2
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009241,4,66,17,2,40,7,7,6,4
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009251,5,19,10,3,15,1,0,8,4
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004201,1,50,17,8,37,6,8,6,6
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004211,2,39,18,6,48,6,10,6,10
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004221,3,46,11,6,58,8,7,4,9
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004231,4,43,23,4,49,5,5,4,6
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004241,5,53,19,7,56,2,5,5,3
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004251,6,47,30,5,37,5,6,5,9
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004261,7,54,25,6,52,5,3,6,6
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004271,8,49,21,4,38,7,6,10,4
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004281,9,39,34,11,47,5,6,7,7
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004291,10,33,24,4,47,7,7,7,3
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004301,11,45,22,3,43,4,11,7,7
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004311,12,51,23,5,34,3,4,6,8
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004321,13,17,11,2,16,5,1,3,2
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002381,2,43,25,5,31,3,13,6,4
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002391,3,50,35,3,42,5,10,3,3
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002401,4,30,32,3,48,2,5,11,5
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002411,5,44,21,5,46,6,6,6,5
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002421,6,42,35,9,36,2,6,2,4
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002491,13,49,23,6,40,3,7,8,9
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002511,15,52,27,6,43,2,9,3,4
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002521,16,54,23,3,47,3,5,5,8
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002531,17,15,10,1,25,1,5,4,2
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001871,1,43,26,3,39,2,7,7,7
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001891,3,50,31,6,38,6,5,3,3
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001901,4,44,23,2,40,3,5,11,4
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001911,5,46,28,5,36,8,4,1,4
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001921,6,36,21,8,64,3,6,6,4
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001931,7,43,28,4,43,5,2,9,7
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001941,8,47,16,4,41,7,1,12,5
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001951,9,39,27,5,39,4,10,4,7
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001981,12,47,24,5,36,4,11,2,5
