CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,SOMOS,JACHAJAKISASOLFESORC,AORA,PATRIA-ORURO,A-UPP,NGP,LIBRE,PDC,UN,APB-SUMATE,P.P.,FRI
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006981,9,17,7,29,13,6,8,17,18,,5,7,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007681,7,7,6,22,20,13,9,17,15,,2,8,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007691,8,5,16,35,12,11,13,19,19,,4,2,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007701,9,15,16,40,12,15,11,16,11,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007711,10,8,8,28,13,8,5,17,15,,6,3,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007721,11,9,13,29,12,8,5,14,15,,8,5,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007731,12,11,10,29,7,11,10,16,21,,8,7,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007741,13,8,16,52,7,11,7,8,22,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007751,14,16,7,19,18,14,10,22,17,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007761,15,11,6,24,8,8,4,10,21,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007771,16,18,12,32,7,9,13,25,14,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007781,17,15,15,31,15,13,8,12,21,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007791,18,14,13,35,9,5,12,16,15,,7,2,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007871,1,24,13,32,15,12,5,18,24,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007881,2,11,9,34,6,13,12,8,27,,6,13,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007891,3,11,20,33,9,19,8,15,22,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007901,4,14,12,30,9,16,9,20,14,,1,7,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007911,5,3,11,40,14,10,10,13,21,,2,5,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007921,6,13,9,29,16,9,8,21,24,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007931,7,14,14,29,10,10,3,21,16,,8,7,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007941,8,10,12,40,17,4,10,15,24,,6,12,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007951,9,20,16,40,14,9,6,9,12,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007961,10,6,16,28,10,12,5,20,18,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007971,11,7,3,11,5,6,2,6,1,,0,3,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008231,1,4,17,41,14,3,11,19,24,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008241,2,5,18,43,8,12,9,14,21,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008251,3,3,13,31,10,10,9,13,19,,3,8,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008261,4,2,17,46,9,4,5,20,17,,5,0,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008281,6,3,14,35,14,12,10,27,26,,3,9,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008301,8,9,15,30,10,7,16,11,16,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008311,9,4,11,36,14,10,5,15,26,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008321,10,5,13,28,14,9,11,21,25,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008331,11,8,16,48,13,10,6,18,16,,5,11,,
1,Cercado,1,Oruro,2059,Oruro,136,Centro Educativo Luis Espinal,4008541,1,3,13,32,11,19,5,10,12,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,136,Centro Educativo Luis Espinal,4008551,2,5,19,44,7,18,6,8,21,,1,10,,
1,Cercado,1,Oruro,2059,Oruro,136,Centro Educativo Luis Espinal,4008571,4,1,4,14,7,6,5,4,20,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008581,1,3,14,39,10,15,14,15,29,,3,12,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008591,2,11,14,26,9,4,8,13,27,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008601,3,4,20,40,13,10,8,7,24,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008611,4,7,16,37,5,13,9,25,19,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,139,U. E. Santa Rosa,4004221,1,4,15,39,12,12,5,23,16,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,139,U. E. Santa Rosa,4004231,2,2,11,29,11,14,15,11,23,,5,4,,
1,Cercado,1,Oruro,2059,Oruro,139,U. E. Santa Rosa,4004241,3,5,22,37,12,12,8,15,19,,4,3,,
1,Cercado,1,Oruro,2059,Oruro,139,U. E. Santa Rosa,4004251,4,5,14,25,9,16,12,15,26,,7,11,,
1,Cercado,1,Oruro,2059,Oruro,139,U. E. Santa Rosa,4004261,5,8,6,35,6,7,14,15,32,,1,14,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4004841,2,8,8,47,7,11,7,16,14,,3,10,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4004861,4,3,8,40,7,9,6,16,16,,4,7,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4004871,5,9,9,44,8,7,8,8,12,,8,5,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4004881,6,6,7,47,18,9,9,8,9,,5,5,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4004901,8,3,11,46,4,7,8,14,11,,2,8,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4004911,9,18,16,47,12,4,7,3,9,,2,5,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4004971,15,6,12,46,15,9,7,11,5,,0,3,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4004981,16,7,11,38,7,7,6,11,11,,1,2,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4005011,19,8,9,54,10,6,8,15,17,,2,2,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4005031,21,6,13,42,11,9,6,8,11,,9,7,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4005051,23,11,12,45,8,3,12,17,11,,8,1,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4005081,26,9,10,56,5,7,9,7,11,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4005091,27,8,9,45,8,7,12,16,11,,2,5,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4005101,28,5,12,55,7,12,9,14,15,,6,6,,
1,Cercado,1,Oruro,2059,Oruro,140,U.E. Bolivia Vinto,4005111,29,3,5,12,5,1,1,10,7,,1,3,,
1,Cercado,1,Oruro,2059,Oruro,143,U. E. Movimiento Sin Techo,4008711,2,6,16,28,7,5,3,13,9,,4,2,,
1,Cercado,1,Oruro,2059,Oruro,143,U. E. Movimiento Sin Techo,4008721,3,7,10,38,9,6,11,14,9,,6,6,,
1,Cercado,1,Oruro,2059,Oruro,143,U. E. Movimiento Sin Techo,4008731,4,8,11,36,10,2,5,10,4,,6,4,,
1,Cercado,1,Oruro,2059,Oruro,143,U. E. Movimiento Sin Techo,4008741,5,9,15,41,15,2,9,5,8,,5,5,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009241,1,8,10,33,13,9,11,20,11,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009251,2,4,12,43,9,5,7,13,12,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009261,3,7,16,41,16,6,7,14,11,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009271,4,4,10,41,12,6,6,13,21,,5,5,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009281,5,13,15,39,17,8,8,20,15,,10,0,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009291,6,7,22,37,10,6,4,19,11,,5,9,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009301,7,3,12,37,13,8,7,12,11,,5,4,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009311,8,7,17,33,3,6,9,15,13,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009321,9,9,17,26,9,9,11,10,10,,1,6,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009331,10,5,20,28,11,10,7,17,22,,11,5,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009341,11,8,21,46,6,1,6,15,15,,5,13,,
1,Cercado,1,Oruro,2059,Oruro,144,U.E. Niño Quirquincho Feliz,4009351,12,4,5,13,9,1,1,7,4,,1,7,,
1,Cercado,1,Oruro,2059,Oruro,145,U.E. Los Angeles De Nazaria Ignacia,4003831,6,8,13,45,6,11,10,9,13,,3,4,,
1,Cercado,1,Oruro,2059,Oruro,145,U.E. Los Angeles De Nazaria Ignacia,4003841,7,5,15,31,9,7,12,16,8,,5,7,,
1,Cercado,1,Oruro,2059,Oruro,145,U.E. Los Angeles De Nazaria Ignacia,4003851,8,6,10,35,11,8,8,8,17,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,145,U.E. Los Angeles De Nazaria Ignacia,4003861,9,7,7,31,8,7,9,10,13,,3,11,,
1,Cercado,1,Oruro,2059,Oruro,145,U.E. Los Angeles De Nazaria Ignacia,4003871,10,9,13,30,10,6,5,9,11,,0,2,,
1,Cercado,1,Oruro,2059,Oruro,147,U.E. Maria  De Nazareth,4006991,1,2,7,27,16,9,9,18,12,,2,8,,
1,Cercado,1,Oruro,2059,Oruro,147,U.E. Maria  De Nazareth,4007001,2,8,10,54,9,2,9,16,12,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,147,U.E. Maria  De Nazareth,4007011,3,5,12,37,14,6,11,15,9,,3,2,,
1,Cercado,1,Oruro,2059,Oruro,147,U.E. Maria  De Nazareth,4007031,5,8,7,42,6,9,11,18,6,,5,1,,
1,Cercado,1,Oruro,2059,Oruro,147,U.E. Maria  De Nazareth,4007041,6,3,10,39,6,11,5,17,9,,4,4,,
1,Cercado,1,Oruro,2059,Oruro,147,U.E. Maria  De Nazareth,4007051,7,4,19,38,6,7,9,17,10,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,147,U.E. Maria  De Nazareth,4007061,8,3,9,35,14,9,7,18,15,,9,5,,
1,Cercado,1,Oruro,2059,Oruro,147,U.E. Maria  De Nazareth,4007081,10,3,9,31,3,3,7,27,14,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,147,U.E. Maria  De Nazareth,4007091,11,3,12,23,6,3,4,9,4,,0,6,,
1,Cercado,1,Oruro,2059,Oruro,149,(Cárcel) Centro Penitenciario La Merced,4004421,1,2,5,11,5,10,3,0,7,,3,0,,
1,Cercado,1,Oruro,2059,Oruro,25028,Kinder Chiripujio,4010051,1,7,19,40,16,8,11,10,19,,4,3,,
1,Cercado,1,Oruro,2059,Oruro,25028,Kinder Chiripujio,4010061,2,4,17,30,13,19,3,18,14,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,25030,U. E. Hijos Del Sol II,4010071,1,12,11,36,13,12,9,18,20,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,25030,U. E. Hijos Del Sol II,4010081,2,12,16,29,16,5,7,17,21,,6,2,,
1,Cercado,1,Oruro,2059,Oruro,25031,Facultad de Agronomia,4010171,1,12,23,26,21,12,7,13,22,,4,10,,
1,Cercado,1,Oruro,2059,Oruro,25031,Facultad de Agronomia,4010181,2,8,9,31,20,9,10,7,17,,2,9,,
1,Cercado,1,Oruro,2059,Oruro,25031,Facultad de Agronomia,4010191,3,9,9,26,18,6,4,13,30,,2,11,,
1,Cercado,1,Oruro,2059,Oruro,25031,Facultad de Agronomia,4010201,4,9,17,32,12,11,6,10,24,,5,8,,
1,Cercado,1,Oruro,2059,Oruro,25031,Facultad de Agronomia,4010211,5,9,15,39,16,12,3,21,21,,2,4,,
1,Cercado,1,Oruro,2059,Oruro,25031,Facultad de Agronomia,4010221,6,4,7,4,1,2,4,0,4,,1,1,,
1,Cercado,1,Oruro,2059,Oruro,25032,U. E. Oscar Unzaga De La Vega 2,4002481,1,4,11,37,13,5,6,14,34,,6,11,,
1,Cercado,1,Oruro,2059,Oruro,25032,U. E. Oscar Unzaga De La Vega 2,4002491,2,4,19,39,10,9,6,17,23,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,25032,U. E. Oscar Unzaga De La Vega 2,4002501,3,6,26,29,11,7,7,31,19,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,25032,U. E. Oscar Unzaga De La Vega 2,4002511,4,5,15,36,15,10,8,18,31,,5,9,,
1,Cercado,1,Oruro,2059,Oruro,25032,U. E. Oscar Unzaga De La Vega 2,4002521,5,10,12,41,18,12,9,23,26,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,25036,U. E. Misael Pacheco Loma,4006021,1,5,22,36,5,18,5,16,24,,2,9,,
1,Cercado,1,Oruro,2059,Oruro,25036,U. E. Misael Pacheco Loma,4006031,2,4,12,35,11,16,8,8,25,,12,8,,
1,Cercado,1,Oruro,2059,Oruro,25036,U. E. Misael Pacheco Loma,4006041,3,7,19,29,10,16,15,18,26,,8,7,,
1,Cercado,1,Oruro,2059,Oruro,25036,U. E. Misael Pacheco Loma,4006051,4,5,22,25,10,11,9,16,29,,6,14,,
1,Cercado,1,Oruro,2059,Oruro,25036,U. E. Misael Pacheco Loma,4006061,5,6,23,37,10,18,12,14,35,,2,5,,
1,Cercado,1,Oruro,2059,Oruro,25039,U. Esc. El Kasso   El Progreso,4005121,1,9,9,65,11,9,14,6,7,,1,2,,
1,Cercado,1,Oruro,2059,Oruro,25040,U. Esc. Santa Ana I  Arenales,4006301,1,6,14,37,7,8,11,16,31,,6,3,,
1,Cercado,1,Oruro,2059,Oruro,25040,U. Esc. Santa Ana I  Arenales,4006311,2,6,22,44,10,13,9,15,20,,8,4,,
1,Cercado,1,Oruro,2059,Oruro,25040,U. Esc. Santa Ana I  Arenales,4006321,3,2,14,42,8,11,7,9,18,,2,4,,
1,Cercado,1,Oruro,2059,Oruro,25040,U. Esc. Santa Ana I  Arenales,4006331,4,4,11,33,15,12,13,7,17,,4,11,,
1,Cercado,1,Oruro,2059,Oruro,25040,U. Esc. Santa Ana I  Arenales,4006341,5,1,9,12,5,6,5,5,6,,2,2,,
1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,4001101,1,3,15,21,8,19,6,8,42,,5,9,,
1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,4001111,2,1,6,21,0,14,9,9,35,,5,5,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001891,1,2,13,32,9,11,8,12,24,,3,14,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001901,2,3,14,28,15,9,6,15,20,,3,11,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001911,3,8,10,40,15,8,7,13,33,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001921,4,10,21,28,15,15,10,13,16,,3,4,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001931,5,10,15,29,13,9,6,12,19,,1,9,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001941,6,5,15,38,8,10,3,12,24,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001961,8,10,13,34,7,10,7,17,26,,0,9,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001971,9,9,26,32,14,4,12,9,20,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001981,10,10,17,25,5,6,10,14,19,,2,5,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001991,11,8,17,25,10,10,8,10,24,,6,12,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002001,12,4,15,31,14,9,4,17,16,,1,12,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002011,13,8,16,34,9,11,6,20,19,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002021,14,10,24,28,11,10,4,22,21,,3,8,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002031,15,7,19,32,10,15,8,19,26,,4,3,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002041,16,8,28,35,4,7,9,14,24,,1,12,,
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002051,17,3,19,34,14,7,6,18,27,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004701,1,5,22,44,9,11,6,23,22,,9,10,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004721,3,10,18,38,11,10,6,15,15,,6,4,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004731,4,5,17,35,11,13,8,26,19,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004741,5,6,17,33,11,10,9,25,16,,3,11,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004751,6,6,16,39,7,11,8,15,22,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004761,7,6,15,35,8,13,11,18,11,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004771,8,6,21,32,12,17,1,20,18,,5,8,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004781,9,3,14,30,8,10,6,25,24,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004791,10,8,19,31,14,12,8,16,16,,2,9,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004801,11,2,17,40,6,14,5,14,23,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004811,12,4,19,40,11,13,10,16,27,,4,2,,
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004821,13,1,4,2,0,3,2,5,4,,0,3,,
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004441,2,7,11,37,12,5,7,19,18,,0,5,,
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004451,3,4,17,35,11,3,10,14,9,,1,6,,
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004461,4,5,9,36,19,2,8,19,9,,2,3,,
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004471,5,8,21,28,11,5,13,15,13,,2,5,,
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004481,6,7,11,27,15,8,13,13,20,,7,3,,
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006391,5,3,24,51,8,11,5,14,29,,3,4,,
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006401,6,6,14,50,9,7,14,15,23,,5,6,,
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006411,7,3,27,40,10,10,8,16,32,,6,6,,
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006421,8,0,1,4,3,2,3,3,2,,1,2,,
1,Cercado,1,Oruro,2059,Oruro,25051,U.E. Mejillones II (Secundario),4010231,1,13,20,23,14,5,6,25,21,,7,0,,
1,Cercado,1,Oruro,2059,Oruro,25051,U.E. Mejillones II (Secundario),4010241,2,9,14,35,11,7,10,16,15,,3,0,,
1,Cercado,1,Oruro,2059,Oruro,25051,U.E. Mejillones II (Secundario),4010251,3,13,13,22,11,8,9,28,14,,4,0,,
1,Cercado,1,Oruro,2059,Oruro,25051,U.E. Mejillones II (Secundario),4010261,4,7,16,26,15,6,10,21,13,,2,0,,
1,Cercado,1,Oruro,2059,Oruro,25051,U.E. Mejillones II (Secundario),4010271,5,11,4,22,14,3,2,18,8,,0,0,,
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4003991,1,3,24,29,10,6,11,21,23,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004001,2,5,15,35,10,12,3,15,19,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004011,3,7,19,25,9,9,9,15,24,,4,7,,
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004021,4,14,18,28,10,13,10,19,17,,3,8,,
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004041,6,6,18,38,11,7,10,15,26,,5,4,,
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004051,7,3,12,46,16,10,6,14,13,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004061,8,3,15,31,9,15,19,16,19,,2,8,,
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004071,9,7,15,42,11,7,3,13,12,,8,2,,
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004081,10,8,15,32,6,12,8,13,15,,4,7,,
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004091,11,6,10,39,6,8,13,13,21,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002071,1,11,16,41,12,10,4,18,15,,4,10,,
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002091,3,9,18,34,10,6,15,14,16,,1,6,,
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002101,4,6,12,41,15,9,7,6,18,,3,4,,
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002111,5,11,19,24,8,14,6,15,22,,1,8,,
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002121,6,9,12,42,11,16,9,8,16,,3,8,,
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002131,7,7,11,35,15,12,7,13,20,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002141,8,8,18,28,14,12,2,17,24,,3,10,,
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002151,9,5,16,46,12,14,5,10,15,,3,12,,
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002161,10,8,14,27,10,9,12,12,34,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002171,11,3,4,11,6,3,3,1,6,,1,8,,
1,Cercado,1,Oruro,2059,Oruro,25944,U.E. Valle Hermoso   Vinto II,4009401,2,4,6,47,2,1,8,11,2,,1,2,,
1,Cercado,1,Oruro,2059,Oruro,25944,U.E. Valle Hermoso   Vinto II,4009411,3,5,4,48,10,0,8,7,3,,2,2,,
1,Cercado,1,Oruro,2059,Oruro,25944,U.E. Valle Hermoso   Vinto II,4009421,4,3,5,55,13,4,5,3,2,,1,0,,
1,Cercado,1,Oruro,2059,Oruro,25944,U.E. Valle Hermoso   Vinto II,4009441,6,4,7,44,8,3,7,5,2,,5,2,,
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001341,1,5,17,31,10,9,6,20,32,,5,11,,
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001351,2,6,21,25,6,21,10,9,27,,4,7,,
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001361,3,2,12,35,10,22,15,9,35,,5,12,,
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001371,4,5,8,26,8,18,15,6,29,,7,8,,
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001391,6,3,19,25,7,14,7,14,34,,8,12,,
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001401,7,3,15,36,3,14,10,11,30,,12,10,,
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001411,8,3,20,26,7,21,10,9,20,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,31005,U.E. Nuestra Señora del Socavón 1,4001731,1,9,18,43,6,12,10,14,37,,11,8,,
1,Cercado,1,Oruro,2059,Oruro,31005,U.E. Nuestra Señora del Socavón 1,4001751,3,5,12,20,8,12,7,16,49,,6,10,,
1,Cercado,1,Oruro,2059,Oruro,31005,U.E. Nuestra Señora del Socavón 1,4001761,4,3,16,27,6,12,10,16,42,,7,15,,
1,Cercado,1,Oruro,2059,Oruro,31005,U.E. Nuestra Señora del Socavón 1,4001771,5,6,15,22,4,10,8,6,46,,9,11,,
1,Cercado,1,Oruro,2059,Oruro,31005,U.E. Nuestra Señora del Socavón 1,4001781,6,5,9,29,8,10,3,11,48,,8,8,,
