CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,PATRIA-UNIDOS,A.S.,MNR,NGP,APP,LIBRE,DEMOCRATAS,A-UPP,APB-SUMATE,UN,CAOP,PDC
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003501,1,6,24,32,6,2,23,13,1,5,3,3,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003511,2,2,20,49,8,1,20,15,1,3,3,6,3,4
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003521,3,0,17,40,8,3,25,16,2,1,4,5,3,4
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003531,4,2,36,35,3,2,19,15,2,3,3,4,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003541,5,2,27,35,12,3,22,22,2,3,8,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,1,U. E. Simón Rodríguez,5003551,6,3,11,18,3,0,6,12,0,2,2,0,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,2,Col. Carlos Medinaceli,5003561,1,2,16,39,8,2,25,22,3,5,5,5,4,1
1,Tomás Frías,1,Potosí,1494,Potosí,2,Col. Carlos Medinaceli,5003571,2,2,32,52,7,0,28,24,2,2,2,2,4,1
1,Tomás Frías,1,Potosí,1494,Potosí,2,Col. Carlos Medinaceli,5003581,3,2,33,44,8,1,17,16,0,0,8,6,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,2,Col. Carlos Medinaceli,5003591,4,1,16,19,6,3,13,10,2,3,2,2,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,4,Esc. Modesto Omiste,5003101,1,2,29,36,12,4,27,14,0,5,4,2,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,4,Esc. Modesto Omiste,5003111,2,3,18,32,3,3,19,12,1,2,3,4,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,5,Esc. 1ro de Abril,5003391,1,1,23,46,11,3,19,24,1,1,6,7,2,5
1,Tomás Frías,1,Potosí,1494,Potosí,5,Esc. 1ro de Abril,5003401,2,0,23,31,4,3,21,19,1,4,7,6,3,4
1,Tomás Frías,1,Potosí,1494,Potosí,5,Esc. 1ro de Abril,5003411,3,0,7,14,1,1,3,7,0,2,1,3,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,7,U. E. Antonio Quijarro  A,5003121,1,3,25,25,8,2,28,25,2,3,2,5,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,7,U. E. Antonio Quijarro  A,5003131,2,2,26,39,6,5,26,20,2,0,12,2,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,7,U. E. Antonio Quijarro  A,5003141,3,0,6,6,2,0,1,3,0,0,0,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,10,Coleg. Bancario,5002761,1,2,32,21,15,1,23,18,1,0,1,3,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,10,Coleg. Bancario,5002771,2,4,31,38,9,2,22,22,1,3,3,4,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,10,Coleg. Bancario,5002781,3,2,21,32,15,0,18,18,1,5,8,4,6,1
1,Tomás Frías,1,Potosí,1494,Potosí,10,Coleg. Bancario,5002791,4,1,27,37,21,1,21,22,1,1,2,3,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,11,U. E. San José  A,5003601,1,2,30,41,12,6,22,14,2,6,3,3,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,11,U. E. San José  A,5003611,2,1,22,40,3,0,37,18,2,4,3,2,5,0
1,Tomás Frías,1,Potosí,1494,Potosí,11,U. E. San José  A,5003621,3,3,33,22,7,8,28,9,1,7,7,2,8,3
1,Tomás Frías,1,Potosí,1494,Potosí,11,U. E. San José  A,5003631,4,1,22,45,14,1,22,8,2,7,3,6,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,11,U. E. San José  A,5003641,5,0,14,27,4,2,15,8,0,1,5,1,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002201,1,3,22,40,5,0,22,16,5,4,7,6,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002211,2,0,25,38,3,3,26,17,3,3,4,1,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002221,3,4,18,51,6,3,20,14,2,5,4,4,5,3
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002231,4,3,24,41,7,1,23,9,2,1,4,3,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002241,5,3,26,34,8,5,27,9,1,2,6,2,4,5
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002251,6,2,23,39,3,1,10,16,2,1,7,5,1,4
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002261,7,2,20,39,4,1,27,16,3,3,4,2,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002271,8,3,22,49,5,0,25,29,0,3,4,1,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002281,9,2,18,50,7,1,27,20,1,3,5,2,3,4
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002291,10,2,17,31,11,3,21,19,1,3,3,5,0,3
1,Tomás Frías,1,Potosí,1494,Potosí,12,Esc. Litoral,5002301,11,2,33,48,9,1,27,12,0,4,4,5,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,13,Esc. Copacabana,5004241,1,3,18,53,6,0,23,15,1,4,6,1,4,2
1,Tomás Frías,1,Potosí,1494,Potosí,13,Esc. Copacabana,5004251,2,3,25,35,5,1,20,22,0,3,10,3,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,13,Esc. Copacabana,5004261,3,3,20,43,7,4,20,10,2,2,6,4,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,13,Esc. Copacabana,5004271,4,0,27,46,2,2,14,17,1,6,7,7,1,6
1,Tomás Frías,1,Potosí,1494,Potosí,13,Esc. Copacabana,5004281,5,1,29,43,3,3,14,15,1,0,10,4,4,1
1,Tomás Frías,1,Potosí,1494,Potosí,13,Esc. Copacabana,5004291,6,0,27,52,3,4,17,20,3,1,5,3,0,3
1,Tomás Frías,1,Potosí,1494,Potosí,13,Esc. Copacabana,5004301,7,0,0,8,0,1,1,2,0,0,1,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,15,Esc. Benicio Montero Mallo,5001161,1,4,22,36,6,7,23,12,2,3,6,0,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,15,Esc. Benicio Montero Mallo,5001171,2,4,24,44,8,2,11,7,5,3,5,3,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,15,Esc. Benicio Montero Mallo,5001181,3,2,18,45,6,0,27,5,1,4,1,2,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,15,Esc. Benicio Montero Mallo,5001191,4,1,21,40,7,1,18,17,0,6,2,6,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,15,Esc. Benicio Montero Mallo,5001201,5,0,23,47,3,0,24,10,4,1,2,2,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,15,Esc. Benicio Montero Mallo,5001211,6,1,28,46,6,4,19,6,1,2,7,2,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,15,Esc. Benicio Montero Mallo,5001221,7,1,28,39,6,4,17,17,1,3,6,2,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,15,Esc. Benicio Montero Mallo,5001231,8,1,30,34,7,4,20,10,1,5,6,6,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001301,1,0,24,56,9,3,12,12,3,3,3,0,1,5
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001311,2,3,29,43,6,2,17,6,2,2,1,0,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001321,3,1,27,38,6,1,19,4,1,6,1,3,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001331,4,2,13,39,5,7,16,14,0,4,2,2,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001341,5,2,25,46,2,5,8,8,2,3,2,3,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001351,6,3,26,46,4,3,14,7,2,3,1,2,0,3
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001361,7,3,16,39,3,1,12,7,3,3,3,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001451,1,0,25,48,3,2,17,9,1,2,3,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001461,2,3,21,42,2,5,14,10,2,8,2,6,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001471,3,1,18,40,7,2,14,14,3,2,4,4,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001481,4,1,25,47,2,1,7,6,0,2,1,2,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001491,5,0,26,52,4,0,18,5,2,1,8,4,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001501,6,2,18,54,5,1,8,3,1,2,0,2,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001511,7,0,23,50,3,1,16,8,0,5,5,2,3,2
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001521,8,0,35,42,4,0,14,7,2,1,3,5,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001531,9,0,26,40,2,9,10,5,1,2,2,4,4,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001541,10,2,16,47,1,1,11,7,0,2,2,4,1,4
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001551,11,0,34,34,2,1,10,11,1,1,4,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001561,12,2,21,40,6,4,7,5,0,3,5,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001571,13,4,21,41,2,1,7,8,1,1,3,4,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001581,14,3,30,44,5,1,10,19,0,4,1,2,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002311,1,1,28,33,8,1,17,8,0,5,7,5,2,5
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002321,2,2,20,41,3,1,14,9,1,3,1,1,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002331,3,2,29,43,4,3,19,7,0,0,4,5,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002341,4,0,16,41,5,3,12,7,1,0,6,2,1,4
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002351,5,0,28,37,1,2,18,8,1,4,1,2,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002361,6,0,16,40,4,2,29,8,0,3,4,6,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002371,7,2,13,52,4,4,32,10,0,1,0,2,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002381,8,0,4,13,3,1,1,3,0,1,1,2,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002391,1,1,29,29,9,2,21,21,0,3,5,8,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002401,2,4,26,40,11,2,16,22,0,5,4,4,2,5
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002411,3,3,20,41,8,1,20,21,1,6,5,3,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002421,4,1,14,46,15,0,27,15,1,2,7,4,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002431,5,0,26,43,11,0,15,20,5,0,7,2,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002441,6,1,15,18,7,0,18,15,1,1,6,3,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001371,1,1,22,40,2,1,13,2,4,5,0,0,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001381,2,2,31,33,4,0,7,12,0,4,3,0,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001391,3,2,26,51,4,5,14,6,0,2,1,2,4,1
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001401,4,2,21,36,0,5,12,8,2,4,3,1,4,7
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001411,5,0,14,47,6,0,14,5,2,2,1,2,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001421,6,0,22,26,4,3,26,7,0,2,7,3,3,4
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001431,7,0,13,42,8,4,16,8,1,4,2,1,3,4
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001441,8,2,12,38,2,1,12,3,1,3,4,3,4,5
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002491,1,1,17,48,6,1,23,10,0,2,3,2,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002501,2,4,19,50,8,2,22,12,3,5,4,1,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002511,3,2,25,40,4,2,11,11,3,3,4,3,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002521,4,2,32,44,5,1,21,12,0,0,5,5,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002531,5,1,32,39,4,1,24,6,2,2,3,2,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002541,6,5,19,44,5,1,22,13,1,1,6,0,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002551,7,1,20,45,6,2,23,14,1,2,4,0,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002561,8,3,20,55,1,2,19,18,1,1,2,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002571,9,2,12,42,7,2,18,11,4,3,2,1,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002581,10,1,22,46,7,4,23,10,1,2,1,2,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002591,11,1,18,39,3,1,20,19,0,4,8,3,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002601,12,5,26,46,2,1,15,10,1,2,3,4,1,4
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002611,13,1,25,39,4,2,17,8,2,2,5,3,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002621,14,1,20,48,5,2,27,11,1,1,3,5,4,2
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002631,15,1,21,35,4,2,9,11,1,3,2,1,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002641,16,1,29,43,4,1,19,17,4,3,2,2,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002651,17,1,26,29,4,0,13,15,2,2,8,4,0,3
