CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,LIBRE,NGP,PATRIA-UNIDOS,MTS,FRI,XS-CH,A-UPP
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001091,1,100,18,11,45,2,2,3,7
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001101,2,82,17,7,50,2,4,2,6
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001111,3,109,16,5,42,4,2,2,4
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001121,4,95,17,6,56,1,2,2,2
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001131,5,44,11,2,42,2,3,1,1
1,Oropeza,1,Sucre,2794,Sucre,103,Esc. Mariscal De Ayacucho,1000631,1,83,23,8,46,1,3,5,6
1,Oropeza,1,Sucre,2794,Sucre,103,Esc. Mariscal De Ayacucho,1000641,2,107,16,6,47,2,3,4,1
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004721,1,92,14,5,80,2,1,7,2
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004731,2,87,17,10,57,3,3,3,2
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004771,6,98,13,6,49,2,3,3,2
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004791,8,74,16,4,75,7,0,6,2
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004801,9,82,21,6,55,2,3,7,4
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004811,10,90,7,0,74,5,2,5,2
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004831,12,87,20,4,70,2,2,5,3
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004841,13,94,14,5,67,4,4,3,4
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005271,1,67,14,7,60,4,11,9,3
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005311,5,57,15,7,78,9,3,9,4
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005321,6,52,15,4,54,4,11,6,8
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005341,8,72,14,8,70,4,7,7,3
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005361,10,50,12,6,73,2,8,3,9
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005371,11,76,14,1,52,4,3,7,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005381,12,54,18,6,64,5,7,10,8
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005391,13,70,15,5,58,3,6,12,5
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003191,1,86,11,1,72,5,2,4,3
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003211,3,110,16,12,54,2,4,1,6
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003221,4,84,17,9,60,6,4,1,6
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003231,5,103,15,4,62,5,7,2,4
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003241,6,31,5,2,36,1,2,2,0
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000961,1,87,7,1,77,11,5,4,5
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000971,2,76,12,3,73,3,4,5,1
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000991,4,95,12,3,67,1,1,6,4
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001001,5,99,6,5,51,2,6,14,1
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001011,6,86,6,8,65,5,10,8,2
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001031,8,80,14,7,69,9,4,10,1
