CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,DESPIERTA,MTS,PATRIA-UNIDOS,TUFE,CPEM-B,LIBRE,A-UPP,VAMOS,NGP,APB-SUMATE,MNR,AVANZAR,F.S.D.
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002617,4,16,6,50,6,0,,17,,0,,3,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001317,1,39,3,57,11,1,,30,,2,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001327,2,32,9,55,19,1,,37,,5,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001337,3,28,5,59,18,3,,47,,4,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001347,4,47,5,44,26,4,,38,,4,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001357,5,33,8,54,16,8,,35,,7,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001367,6,34,13,62,20,3,,31,,2,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001377,7,43,2,54,12,2,,46,,0,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001387,8,44,12,55,12,4,,30,,3,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001397,9,3,2,12,4,0,,2,,0,,2,,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003717,1,22,8,71,11,7,,36,,4,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003727,2,28,3,77,8,2,,42,,2,,22,,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003737,3,6,2,24,3,0,,4,,1,,1,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000397,1,35,10,60,13,7,,26,,2,,24,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000407,2,40,6,73,14,5,,23,,7,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000417,3,35,12,59,7,3,,30,,5,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000427,4,28,24,50,20,6,,26,,10,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000437,5,36,12,53,16,5,,32,,8,,7,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000447,6,21,12,65,18,7,,28,,10,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000457,7,23,9,71,20,3,,25,,9,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000467,8,35,11,56,19,7,,22,,5,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000477,9,24,7,71,18,8,,34,,12,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000487,10,36,7,67,8,4,,37,,8,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000497,11,19,16,50,12,2,,35,,11,,26,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000507,12,42,11,57,10,4,,25,,12,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000517,13,26,13,76,12,3,,24,,6,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000527,14,19,11,76,16,3,,34,,7,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000537,15,36,14,55,13,3,,32,,10,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000547,16,25,10,69,21,6,,32,,7,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000557,17,17,14,60,17,3,,42,,7,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000567,18,24,7,47,13,5,,30,,10,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003747,1,21,4,58,19,2,,44,,8,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003757,2,17,10,78,14,4,,36,,5,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003767,3,31,4,71,18,3,,37,,3,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003777,4,26,3,60,21,3,,37,,2,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003787,5,38,4,63,10,6,,37,,5,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003797,6,27,8,67,13,7,,42,,3,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003807,7,34,10,54,19,7,,42,,5,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003817,8,5,30,57,4,3,,19,,15,,38,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003827,9,33,8,61,15,4,,31,,4,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003837,10,21,6,56,18,3,,36,,6,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001587,1,34,13,42,8,3,,21,,2,,55,,
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001597,2,31,6,37,28,5,,31,,5,,38,,
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001607,3,15,2,16,11,0,,6,,1,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002017,1,41,4,87,14,6,,26,,1,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002027,2,40,5,85,13,2,,38,,0,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002037,3,29,3,87,16,6,,21,,5,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002047,4,33,3,81,18,7,,29,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002057,5,27,2,79,23,5,,23,,2,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002067,6,42,5,83,13,5,,23,,1,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002077,7,46,4,94,14,4,,25,,1,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002087,8,42,4,92,18,2,,14,,2,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002097,9,31,9,97,11,8,,21,,3,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002107,10,36,9,95,15,3,,26,,1,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002117,11,22,7,86,15,3,,27,,2,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002127,12,37,9,82,21,2,,27,,4,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002137,13,51,6,85,8,2,,24,,1,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002147,14,34,6,72,23,4,,32,,5,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002157,15,7,2,20,1,0,,4,,0,,0,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001407,1,31,5,57,16,4,,40,,6,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001417,2,35,8,56,13,3,,38,,6,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001427,3,34,4,65,13,6,,28,,10,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001437,4,36,10,48,15,3,,45,,5,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001447,5,31,8,49,13,2,,42,,6,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001457,6,24,11,51,23,6,,37,,5,,26,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001467,7,35,9,67,18,4,,31,,5,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001477,8,34,5,68,24,2,,35,,2,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001487,9,29,10,58,13,2,,40,,4,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001497,10,25,7,54,22,7,,37,,6,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001507,11,19,6,20,18,2,,20,,2,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001227,1,36,14,45,28,2,,33,,3,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001237,2,25,10,42,15,5,,55,,2,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001247,3,26,12,42,19,1,,36,,6,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001257,4,23,7,55,13,5,,50,,6,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001267,5,24,13,45,23,6,,46,,4,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001277,6,28,11,46,15,6,,49,,6,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001287,7,28,7,57,12,0,,37,,6,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001297,8,38,5,38,15,4,,38,,4,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001307,9,28,5,50,22,2,,39,,5,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000857,1,27,6,52,15,8,,41,,4,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000867,2,16,13,56,26,5,,40,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000877,3,25,5,58,13,2,,49,,2,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000887,4,30,15,48,19,2,,44,,2,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000897,5,4,0,10,2,0,,4,,1,,3,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003577,1,36,5,77,12,4,,20,,1,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003587,2,48,4,83,10,3,,21,,1,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003597,3,36,4,91,16,7,,22,,1,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003607,4,52,1,67,14,1,,22,,3,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003617,5,43,7,80,18,4,,10,,3,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003627,6,41,3,90,15,0,,15,,1,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003637,7,9,2,13,6,0,,3,,0,,2,,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003647,1,28,5,85,27,10,,29,,2,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003657,2,28,2,88,31,5,,30,,5,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003667,3,27,8,91,22,5,,34,,2,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003677,4,25,4,88,28,10,,25,,4,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003687,5,7,1,30,2,1,,5,,0,,1,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002407,1,24,6,98,16,7,,29,,1,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002417,2,32,5,68,14,7,,30,,4,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002427,3,36,3,98,15,5,,22,,1,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002437,4,30,1,93,13,5,,28,,5,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002447,5,19,6,98,18,3,,25,,3,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002457,6,6,0,9,2,0,,3,,0,,3,,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000287,1,27,11,68,14,3,,30,,5,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000297,2,39,13,61,24,4,,26,,1,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000307,3,25,14,61,25,8,,32,,3,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000317,4,28,16,56,19,4,,32,,3,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder República Argentina,8000327,1,35,12,71,21,4,,23,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder República Argentina,8000337,2,42,6,67,14,1,,31,,1,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder República Argentina,8000347,3,27,7,58,10,2,,17,,0,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000357,1,31,7,88,12,5,,16,,1,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000367,2,45,3,76,13,4,,35,,1,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000377,3,46,2,81,14,7,,21,,1,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000387,4,20,4,78,9,4,,15,,1,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,32009,U.E. Andrés Bello,8002497,1,35,2,81,14,4,,28,,3,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,32009,U.E. Andrés Bello,8002507,2,51,6,74,13,3,,16,,4,,27,,
1,Cercado,1,Trinidad,2526,Trinidad,32009,U.E. Andrés Bello,8002517,3,10,1,28,3,1,,8,,0,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001837,1,35,5,70,12,1,,31,,5,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001847,2,31,2,74,22,6,,36,,2,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001857,3,38,5,71,18,2,,28,,2,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001867,4,45,9,68,17,2,,27,,3,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001877,5,33,11,59,14,3,,23,,3,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002627,1,34,2,104,6,6,,19,,3,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002637,2,27,8,101,9,5,,21,,2,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002647,3,37,5,93,12,6,,18,,4,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002657,4,8,1,35,1,6,,9,,1,,5,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002837,1,27,17,75,18,3,,29,,3,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002847,2,26,11,68,15,9,,34,,5,,24,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002857,3,27,11,89,18,2,,31,,2,,7,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002867,4,23,13,76,13,4,,42,,4,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002877,5,30,8,60,17,1,,44,,7,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002887,6,24,9,60,17,3,,37,,2,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002897,7,40,8,63,12,5,,34,,3,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002907,8,26,10,66,12,3,,37,,4,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002917,9,37,11,62,13,5,,43,,2,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002927,10,34,18,57,16,7,,38,,2,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002937,11,8,3,18,6,1,,11,,1,,6,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003217,1,27,19,80,7,1,,32,,3,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003227,2,28,19,81,14,4,,29,,0,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003237,3,34,8,85,12,5,,30,,4,,5,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003247,4,39,9,60,21,7,,27,,3,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003257,5,26,4,78,14,6,,39,,4,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003267,6,26,9,92,19,1,,29,,0,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003277,7,27,10,100,15,4,,25,,5,,5,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003287,8,21,9,72,22,7,,36,,1,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002947,1,25,14,61,19,6,,47,,2,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002957,2,18,20,58,27,3,,52,,4,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002967,3,31,12,62,16,5,,44,,6,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002977,4,30,12,59,23,4,,44,,1,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002987,5,28,5,60,16,6,,37,,9,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002997,6,32,8,72,18,5,,45,,2,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003007,7,29,18,69,8,6,,36,,1,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003017,8,37,7,64,6,11,,41,,4,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003027,9,27,13,68,10,3,,36,,6,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003037,10,27,9,77,16,7,,34,,7,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003047,11,26,9,71,21,6,,36,,1,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003057,12,9,1,9,3,2,,10,,2,,7,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003847,1,23,6,88,14,2,,39,,2,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003857,2,26,7,68,18,6,,52,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003867,3,37,10,72,20,1,,29,,0,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003877,4,19,11,78,38,4,,44,,5,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003887,5,28,8,82,10,5,,39,,1,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003897,6,12,2,27,7,0,,9,,1,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001517,1,24,10,70,13,1,,35,,4,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001527,2,32,16,43,19,6,,33,,1,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001537,3,28,7,67,16,4,,43,,8,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001547,4,30,6,61,13,4,,37,,9,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001557,5,25,14,59,18,7,,32,,1,,5,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001567,6,28,8,52,17,1,,39,,6,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001577,7,26,9,45,10,2,,28,,4,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003907,1,32,3,77,15,6,,31,,5,,26,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003917,2,35,3,107,10,5,,25,,2,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003927,3,38,4,78,14,5,,38,,3,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003937,4,30,2,97,17,3,,20,,1,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003947,5,37,3,79,13,3,,29,,3,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003957,6,15,1,77,7,3,,16,,1,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,32370,U.E. Hernán Melgar Justiniano,8001097,1,30,14,55,22,9,,34,,5,,16,,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000017,1,18,2,65,3,1,,15,,3,,14,,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000027,2,10,1,77,7,2,,22,,4,,19,,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000037,3,9,5,70,4,1,,23,,5,,19,,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000047,4,8,1,39,1,0,,10,,3,,7,,
1,Cercado,1,Trinidad,2528,Puerto Ballivián,1,Esc. Puerto Ballivian,8000057,1,46,3,53,7,4,,12,,3,,9,,
1,Cercado,1,Trinidad,2529,Puerto Almacén,1,Esc. Mayor Pedro Vaca Diez,8000067,1,10,6,65,27,4,,22,,6,,28,,
1,Cercado,1,Trinidad,2529,Puerto Almacén,1,Esc. Mayor Pedro Vaca Diez,8000077,2,22,6,41,24,1,,27,,3,,26,,
1,Cercado,1,Trinidad,2534,San Juan de Aguas Dulces,1,Esc. San Juan De Aguas Dulces,8000087,1,9,0,77,0,0,,0,,4,,13,,
1,Cercado,1,Trinidad,3069,Casarabe,1,Escuela Casarabe,8000097,1,52,3,41,5,5,,20,,3,,37,,
1,Cercado,1,Trinidad,3069,Casarabe,1,Escuela Casarabe,8000107,2,46,1,50,10,1,,20,,7,,27,,
1,Cercado,1,Trinidad,3069,Casarabe,1,Escuela Casarabe,8000117,3,52,1,56,4,2,,16,,3,,34,,
1,Cercado,1,Trinidad,3070,Ibiato,1,Escuela Iviato,8000127,1,38,0,60,13,4,,33,,2,,20,,
1,Cercado,1,Trinidad,3070,Ibiato,1,Escuela Iviato,8000137,2,24,0,25,3,0,,9,,1,,19,,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000147,1,36,8,54,15,4,,16,,7,,23,,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000157,2,48,4,44,22,4,,6,,2,,21,,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000167,3,43,10,39,21,6,,10,,7,,21,,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000177,4,20,2,17,9,2,,10,,4,,7,,
1,Cercado,2,San Javier,2530,San Javier,2,Escuela San Javier,8004017,1,,53,83,13,,,5,,5,,12,,
1,Cercado,2,San Javier,2530,San Javier,2,Escuela San Javier,8004027,2,,63,80,22,,,6,,6,,10,,
1,Cercado,2,San Javier,2530,San Javier,2,Escuela San Javier,8004037,3,,72,94,10,,,5,,2,,15,,
1,Cercado,2,San Javier,2532,Espíritu Santo,2,Escuela Espiritu Santo,8004047,1,,3,15,4,,,0,,10,,2,,
1,Cercado,2,San Javier,2535,San Pedro,2,Escuela San Pedro,8004057,1,,3,118,33,,,16,,8,,7,,
1,Cercado,2,San Javier,2535,San Pedro,2,Escuela San Pedro,8004067,2,,8,109,40,,,12,,8,,8,,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004077,1,,3,114,31,,,15,,4,,14,,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004087,2,,7,81,51,,,13,,1,,21,,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004097,3,,2,91,34,,,24,,9,,13,,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004107,4,,3,60,42,,,24,,11,,6,,
