CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,UNPA,NGP,MTS,UNIDOS-,PATRIA-UNIDOS,LIBRE,SOLUCIONES-CON-TODOS,PDC,A-UPP,UN,POKUY,FRI,APB-SUMATE,U.P.C,CREE,UNE,FAP,F-S,ARI,TU,PPS
1,Cercado,1,Cochabamba,821,Cochabamba,109,Colegio Marista,3002337,23,,11,5,11,8,15,14,6,8,,,2,128,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,109,Colegio Marista,3002347,24,,16,2,3,9,9,7,1,5,,,3,85,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,111,Colegio Federico Froebel,3000117,2,,14,2,6,17,11,27,1,16,,,2,104,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,111,Colegio Federico Froebel,3000127,3,,16,3,8,23,12,19,1,7,,,2,112,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,111,Colegio Federico Froebel,3000147,5,,24,3,8,18,8,30,1,14,,,4,85,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,111,Colegio Federico Froebel,3000217,12,,18,3,6,21,8,19,0,11,,,0,113,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,113,Instituto Eduardo Laredo,3017497,2,,18,1,7,17,20,17,2,2,,,0,103,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,113,Instituto Eduardo Laredo,3017517,4,,18,2,6,21,14,20,2,9,,,4,97,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,113,Instituto Eduardo Laredo,3017527,5,,16,1,4,36,9,23,0,3,,,0,94,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021067,1,,15,1,7,17,12,21,0,5,,,3,109,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021077,2,,20,3,6,21,11,21,0,1,,,2,112,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021087,3,,16,0,4,12,14,28,0,1,,,1,118,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021097,4,,25,2,2,24,16,13,2,4,,,3,101,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021107,5,,19,4,4,22,21,18,1,4,,,2,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021117,6,,20,4,7,24,11,20,1,5,,,5,101,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021127,7,,22,1,4,17,16,28,1,3,,,0,100,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,123,Colegio Richard Von Weizacker,3003527,12,,11,2,9,22,12,15,2,6,,,1,128,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,123,Colegio Richard Von Weizacker,3003557,15,,16,4,1,16,17,15,4,9,,,3,109,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005657,3,,20,2,7,17,14,12,2,9,,,4,118,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005667,4,,12,5,3,13,6,23,2,11,,,0,117,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005677,5,,14,1,5,8,9,17,2,18,,,4,120,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005687,6,,15,3,8,8,7,11,0,12,,,3,148,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005697,7,,9,2,8,11,13,13,2,16,,,2,121,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005707,8,,11,2,12,12,9,11,0,11,,,7,130,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005727,10,,13,1,2,4,13,16,1,14,,,4,138,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005737,11,,17,6,7,7,7,22,1,10,,,4,120,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005757,13,,22,0,7,9,9,13,0,9,,,4,136,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005777,15,,11,4,3,7,2,5,2,7,,,0,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005897,1,,11,1,12,2,10,12,1,12,,,2,148,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005907,2,,8,3,12,8,6,11,2,13,,,4,145,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005917,3,,10,3,4,10,9,10,5,15,,,3,132,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005927,4,,21,1,9,8,9,14,2,7,,,4,132,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005937,5,,19,1,12,8,14,10,0,10,,,1,129,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005947,6,,9,1,6,6,8,12,3,15,,,2,147,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005957,7,,13,5,5,5,8,9,4,12,,,2,122,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005967,8,,15,3,10,11,9,9,2,13,,,5,117,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005977,9,,4,5,13,14,17,14,4,10,,,0,123,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005987,10,,15,2,6,8,11,9,0,10,,,6,131,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3003977,1,,13,6,9,16,9,9,0,19,,,4,124,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3003987,2,,11,2,3,9,12,16,6,12,,,3,127,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004017,5,,21,2,14,6,9,17,1,16,,,3,121,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004027,6,,16,1,8,14,11,17,2,14,,,4,127,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004067,10,,11,2,10,18,10,21,0,13,,,2,130,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004087,12,,21,5,7,10,12,19,5,11,,,2,119,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004107,14,,26,2,6,14,8,15,3,10,,,4,121,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004117,15,,27,3,4,11,14,23,3,8,,,5,114,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004127,16,,16,4,8,7,8,11,3,21,,,2,122,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,134,Unidad Educativa Esteban Arze,3005257,4,,19,2,12,4,14,14,1,8,,,3,131,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,136,Colegio Cristo Rey,3021607,1,,15,1,10,14,10,14,0,6,,,3,129,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,136,Colegio Cristo Rey,3021617,2,,17,3,4,15,15,19,1,4,,,0,134,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,136,Colegio Cristo Rey,3021627,3,,12,4,6,17,9,11,1,3,,,3,134,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,136,Colegio Cristo Rey,3021647,5,,15,2,6,10,9,17,0,13,,,1,142,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,136,Colegio Cristo Rey,3021657,6,,19,3,8,11,9,17,1,4,,,4,129,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,136,Colegio Cristo Rey,3021667,7,,16,6,6,14,9,20,0,8,,,3,123,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,137,Colegio Paulo VI,3021427,1,,10,0,2,10,17,22,1,8,,,3,109,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,137,Colegio Paulo VI,3021437,2,,16,1,5,14,13,14,1,6,,,4,138,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,137,Colegio Paulo VI,3021447,3,,22,2,9,16,18,11,0,4,,,1,115,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,137,Colegio Paulo VI,3021457,4,,10,2,3,18,25,19,1,4,,,4,95,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,137,Colegio Paulo VI,3021467,5,,14,1,10,11,6,10,1,7,,,2,138,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,140,Colegio La Salle,3017697,1,,32,1,6,18,16,17,2,8,,,1,110,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,140,Colegio La Salle,3017707,2,,21,0,4,20,11,19,1,7,,,1,122,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,145,Colegio Don Bosco,3019187,1,,15,1,6,23,11,7,3,6,,,3,116,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,145,Colegio Don Bosco,3019197,2,,13,1,6,17,9,13,2,7,,,5,124,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,145,Colegio Don Bosco,3019207,3,,17,1,7,13,13,19,1,2,,,2,120,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,145,Colegio Don Bosco,3019217,4,,19,0,9,12,19,21,0,2,,,1,119,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,145,Colegio Don Bosco,3019247,7,,19,4,6,13,16,23,2,5,,,2,107,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,146,Colegio Loyola,3019057,6,,8,3,5,13,13,25,1,5,,,0,127,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,147,Escuela Wilge Rodriguez,3018047,1,,19,5,7,12,13,15,2,9,,,2,99,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,147,Escuela Wilge Rodriguez,3018057,2,,14,3,4,11,14,8,4,11,,,2,113,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,147,Escuela Wilge Rodriguez,3018067,3,,19,1,6,8,12,13,3,10,,,1,102,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,147,Escuela Wilge Rodriguez,3018077,4,,16,5,8,9,15,19,3,7,,,4,113,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,147,Escuela Wilge Rodriguez,3018087,5,,7,1,2,9,6,7,2,5,,,0,57,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,149,Escuela Gualberto Villarroel,3019097,1,,16,1,4,18,13,11,1,9,,,2,128,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,149,Escuela Gualberto Villarroel,3019117,3,,13,1,9,13,9,20,4,10,,,2,119,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,149,Escuela Gualberto Villarroel,3019127,4,,13,4,8,21,13,20,1,10,,,2,118,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,149,Escuela Gualberto Villarroel,3019147,6,,12,2,10,8,11,14,1,8,,,1,114,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,149,Escuela Gualberto Villarroel,3019177,9,,12,1,4,12,14,17,1,6,,,7,139,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,151,Colegio San Rafael,3018857,4,,17,3,9,12,9,21,2,10,,,3,119,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,151,Colegio San Rafael,3018877,6,,8,5,12,7,10,14,3,15,,,4,115,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005547,9,,11,2,8,3,7,19,1,12,,,4,109,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005557,10,,10,4,5,12,11,14,4,9,,,4,124,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005567,11,,11,2,11,11,10,7,3,8,,,0,106,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005587,13,,10,2,18,10,7,15,3,9,,,2,114,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005597,14,,10,1,8,10,6,22,3,11,,,1,125,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005617,16,,11,1,1,1,1,2,2,0,,,0,26,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,164,Unidad Educativa Santa Maria Micaela,3005177,19,,10,4,4,7,8,15,1,13,,,5,117,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006757,2,,17,3,10,3,5,16,1,14,,,12,117,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006787,5,,15,4,10,10,9,20,2,17,,,14,118,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006797,6,,15,1,16,3,8,17,4,44,,,6,86,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006807,7,,12,4,8,12,11,13,2,12,,,12,119,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006877,14,,9,3,12,6,6,17,4,18,,,12,101,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006887,15,,12,4,5,10,4,15,2,14,,,13,138,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006897,16,,11,1,3,10,8,19,1,16,,,10,126,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006907,17,,14,2,7,8,9,11,0,18,,,7,125,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006917,18,,15,0,8,10,5,14,2,10,,,12,135,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006927,19,,14,3,6,13,9,12,2,13,,,14,114,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006937,20,,17,3,5,4,6,12,1,11,,,7,146,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006947,21,,19,3,13,8,12,16,2,7,,,6,122,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006977,24,,9,2,11,11,8,8,0,19,,,8,125,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009507,1,,10,8,7,11,8,16,8,40,,,10,83,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009517,2,,13,1,5,10,8,10,3,28,,,3,104,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009527,3,,19,2,10,6,11,11,2,33,,,7,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009547,5,,14,7,7,7,14,12,3,38,,,3,92,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009567,7,,14,6,6,5,15,8,4,37,,,1,100,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009587,9,,9,3,7,7,7,7,6,46,,,7,79,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009597,10,,16,2,6,6,11,15,1,49,,,6,75,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009607,11,,11,2,2,15,12,10,3,35,,,6,105,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009637,14,,8,2,7,7,10,16,9,36,,,2,84,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009657,16,,13,11,8,4,2,16,7,33,,,6,86,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009667,17,,14,1,8,12,7,11,2,37,,,3,105,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009677,18,,10,3,9,6,8,14,4,31,,,2,63,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008227,1,,16,3,6,4,6,13,2,41,,,8,90,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008237,2,,17,3,9,3,7,14,2,26,,,7,121,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008257,4,,10,6,7,3,13,14,3,31,,,8,97,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008287,7,,18,5,7,6,11,13,2,24,,,3,104,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008297,8,,19,5,9,2,10,6,3,36,,,4,104,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008307,9,,22,2,12,6,9,10,2,32,,,5,107,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008317,10,,20,2,11,4,8,9,2,33,,,8,85,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008327,11,,12,3,2,8,12,6,3,27,,,6,123,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008337,12,,15,5,4,8,8,8,5,32,,,4,117,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008357,14,,11,4,7,8,11,11,4,32,,,5,119,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008817,9,,17,2,6,4,8,12,3,28,,,5,100,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008827,10,,11,5,13,7,11,11,3,31,,,4,84,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008837,11,,14,4,9,7,8,17,2,32,,,5,91,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008847,12,,10,7,3,4,7,11,3,46,,,7,91,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008857,13,,18,4,10,4,11,13,2,52,,,6,85,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008867,14,,7,1,16,7,15,15,1,28,,,3,79,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008917,19,,19,6,6,4,4,5,4,40,,,2,100,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008947,22,,10,5,6,1,2,10,3,10,,,2,37,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006517,1,,14,6,4,4,7,24,7,37,,,4,89,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007537,2,,16,6,10,3,7,14,2,29,,,3,109,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007557,4,,21,0,6,6,7,9,2,54,,,9,78,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007567,5,,12,3,7,10,8,14,9,35,,,2,86,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007577,6,,8,3,10,9,7,16,2,33,,,1,103,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007597,8,,13,5,5,5,9,18,7,32,,,3,98,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007617,10,,9,2,11,1,7,10,2,34,,,6,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007627,11,,17,7,6,4,6,12,5,34,,,4,102,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007637,12,,10,2,10,4,14,14,4,43,,,5,91,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007647,13,,11,5,11,7,10,13,7,32,,,1,99,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007657,14,,11,4,8,8,15,14,2,20,,,3,107,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007667,15,,12,4,13,4,6,21,1,36,,,6,92,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007677,16,,14,1,14,8,7,13,4,24,,,3,94,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,192,Colegio Irlandes,3018627,1,,21,0,3,23,14,13,2,3,,,2,122,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,192,Colegio Irlandes,3018637,2,,20,0,6,22,14,20,2,3,,,0,95,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,192,Colegio Irlandes,3018647,3,,13,1,4,18,1,10,0,1,,,0,89,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,196,(Cárcel) Penitenciaria San Sebastian  Varones,3018017,2,,12,8,4,2,5,3,7,49,,,8,52,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,196,(Cárcel) Penitenciaria San Sebastian  Varones,3018027,3,,1,5,7,1,7,2,3,17,,,3,26,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,197,(Cárcel) Penitenciaria San Antonio,3017467,1,,8,5,12,7,6,4,3,53,,,10,40,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,197,(Cárcel) Penitenciaria San Antonio,3017477,2,,1,2,5,3,0,1,3,12,,,6,17,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,203,Colegio Luis Quintin Vila,3002577,3,,11,6,11,14,12,10,2,10,,,3,123,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,203,Colegio Luis Quintin Vila,3002617,7,,21,3,9,17,13,18,2,8,,,0,114,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,203,Colegio Luis Quintin Vila,3002647,10,,18,4,6,11,11,12,2,9,,,2,126,,,,,,,,
