CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,PATRIA-UNIDOS,MTS,LIBRE,XS-CH,FRI,CHR,NGP,ASOCOIN-POROMA,COKASAL,A-UPP,FUERZA,APB-SUMATE
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001097,1,46,28,1,32,3,5,13,9,,,4,10,14
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001107,2,34,28,1,23,7,3,13,10,,,4,15,8
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001117,3,32,33,2,38,1,6,19,10,,,5,9,7
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001127,4,41,30,2,19,3,8,14,11,,,3,9,10
1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1001137,5,17,17,2,20,0,7,12,7,,,3,6,6
1,Oropeza,1,Sucre,2794,Sucre,103,Esc. Mariscal De Ayacucho,1000637,1,24,26,2,53,5,3,12,11,,,4,10,12
1,Oropeza,1,Sucre,2794,Sucre,103,Esc. Mariscal De Ayacucho,1000647,2,44,28,3,37,2,7,4,10,,,2,6,12
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004727,1,40,36,3,27,3,2,18,10,,,4,17,4
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004737,2,45,27,2,26,1,6,14,9,,,2,17,9
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004747,3,50,36,3,27,1,6,17,4,,,7,11,8
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004757,4,32,37,3,27,2,4,14,9,,,3,21,10
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004767,5,32,49,0,21,4,8,24,8,,,2,19,6
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004777,6,46,31,3,26,2,7,10,5,,,4,16,6
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004787,7,27,35,4,27,3,4,15,8,,,9,10,7
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004797,8,25,43,6,22,7,2,14,11,,,1,18,6
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004807,9,32,28,5,27,5,8,22,10,,,5,10,7
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004817,10,38,45,4,23,3,3,6,6,,,7,16,7
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004827,11,34,21,2,20,4,5,23,14,,,6,16,6
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004837,12,36,36,3,29,2,5,21,12,,,2,10,10
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004847,13,28,37,3,22,1,8,15,9,,,4,18,18
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004857,14,35,32,1,31,3,6,15,9,,,4,12,6
1,Oropeza,1,Sucre,2794,Sucre,108,Col. Mariano Serrano,1004867,15,29,24,3,24,4,4,31,4,,,3,7,9
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008577,7,18,20,7,6,10,4,6,1,,,7,21,1
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008587,8,23,21,3,10,12,3,8,9,,,2,25,1
1,Oropeza,1,Sucre,2794,Sucre,110,Unid. Educ. Jose Clemente Maurer,1008607,10,20,18,2,4,8,0,11,3,,,7,19,1
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005277,1,22,20,5,14,8,5,11,14,,,11,16,4
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005287,2,21,27,5,7,4,2,15,6,,,11,18,9
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005297,3,24,18,5,14,6,10,10,5,,,6,27,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005307,4,28,24,2,20,7,7,15,6,,,5,13,6
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005317,5,30,24,4,14,2,4,8,5,,,11,23,2
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005327,6,20,20,2,14,4,7,10,8,,,8,16,3
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005347,8,35,33,2,17,6,5,8,6,,,6,22,4
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005357,9,33,28,2,15,5,5,15,2,,,8,20,3
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005367,10,31,30,3,11,9,2,7,5,,,3,18,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005377,11,38,27,4,13,4,7,12,6,,,10,13,2
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005387,12,16,21,3,13,5,4,17,14,,,9,21,3
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005407,14,27,22,4,16,4,6,3,13,,,6,15,4
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005417,15,35,25,2,12,4,6,8,6,,,3,24,4
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005427,16,26,31,4,22,2,6,12,10,,,4,14,13
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005497,23,33,29,5,20,2,5,17,4,,,5,13,8
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005507,24,13,24,6,11,3,7,14,9,,,8,18,5
1,Oropeza,1,Sucre,2794,Sucre,111,Esc. Roberto Alvarado,1005517,25,9,11,1,11,1,3,5,3,,,4,9,5
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003197,1,36,43,3,20,5,3,20,7,,,2,9,8
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003207,2,40,34,3,22,6,1,12,10,,,2,28,7
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003217,3,41,33,4,20,1,9,18,8,,,7,22,12
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003227,4,38,35,2,22,1,8,21,5,,,6,20,6
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003237,5,36,34,1,17,2,6,11,4,,,3,23,14
1,Oropeza,1,Sucre,2794,Sucre,113,Esc. Benjamin Guzman,1003247,6,15,16,2,9,1,4,5,4,,,2,6,3
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000967,1,30,43,4,19,4,5,8,7,,,8,17,6
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000977,2,30,36,1,15,5,5,17,3,,,8,9,10
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000987,3,36,27,5,18,5,7,11,3,,,8,15,10
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1000997,4,35,16,3,29,6,9,16,9,,,5,17,11
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001007,5,38,28,3,14,11,7,8,2,,,7,21,3
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001017,6,35,24,4,24,8,11,11,8,,,4,13,11
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001027,7,31,39,7,18,1,9,18,8,,,5,14,9
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001037,8,30,30,7,31,1,6,16,5,,,6,16,13
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001047,9,39,27,0,24,6,10,8,11,,,10,17,8
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001057,10,30,25,4,22,5,2,13,7,,,1,20,11
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001067,11,47,29,4,20,2,8,6,5,,,1,21,5
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001077,12,35,21,6,17,9,5,14,5,,,9,10,6
1,Oropeza,1,Sucre,2794,Sucre,115,Esc. La Recoleta,1001087,13,5,3,3,1,1,0,3,1,,,0,2,1
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004337,1,51,29,6,28,4,7,13,7,,,6,13,10
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004347,2,46,26,1,34,1,7,15,4,,,6,11,6
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004367,4,34,38,3,29,2,6,10,10,,,4,18,14
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004387,6,40,36,3,20,4,2,15,7,,,8,17,14
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004397,7,38,35,2,23,5,5,15,9,,,3,14,17
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004407,8,25,38,4,35,2,4,15,8,,,7,10,7
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004417,9,31,42,6,29,3,6,16,7,,,3,14,9
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004447,12,41,35,3,19,4,5,15,12,,,7,11,6
1,Oropeza,1,Sucre,2794,Sucre,117,Esc. San Javier,1004457,13,51,23,6,19,1,10,7,4,,,5,9,13
