CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MNR,PATRIA-UNIDOS
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001031,14,94,76
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001041,15,68,113
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001051,16,84,96
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001061,17,84,94
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001071,18,75,101
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001081,19,43,65
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001611,1,71,103
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001621,2,65,117
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001631,3,73,101
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001641,4,87,83
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001651,5,74,95
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001661,6,95,84
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001671,7,79,95
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001681,8,57,107
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001691,9,98,92
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001701,10,82,97
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001711,11,85,105
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001721,12,72,98
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001731,1,70,135
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001741,2,69,111
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001751,3,80,111
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001761,4,80,104
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001771,5,72,109
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001781,6,65,130
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001791,7,79,96
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001801,8,77,110
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001811,9,77,102
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001821,10,50,83
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000571,1,59,133
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000581,2,80,113
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000591,3,64,133
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000601,4,67,121
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000611,5,74,114
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000621,6,76,116
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000631,7,72,124
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000641,8,45,139
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000651,9,65,126
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000661,10,78,89
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002161,1,66,122
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002171,2,70,120
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002181,3,60,131
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002191,4,57,122
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002201,5,56,127
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002211,6,74,114
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002461,1,62,123
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002471,2,66,116
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002481,3,61,114
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001881,1,75,113
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001891,2,64,125
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001901,3,84,105
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001911,4,80,119
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001921,5,69,114
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001931,6,62,128
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001941,7,67,110
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001951,8,72,112
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001961,9,78,107
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001971,10,68,114
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001981,11,77,112
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001991,12,57,104
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8002001,13,61,107
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003291,1,71,115
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003301,2,89,96
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003311,3,65,115
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003321,4,73,104
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003331,5,65,116
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003341,6,75,115
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003351,7,75,118
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003361,8,59,127
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003371,9,69,132
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003381,10,67,125
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003391,11,68,115
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003401,12,74,114
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003411,13,5,20
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002521,1,70,117
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002531,2,70,113
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002541,3,68,125
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002551,4,62,132
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002561,5,71,111
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002571,6,30,57
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000671,1,89,93
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000681,2,83,94
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000691,3,88,89
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000701,4,79,96
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000711,5,65,102
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000721,6,70,90
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000731,7,78,89
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000741,8,98,80
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000751,9,82,96
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000761,10,84,99
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000771,11,71,100
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000781,12,90,86
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000791,13,85,104
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000801,14,102,85
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000811,15,87,94
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000821,16,91,77
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000831,17,55,48
1,Cercado,1,Trinidad,2526,Trinidad,16,(Cárcel) Cárcel Mocobi,8003691,1,56,107
1,Cercado,1,Trinidad,2526,Trinidad,16,(Cárcel) Cárcel Mocobi,8003701,2,33,32
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002221,1,62,116
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002231,2,59,109
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002241,3,64,115
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002251,4,63,126
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002261,5,73,117
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002271,6,74,95
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002281,7,57,118
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002291,8,47,95
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003061,1,85,117
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003071,2,94,98
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003081,3,74,112
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003091,4,84,89
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003101,5,69,118
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003111,6,63,117
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003121,7,85,112
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003131,8,86,107
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003141,9,74,110
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003151,10,91,96
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003161,11,80,121
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003171,12,77,119
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003181,13,74,122
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003191,14,66,119
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003201,15,25,47
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001101,1,80,97
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001111,2,79,107
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001121,3,87,97
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001131,4,69,87
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001141,5,88,96
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001151,6,94,87
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001161,7,87,97
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001171,8,90,89
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001181,9,83,101
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001191,10,80,121
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001201,11,83,110
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001211,12,77,70
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002301,1,68,125
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002311,2,67,118
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002321,3,64,117
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002331,4,73,106
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002341,5,68,118
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002351,6,62,115
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002361,7,68,107
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002371,8,71,107
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002381,9,65,111
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002391,10,50,82
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002661,1,80,101
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002671,2,77,100
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002681,3,99,78
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002691,4,94,89
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002701,5,85,82
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002711,6,81,89
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002721,7,80,92
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002731,8,80,97
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002741,9,85,88
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002751,10,74,86
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002761,11,81,97
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002771,12,81,102
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002781,13,82,87
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002791,14,78,79
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002801,15,72,82
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002811,16,81,90
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002821,17,20,29
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003421,1,76,107
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003431,2,67,114
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003441,3,82,104
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003451,4,81,112
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003461,5,78,104
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003471,6,81,107
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003481,7,84,97
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003491,8,87,101
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003501,9,81,90
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003511,10,81,100
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003521,11,87,98
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003531,12,70,98
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003541,13,51,119
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003551,14,64,107
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003561,15,40,71
1,Cercado,1,Trinidad,2526,Trinidad,29,(Cárcel) Cárcel De Mujeres,8000841,1,33,19
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002581,1,49,155
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002591,2,62,140
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002601,3,64,139
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002611,4,27,68
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001311,1,78,94
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001321,2,86,91
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001331,3,87,84
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001341,4,71,108
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001351,5,92,88
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001361,6,69,114
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001371,7,83,97
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001381,8,69,111
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001391,9,4,17
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003711,1,66,102
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003721,2,64,113
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003731,3,14,26
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000391,1,95,92
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000401,2,80,105
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000411,3,103,74
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000421,4,95,87
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000431,5,77,85
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000441,6,84,96
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000451,7,64,108
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000461,8,82,100
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000471,9,98,96
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000481,10,87,100
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000491,11,85,84
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000501,12,80,100
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000511,13,78,98
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000521,14,77,95
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000531,15,90,92
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000541,16,86,98
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000551,17,81,104
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000561,18,70,76
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003741,1,93,88
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003751,2,90,88
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003761,3,81,93
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003771,4,84,84
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003781,5,83,99
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003791,6,103,79
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003801,7,89,93
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003811,8,95,83
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003821,9,101,90
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003831,10,86,73
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001581,1,86,93
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001591,2,105,84
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001601,3,24,39
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002011,1,71,109
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002021,2,70,119
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002031,3,67,116
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002041,4,69,115
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002051,5,66,114
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002061,6,80,105
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002071,7,62,137
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002081,8,57,135
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002091,9,71,123
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002101,10,63,129
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002111,11,69,113
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002121,12,69,115
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002131,13,77,113
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002141,14,88,101
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002151,15,5,26
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001401,1,82,108
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001411,2,82,95
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001421,3,82,89
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001431,4,80,92
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001441,5,89,93
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001451,6,73,110
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001461,7,89,98
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001471,8,79,113
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001481,9,100,87
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001491,10,73,102
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001501,11,42,54
