CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,SOLUCIONES-CON-TODOS,PATRIA-UNIDOS,LIBRE,MTS,UNIDOS-,NGP,PDC,FRI,A-UPP,APB-SUMATE
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021111,6,5,19,25,38,3,6,0,1,12,88
1,Cercado,1,Cochabamba,821,Cochabamba,117,Escuela Maryknoll,3021121,7,4,17,31,21,1,3,2,1,4,105
1,Cercado,1,Cochabamba,821,Cochabamba,123,Colegio Richard Von Weizacker,3003521,12,5,13,18,36,4,6,2,0,11,107
1,Cercado,1,Cochabamba,821,Cochabamba,123,Colegio Richard Von Weizacker,3003551,15,6,16,28,36,3,9,6,3,15,69
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005631,1,4,15,16,31,0,9,3,1,12,100
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005651,3,3,19,17,45,7,6,0,5,10,85
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005661,4,3,12,16,40,1,4,1,5,12,90
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005671,5,6,19,8,35,4,9,2,6,19,89
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005681,6,2,11,10,31,2,4,1,5,21,121
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005701,8,4,12,16,41,3,2,4,3,24,91
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005711,9,2,13,14,33,0,7,3,5,14,100
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005721,10,5,10,14,35,3,12,3,0,17,107
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005731,11,3,13,11,52,0,1,0,5,20,89
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005751,13,5,13,17,38,1,5,2,4,15,101
1,Cercado,1,Cochabamba,821,Cochabamba,128,Seminario San Jose,3005771,15,2,9,6,31,3,5,2,1,9,72
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005891,1,5,13,9,40,7,7,0,1,14,112
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005911,3,11,11,6,41,3,6,2,3,22,95
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005921,4,9,15,15,44,7,7,4,7,15,76
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005931,5,3,12,9,42,4,8,1,4,22,100
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005941,6,5,5,11,39,3,7,2,2,24,104
1,Cercado,1,Cochabamba,821,Cochabamba,129,Esc. Fiscal Juan XXIII A Juancito Pinto,3005951,7,10,13,12,37,1,5,2,1,19,82
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3003981,2,11,17,6,30,5,4,1,5,16,99
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004011,5,4,10,8,52,2,8,0,1,29,92
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004021,6,4,13,18,48,3,8,0,1,25,89
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004081,12,3,19,20,48,3,6,4,1,14,90
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004101,14,5,17,6,31,1,6,1,1,22,108
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004111,15,6,13,18,37,5,11,2,4,11,102
1,Cercado,1,Cochabamba,821,Cochabamba,132,Escuela Antofagasta,3004121,16,5,16,8,32,4,5,1,3,21,110
1,Cercado,1,Cochabamba,821,Cochabamba,134,Unidad Educativa Esteban Arze,3005251,4,2,18,11,37,4,14,1,2,20,102
1,Cercado,1,Cochabamba,821,Cochabamba,136,Colegio Cristo Rey,3021601,1,4,12,15,35,1,6,1,4,13,110
1,Cercado,1,Cochabamba,821,Cochabamba,136,Colegio Cristo Rey,3021611,2,7,19,16,34,13,8,1,2,4,104
1,Cercado,1,Cochabamba,821,Cochabamba,136,Colegio Cristo Rey,3021621,3,9,15,9,41,2,3,0,3,12,100
1,Cercado,1,Cochabamba,821,Cochabamba,136,Colegio Cristo Rey,3021651,6,5,11,12,53,7,4,3,0,12,98
1,Cercado,1,Cochabamba,821,Cochabamba,137,Colegio Paulo VI,3021421,1,8,9,14,36,1,3,1,2,10,96
1,Cercado,1,Cochabamba,821,Cochabamba,137,Colegio Paulo VI,3021441,3,4,17,18,25,4,8,3,4,12,99
1,Cercado,1,Cochabamba,821,Cochabamba,137,Colegio Paulo VI,3021451,4,5,23,19,52,2,7,1,3,7,90
1,Cercado,1,Cochabamba,821,Cochabamba,137,Colegio Paulo VI,3021461,5,3,11,13,34,4,7,5,0,7,118
1,Cercado,1,Cochabamba,821,Cochabamba,140,Colegio La Salle,3017691,1,6,24,23,28,7,5,1,3,16,90
1,Cercado,1,Cochabamba,821,Cochabamba,140,Colegio La Salle,3017701,2,2,15,14,33,5,9,2,4,11,110
1,Cercado,1,Cochabamba,821,Cochabamba,145,Colegio Don Bosco,3019181,1,5,17,13,27,2,8,3,4,8,105
1,Cercado,1,Cochabamba,821,Cochabamba,145,Colegio Don Bosco,3019191,2,5,17,22,24,1,7,5,6,13,100
1,Cercado,1,Cochabamba,821,Cochabamba,145,Colegio Don Bosco,3019211,4,9,12,20,34,5,4,1,3,8,103
1,Cercado,1,Cochabamba,821,Cochabamba,145,Colegio Don Bosco,3019241,7,3,11,26,33,0,3,1,2,11,102
1,Cercado,1,Cochabamba,821,Cochabamba,147,Escuela Wilge Rodriguez,3018041,1,5,16,12,44,2,9,2,3,22,74
1,Cercado,1,Cochabamba,821,Cochabamba,147,Escuela Wilge Rodriguez,3018051,2,5,10,21,31,5,4,6,4,15,80
1,Cercado,1,Cochabamba,821,Cochabamba,147,Escuela Wilge Rodriguez,3018061,3,6,12,13,32,4,7,4,5,14,74
1,Cercado,1,Cochabamba,821,Cochabamba,147,Escuela Wilge Rodriguez,3018071,4,7,17,19,45,4,7,9,4,14,72
1,Cercado,1,Cochabamba,821,Cochabamba,147,Escuela Wilge Rodriguez,3018081,5,3,9,10,20,1,1,2,3,8,39
1,Cercado,1,Cochabamba,821,Cochabamba,149,Escuela Gualberto Villarroel,3019101,2,6,14,11,39,2,8,4,0,8,104
1,Cercado,1,Cochabamba,821,Cochabamba,149,Escuela Gualberto Villarroel,3019111,3,4,11,16,36,2,7,3,5,10,98
1,Cercado,1,Cochabamba,821,Cochabamba,149,Escuela Gualberto Villarroel,3019121,4,6,26,20,51,1,5,2,1,11,82
1,Cercado,1,Cochabamba,821,Cochabamba,149,Escuela Gualberto Villarroel,3019141,6,5,9,11,30,3,3,2,4,16,90
1,Cercado,1,Cochabamba,821,Cochabamba,149,Escuela Gualberto Villarroel,3019171,9,7,16,16,34,2,11,2,4,9,108
1,Cercado,1,Cochabamba,821,Cochabamba,151,Colegio San Rafael,3018821,1,3,12,10,44,3,13,4,2,19,101
1,Cercado,1,Cochabamba,821,Cochabamba,151,Colegio San Rafael,3018831,2,4,16,16,33,2,8,1,2,23,104
1,Cercado,1,Cochabamba,821,Cochabamba,151,Colegio San Rafael,3018851,4,7,8,8,48,0,6,4,0,16,103
1,Cercado,1,Cochabamba,821,Cochabamba,151,Colegio San Rafael,3018861,5,3,9,3,45,3,5,2,3,19,111
1,Cercado,1,Cochabamba,821,Cochabamba,151,Colegio San Rafael,3018871,6,5,15,7,33,2,2,4,6,19,103
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005541,9,4,15,12,41,2,5,1,3,18,75
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005551,10,1,9,13,40,6,7,2,3,12,100
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005561,11,6,7,13,27,5,7,3,4,14,92
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005581,13,3,11,18,27,5,8,2,5,14,89
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005591,14,5,12,9,31,1,5,4,3,17,107
1,Cercado,1,Cochabamba,821,Cochabamba,162,Liceo Adela Zamudio,3005611,16,0,2,4,15,1,2,1,0,3,14
1,Cercado,1,Cochabamba,821,Cochabamba,164,Unidad Educativa Santa Maria Micaela,3005171,19,5,8,10,35,2,8,0,2,27,86
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006741,1,3,13,11,27,1,9,1,5,13,78
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006751,2,4,9,9,40,1,8,3,5,27,91
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006791,6,4,6,7,24,4,12,1,8,55,71
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006801,7,5,8,11,45,6,10,1,6,16,89
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006831,10,4,11,8,28,2,6,1,2,25,98
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006871,14,11,5,7,31,3,9,5,4,32,82
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006881,15,3,8,16,28,5,8,3,3,13,123
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006891,16,9,11,7,36,2,4,2,1,30,98
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006901,17,4,11,11,25,3,6,0,3,30,94
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006911,18,4,14,13,36,4,9,1,3,20,105
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006931,20,7,14,6,49,1,5,3,3,12,108
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006941,21,5,6,9,46,4,7,3,2,13,110
1,Cercado,1,Cochabamba,821,Cochabamba,165,Esc. Republica Del Peru O I. Vasquez,3006971,24,6,15,13,37,5,2,1,5,25,86
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009501,1,4,11,8,36,6,7,5,3,54,63
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009511,2,4,13,8,30,2,8,5,2,40,70
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009521,3,5,5,7,46,3,12,5,4,39,63
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009551,6,5,6,3,38,2,6,4,3,48,74
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009561,7,6,12,19,23,0,14,6,2,45,60
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009571,8,2,13,7,34,5,4,1,5,62,58
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009591,10,1,9,8,26,5,11,2,2,61,54
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009601,11,3,10,7,35,2,13,5,4,39,79
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009631,14,2,10,6,25,3,8,1,2,57,66
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009651,16,5,4,6,37,10,14,1,5,35,67
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009661,17,5,10,8,21,4,17,3,3,50,78
1,Cercado,1,Cochabamba,821,Cochabamba,169,Unidad Educativa Andres Bello,3009671,18,4,5,5,30,4,5,1,3,39,44
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008231,2,4,7,11,45,3,8,2,2,38,85
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008241,3,2,5,9,53,2,10,4,5,43,66
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008251,4,6,4,9,41,3,4,2,6,48,71
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008281,7,4,9,12,25,5,5,2,4,37,86
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008291,8,0,7,10,45,3,8,2,3,48,65
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008301,9,4,5,9,37,4,11,0,2,44,84
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008311,10,2,5,6,32,1,4,3,2,53,64
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008321,11,1,6,7,33,1,8,5,3,32,97
1,Cercado,1,Cochabamba,821,Cochabamba,171,Colegio Martin Cardenas,3008331,12,4,8,12,49,1,9,2,4,35,77
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008731,1,7,4,11,22,2,5,4,3,43,57
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008751,3,5,8,15,22,3,14,3,4,49,60
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008791,7,3,5,10,26,6,6,1,3,38,74
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008811,9,8,6,4,36,5,6,1,1,45,72
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008821,10,2,5,9,44,4,5,2,6,41,62
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008831,11,1,8,11,41,3,12,4,2,50,53
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008841,12,8,8,5,35,3,5,4,6,52,55
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008851,13,6,3,10,30,3,10,0,6,68,61
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008861,14,4,4,12,32,5,9,3,3,46,56
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008871,15,5,2,14,36,2,6,2,3,53,64
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008911,19,2,5,8,28,5,13,3,3,50,67
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006511,1,7,5,9,25,3,10,4,2,59,73
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007531,2,4,5,5,37,3,7,1,5,52,79
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007541,3,6,7,7,30,3,10,3,1,47,70
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007551,4,2,7,7,33,1,8,4,2,70,54
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007561,5,3,12,8,27,5,10,3,4,54,61
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007571,6,6,10,2,46,2,13,2,4,41,67
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007591,8,4,5,9,46,0,7,3,3,46,67
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007611,10,4,9,8,31,4,9,3,3,46,68
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007631,12,4,4,6,45,1,5,1,5,43,65
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007641,13,2,12,4,30,5,18,2,4,44,75
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007651,14,3,13,12,37,4,6,1,3,34,70
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007661,15,5,6,6,35,1,9,4,5,52,62
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007671,16,4,11,7,38,8,9,2,1,35,71
1,Cercado,1,Cochabamba,821,Cochabamba,192,Colegio Irlandes,3018621,1,4,24,20,19,6,5,3,1,8,104
1,Cercado,1,Cochabamba,821,Cochabamba,192,Colegio Irlandes,3018631,2,5,25,18,31,0,4,4,1,9,89
1,Cercado,1,Cochabamba,821,Cochabamba,192,Colegio Irlandes,3018641,3,2,8,8,29,1,1,2,2,3,79
1,Cercado,1,Cochabamba,821,Cochabamba,196,(Cárcel) Penitenciaria San Sebastian  Varones,3018011,2,6,2,6,6,4,9,1,6,78,32
1,Cercado,1,Cochabamba,821,Cochabamba,196,(Cárcel) Penitenciaria San Sebastian  Varones,3018021,3,1,3,4,4,2,5,0,3,37,16
1,Cercado,1,Cochabamba,821,Cochabamba,197,(Cárcel) Penitenciaria San Antonio,3017461,1,5,10,2,8,7,10,0,7,85,17
1,Cercado,1,Cochabamba,821,Cochabamba,197,(Cárcel) Penitenciaria San Antonio,3017471,2,1,2,2,3,1,3,2,3,19,14
1,Cercado,1,Cochabamba,821,Cochabamba,203,Colegio Luis Quintin Vila,3002571,3,9,11,8,43,3,2,5,3,17,96
1,Cercado,1,Cochabamba,821,Cochabamba,203,Colegio Luis Quintin Vila,3002611,7,2,15,10,39,3,5,3,2,20,96
1,Cercado,1,Cochabamba,821,Cochabamba,203,Colegio Luis Quintin Vila,3002631,9,4,14,17,29,4,2,5,0,27,98
1,Cercado,1,Cochabamba,821,Cochabamba,204,Liceo Elena Arze De Arze,3021171,4,9,29,12,40,2,6,3,1,8,87
1,Cercado,1,Cochabamba,821,Cochabamba,204,Liceo Elena Arze De Arze,3021191,6,4,17,16,30,2,2,3,3,15,97
1,Cercado,1,Cochabamba,821,Cochabamba,204,Liceo Elena Arze De Arze,3021281,15,6,10,22,31,2,9,1,2,8,99
1,Cercado,1,Cochabamba,821,Cochabamba,204,Liceo Elena Arze De Arze,3021301,17,4,17,17,26,4,4,3,3,5,91
1,Cercado,1,Cochabamba,821,Cochabamba,204,Liceo Elena Arze De Arze,3021311,18,5,14,20,21,1,10,3,4,9,91
1,Cercado,1,Cochabamba,821,Cochabamba,205,Unidad Educativa Nueva Vera Cruz,3012111,5,3,4,5,29,3,7,1,0,97,37
1,Cercado,1,Cochabamba,821,Cochabamba,209,Universidad Ucatec (Ex Ceivo),3000331,5,6,18,12,34,3,4,0,2,12,99
1,Cercado,1,Cochabamba,821,Cochabamba,209,Universidad Ucatec (Ex Ceivo),3000361,8,4,21,9,33,1,3,5,3,11,106
1,Cercado,1,Cochabamba,821,Cochabamba,209,Universidad Ucatec (Ex Ceivo),3000371,9,3,15,16,35,4,4,2,6,4,117
1,Cercado,1,Cochabamba,821,Cochabamba,209,Universidad Ucatec (Ex Ceivo),3000381,10,7,17,14,41,6,4,5,1,6,94
1,Cercado,1,Cochabamba,821,Cochabamba,209,Universidad Ucatec (Ex Ceivo),3000391,11,7,20,13,30,7,9,3,1,6,103
1,Cercado,1,Cochabamba,821,Cochabamba,209,Universidad Ucatec (Ex Ceivo),3000401,12,4,10,11,25,5,3,5,1,13,116
1,Cercado,1,Cochabamba,821,Cochabamba,209,Universidad Ucatec (Ex Ceivo),3000411,13,4,6,7,19,1,2,1,0,13,64
1,Cercado,1,Cochabamba,821,Cochabamba,210,Colegio Santo Domingo Savio,3007291,1,7,15,5,30,4,12,4,3,22,86
1,Cercado,1,Cochabamba,821,Cochabamba,210,Colegio Santo Domingo Savio,3007301,2,9,8,12,49,5,9,1,1,19,76
1,Cercado,1,Cochabamba,821,Cochabamba,210,Colegio Santo Domingo Savio,3007311,3,8,2,19,24,5,9,2,3,19,90
1,Cercado,1,Cochabamba,821,Cochabamba,210,Colegio Santo Domingo Savio,3007321,4,4,3,12,40,1,10,1,5,37,84
1,Cercado,1,Cochabamba,821,Cochabamba,210,Colegio Santo Domingo Savio,3007341,6,3,14,12,45,5,7,2,4,18,78
1,Cercado,1,Cochabamba,821,Cochabamba,210,Colegio Santo Domingo Savio,3007361,8,4,6,5,49,7,4,2,4,30,82
1,Cercado,1,Cochabamba,821,Cochabamba,210,Colegio Santo Domingo Savio,3007371,9,8,2,10,41,1,7,2,6,17,89
1,Cercado,1,Cochabamba,821,Cochabamba,219,Escuela Fiscal Juan XXIII A,3005991,1,2,7,12,53,2,3,3,5,17,96
1,Cercado,1,Cochabamba,821,Cochabamba,219,Escuela Fiscal Juan XXIII A,3006001,2,7,10,13,28,6,8,1,3,19,105
1,Cercado,1,Cochabamba,821,Cochabamba,219,Escuela Fiscal Juan XXIII A,3006011,3,11,10,14,33,3,7,3,0,25,94
1,Cercado,1,Cochabamba,821,Cochabamba,219,Escuela Fiscal Juan XXIII A,3006021,4,6,16,11,29,5,8,2,3,30,91
1,Cercado,1,Cochabamba,821,Cochabamba,219,Escuela Fiscal Juan XXIII A,3006031,5,8,8,13,40,2,6,2,2,16,100
1,Cercado,1,Cochabamba,821,Cochabamba,219,Escuela Fiscal Juan XXIII A,3006041,6,6,11,11,44,9,8,4,4,12,88
1,Cercado,1,Cochabamba,821,Cochabamba,219,Escuela Fiscal Juan XXIII A,3006051,7,6,10,11,34,3,3,4,6,22,106
